 Absolute load value (%), Absolute throttle position (%), Ambient air temperature (F), Barometric pressure (inHg), Calculated load value (%), Commanded fuel rail pressure A (inHg), Engine coolant temperature (F), Engine RPM (RPM), Fuel level input (%), Fuel rail pressure (psi), Fuel/Air commanded equivalence ratio, Ignition timing advance for #1 cylinder (deg), Intake air temperature (F), Intake manifold absolute pressure (inHg), Long term fuel % trim - Bank 1 (%), Mass air flow rate (lb/min), Vehicle speed (MPH), Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
11.76471,12.54902,78.8,30.1207,18.03922,885.903,190.4,875.75,78.03922,439.4644,1.000003,27,84.2,8.563729,5.46875,0.181251,13.04879,0.1203731,108.4029,30.14064
11.76471,16.47059,78.8,30.1207,49.01961,1990.329,190.4,1098.75,78.03922,929.6919,0.9052705,16.5,84.2,24.50998,8.59375,0.25137,12.42742,0.1669408,74.44209,30.14678
32.94118,13.33333,78.8,30.1207,36.07843,1399.727,190.4,1193,78.03922,607.7081,0.8988655,14,84.2,13.87915,8.59375,1.054431,12.42742,0.7735537,16.06537,30.13859
16.47059,9.411765,78.8,30.1207,21.17647,885.903,190.4,807,78.03922,453.9681,0.905179,7,84.2,10.33554,5.46875,0.115101,13.04879,0.08504231,153.4389,30.14567
14.90196,11.76471,78.8,30.1207,24.70588,885.903,190.4,645,78.03922,424.9606,0.9054535,1.5,84.2,10.63084,5.46875,0.179928,12.42742,0.1320125,94.13826,30.1517
16.07843,12.54902,78.8,30.1207,31.37255,944.9632,188.6,659,93.33334,459.7696,0.9053925,-6,84.2,11.81204,5.46875,0.292383,9.320568,0.2144552,43.4616,30.15421
18.43137,13.72549,78.8,30.1207,35.29412,1057.178,188.6,640.5,93.33334,509.0825,0.9055755,-0.5,84.2,14.46975,5.46875,0.312228,6.213712,0.2290264,27.13098,30.15375
25.88235,12.94118,78.8,30.1207,40,1139.862,188.6,634,93.33334,568.5479,0.905423,-1.5,84.2,14.46975,5.46875,0.464373,3.728227,0.3405595,10.94736,30.14932
26.66667,15.29412,78.8,30.1207,52.15686,1940.128,188.6,972,93.33334,960.1498,0.905118,14,84.2,24.50998,5.46875,0.424683,1.242742,0.3115043,3.989487,30.14096
41.17647,24.31373,78.8,30.1207,51.37255,2294.489,188.6,1581.5,93.33334,1242.973,0.899445,22.5,82.4,27.75829,7.8125,1.735776,2.485485,1.273618,1.951515,30.12058
70.98039,31.37255,78.8,30.1207,77.25491,4364.549,188.6,2644.75,93.33334,2100.146,0.995276,17.5,82.4,26.57709,7.8125,3.732183,9.941939,2.755745,3.607714,30.03392
63.52941,31.37255,78.8,30.1207,72.54902,4399.985,188.6,2104.5,93.33334,2120.452,0.993202,5,82.4,29.2348,7.8125,4.543182,15.53428,3.031568,5.124174,29.98309
89.01961,49.41177,78.8,30.1207,99.21568,4429.515,188.6,2362.25,93.33334,2204.574,0.993873,5,82.4,29.8254,7.8125,4.044411,20.50525,2.704384,7.582225,29.93235
88.62745,42.7451,78.8,30.1207,94.90196,4429.515,188.6,2774,93.33334,2219.077,0.9903655,8,77,27.46299,7.8125,6.036849,24.23348,4.033946,6.007387,29.86922
88.23529,45.09804,78.8,30.1207,97.64706,4429.515,188.6,2302,93.33334,2129.154,0.990457,4,77,29.2348,7.8125,6.53562,29.82582,4.382702,6.805349,29.77668
61.17647,27.84314,78.8,30.1207,58.43137,2622.273,188.6,2437.5,77.64706,1311.141,0.9917075,23,77,27.16769,7.8125,3.774519,33.55404,2.53091,13.2577,29.74091
49.01961,25.4902,78.8,30.1207,48.62745,2111.402,188.6,1747.25,77.64706,1068.928,0.989603,34,77,27.46299,7.8125,2.507085,35.41816,1.678944,21.0955,29.72904
38.43137,19.60784,77,30.1207,40.78431,1742.276,188.6,1759,77.64706,835.4174,0.988871,44,77,21.55697,8.59375,1.464561,36.03953,0.9828724,36.66756,29.7357
38.82353,25.09804,77,30.1207,49.41177,2282.677,188.6,1318.25,77.64706,1247.325,0.9873765,14,77,28.3489,8.59375,1.782081,36.03953,1.196847,30.11207,29.73609
50.98039,19.60784,77,30.1207,43.52941,1745.229,188.6,1262.75,77.64706,775.9519,0.9892065,16.5,77,15.35565,8.59375,1.631259,36.6609,1.097213,33.41276,29.73907
15.68627,9.411765,77,30.1207,12.94118,885.903,188.6,1224,77.64706,453.9681,1.000003,36,77,5.90602,8.59375,0.115101,36.6609,0.07727568,474.4171,29.76426
10.58823,10.98039,77,30.1207,13.33333,885.903,188.6,1181.5,77.64706,474.2734,1.000003,35,78.8,5.610719,5.46875,0.210357,36.03953,0.1397031,257.9723,29.78938
10.19608,10.98039,77,30.1207,13.72549,885.903,188.6,1049.75,77.64706,484.4261,1.000003,34,78.8,5.90602,5.46875,0.236817,33.55404,0.1572758,213.3452,29.81811
10.98039,10.98039,77,30.1207,13.33333,885.903,188.6,1221.5,77.64706,493.1283,1.000003,35,78.8,5.315418,5.46875,0.213003,29.82582,0.1414604,210.8422,29.83499
10.19608,11.37255,77,30.1207,13.33333,885.903,188.6,1109.25,77.64706,498.9298,1.000003,34,78.8,5.90602,5.46875,0.230202,25.47622,0.1528827,166.639,29.85129
12.15686,19.60784,77,30.1207,37.2549,1957.846,188.6,1626.75,93.33334,1361.904,1.000003,17.5,80.6,28.9395,7.8125,0.219618,22.99073,0.1458536,157.6289,29.86193
79.60784,36.07843,77,30.1207,92.54902,4069.248,188.6,1904.25,93.33334,1995.719,0.902922,4,80.6,28.9395,7.8125,3.696462,24.85485,2.454909,10.12455,29.80177
86.66666,45.09804,77,30.1207,98.43137,4429.515,188.6,2096.25,93.33334,2204.574,0.996862,4.5,80.6,30.416,7.8125,4.764123,27.34033,3.504156,7.802259,29.76159
89.80392,54.5098,77,30.1207,99.21568,4429.515,188.6,2321.75,93.33334,2198.772,0.995215,4,80.6,29.2348,7.8125,5.360796,30.44719,3.571453,8.525155,29.70688
52.94118,28.62745,75.2,30.1207,63.13726,3691.262,188.6,2163.75,93.33334,2016.025,0.9932325,4,75.2,27.75829,7.8125,3.158001,33.55404,2.107395,15.92204,29.67637
51.76471,25.09804,75.2,30.1207,53.72549,2220.664,188.6,1755.25,93.33334,989.1573,0.991128,41.5,75.2,28.6442,7.8125,2.542806,35.41816,1.700251,20.83114,29.67014
37.64706,32.15686,75.2,30.1207,52.94118,2415.562,188.6,1339.75,93.33334,1157.401,0.986797,23,75.2,28.05359,8.59375,1.717254,36.03953,1.150682,31.32014,29.67173
52.54902,26.27451,75.2,30.1207,70.98039,2515.965,188.6,1292.75,93.33334,1261.828,0.989237,12.5,75.2,27.46299,8.59375,1.514835,36.6609,1.019502,35.95961,29.67601
54.5098,22.7451,75.2,30.1207,65.88235,2492.34,188.6,1305.25,93.33334,1227.019,0.989359,13,75.2,26.57709,8.59375,1.784727,37.28227,1.19818,31.11575,29.67754
54.90196,23.13725,75.2,30.1207,65.09804,2468.716,188.6,1304.75,93.33334,1232.821,0.989359,15,75.2,26.28179,8.59375,1.676241,37.28227,1.125209,33.13364,29.68015
37.2549,16.47059,75.2,30.1207,35.68628,1405.633,188.6,1312.5,70.98039,583.0517,0.989176,25.5,75.2,12.69794,8.59375,1.293894,37.90364,0.8685513,43.64008,29.69076
15.29412,12.54902,75.2,30.1207,17.2549,885.903,188.6,1285.25,70.98039,449.617,0.9955505,39.5,75.2,14.46975,8.59375,0.216972,37.28227,0.1456736,255.9302,29.71823
31.37255,17.64706,75.2,30.1207,38.82353,1591.672,188.6,1294.25,70.98039,761.4481,0.9901215,35.5,77,23.32878,8.59375,2.537514,37.28227,1.692762,22.02452,29.71098
30.58824,16.47059,75.2,29.8254,38.03922,1523.753,188.6,1295,70.98039,781.7534,0.9904265,31,77,23.91938,8.59375,0.918162,37.28227,0.6158593,60.53699,29.72634
30.98039,17.2549,75.2,29.8254,37.64706,1606.438,188.6,1297.25,70.98039,786.1046,0.990274,37,77,24.50998,8.59375,0.990927,37.28227,0.6644619,56.10897,29.7377
32.54902,16.86275,75.2,29.8254,39.60784,1606.438,188.6,1284.5,70.98039,810.7609,0.9876815,34.5,77,24.50998,8.59375,0.943299,37.28227,0.6326225,58.93288,29.75083
34.5098,20.78431,75.2,29.8254,47.45098,1975.564,188.6,1289,70.98039,954.3483,0.9878035,25,77,25.69119,8.59375,0.993573,37.28227,0.6680878,55.80445,29.75935
29.01961,14.11765,75.2,29.8254,34.11765,1145.768,188.6,1274.5,70.98039,503.2809,0.9882,33.5,77,13.58385,8.59375,0.416745,37.28227,0.2801886,133.0613,29.78626
19.21569,12.94118,75.2,29.8254,21.17647,885.903,188.6,1262.5,70.98039,429.3117,0.992714,39,77,10.92614,8.59375,0.56889,36.6609,0.3823262,95.88905,29.80037
14.5098,11.76471,75.2,29.8254,13.72549,885.903,188.6,1195.25,70.98039,443.8155,0.995459,27.5,77,6.201321,8.59375,0.287091,36.03953,0.1920641,187.6433,29.82317
12.15686,16.86275,75.2,29.8254,22.7451,942.0102,186.8,1212.5,70.98039,449.617,0.995276,37.5,78.8,13.28854,8.59375,0.404838,35.41816,0.27009,131.1346,29.84909
21.56863,14.5098,75.2,29.8254,27.05882,1033.553,186.8,1222.75,70.98039,509.0825,0.9946965,33.5,78.8,13.87915,8.59375,0.658854,35.41816,0.4396391,80.56189,29.86382
20.78431,14.5098,75.2,29.8254,26.27451,983.3524,186.8,1209,70.98039,474.2734,0.992348,33.5,78.8,13.87915,8.59375,0.657531,35.41816,0.4390119,80.67699,29.88702
20.78431,14.5098,75.2,29.8254,26.27451,1004.023,186.8,1204.75,70.98039,484.4261,0.992409,35,78.8,13.87915,8.59375,0.642978,34.79679,0.4303114,80.86421,29.90475
21.17647,14.5098,75.2,29.8254,27.45098,1015.835,186.8,1189.5,70.98039,519.2351,0.9923175,25.5,78.8,14.17445,8.59375,0.627102,34.79679,0.4196606,82.9165,29.92422
24.70588,14.5098,75.2,29.8254,30.98039,1163.486,186.8,1183.5,70.98039,562.7464,0.991616,31.5,78.8,15.94625,8.59375,0.938007,34.17542,0.627778,54.43869,29.93434
23.13725,14.5098,75.2,29.8254,30.58824,1133.956,186.8,1170.25,70.98039,572.899,0.9918295,33,78.8,16.24155,8.59375,0.658854,34.17542,0.4412618,77.4493,29.95573
23.52941,14.5098,75.2,29.8254,30.58824,1131.003,186.8,1160.75,70.98039,543.8915,0.991799,29,78.8,15.94625,8.59375,0.670761,33.55404,0.4491397,74.70737,29.97674
23.92157,15.29412,75.2,29.8254,31.76471,1216.64,186.8,1158.5,70.98039,597.5555,0.991921,31.5,78.8,17.71806,8.59375,0.64827,33.55404,0.4340931,77.29688,29.98715
26.27451,17.64706,75.2,29.8254,36.07843,1358.385,186.8,1164.75,70.98039,706.3338,0.991006,32.5,78.8,21.85227,8.59375,0.717066,33.55404,0.4801011,69.88953,30.00479
28.23529,10.58823,75.2,29.8254,32.54902,1125.097,186.8,1152.5,81.17647,543.8915,0.9898775,33.5,78.8,15.65095,8.59375,0.816291,33.55404,0.5470404,61.33742,30.01914
23.52941,12.15686,75.2,29.8254,29.80392,1048.319,186.8,1149.25,81.17647,498.9298,0.9919515,34.5,78.8,12.40264,8.59375,0.601965,33.55404,0.4038689,83.08151,30.04412
16.86275,12.94118,75.2,29.8254,21.17647,885.903,186.8,1144.75,81.17647,439.4644,0.9953065,37,78.8,12.40264,8.59375,0.30429,32.93267,0.2037267,161.6512,30.0578
22.7451,14.11765,75.2,29.8254,31.37255,1107.379,186.8,1133.75,81.17647,519.2351,0.9924395,29.5,78.8,13.87915,8.59375,0.587412,32.93267,0.3919554,84.02148,30.07492
20,12.15686,75.2,29.8254,24.70588,897.715,186.8,1126.75,81.17647,443.8155,0.9951845,38,78.8,11.22144,8.59375,0.521262,32.93267,0.3488211,94.41137,30.09378
13.72549,10.98039,75.2,29.8254,16.07843,885.903,186.8,1111,81.17647,439.4644,0.9954285,37,78.8,8.268428,8.59375,0.136269,32.3113,0.09093773,355.3123,30.10857
11.37255,11.76471,75.2,29.8254,14.90196,885.903,186.8,1106.5,81.17647,443.8155,0.9954285,36.5,80.6,7.973127,8.59375,0.2646,32.3113,0.1765348,183.0307,30.12142
10.98039,11.76471,75.2,29.8254,14.90196,885.903,186.8,1083.5,81.17647,429.3117,0.995459,37.5,80.6,8.85903,8.59375,0.269892,32.3113,0.1800655,179.4419,30.13861
14.5098,13.72549,75.2,29.8254,20,885.903,186.8,1074.5,81.17647,424.9606,0.9953065,39.5,80.6,11.22144,8.59375,0.443205,31.68993,0.2956868,107.174,30.15882
18.82353,17.64706,75.2,29.8254,32.94118,1222.546,186.8,1079,81.17647,622.2119,0.995459,32,80.6,23.03348,8.59375,1.022679,31.06856,0.6823908,45.52898,30.16421
40.39216,17.64706,75.2,29.8254,47.84314,1795.43,186.8,1105,70.98039,820.9136,0.9892675,31,80.6,18.60396,8.59375,1.07163,31.06856,0.7149442,43.45592,30.16899
25.88235,14.5098,75.2,29.8254,34.5098,1240.264,186.8,1086.25,70.98039,593.2043,0.991677,31.5,80.6,18.01336,8.59375,0.59535,31.06856,0.3996771,77.73415,30.18293
23.52941,13.72549,75.2,29.8254,30.98039,1089.661,186.8,1069,70.98039,533.7389,0.992348,23,80.6,18.89926,8.59375,0.64827,31.06856,0.4341466,71.56238,30.1906
27.84314,14.11765,75.2,29.8254,31.37255,1024.694,186.8,1500.25,70.98039,464.1208,0.9895115,36,80.6,11.22144,8.59375,0.837459,31.06856,0.5604672,55.43332,30.20239
19.21569,16.07843,75.2,29.8254,27.84314,1308.183,186.8,1541,70.98039,701.9827,0.9957335,43.5,80.6,22.73818,8.59375,0.650916,31.06856,0.4368726,71.11584,30.21317
34.11765,19.60784,75.2,29.8254,41.56863,1733.417,186.8,1520.25,70.98039,800.6083,0.987895,27.5,80.6,16.53686,8.59375,1.192023,31.06856,0.7950459,39.07769,30.21834
23.52941,15.29412,75.2,29.8254,27.45098,1193.016,186.8,1531.5,70.98039,681.6774,0.9907315,39.5,80.6,22.44288,8.59375,0.541107,31.06856,0.3637668,85.40791,30.2312
42.35294,21.96078,75.2,29.8254,47.84314,2019.859,186.8,1547.75,70.98039,935.4934,0.9888405,30,80.6,23.62408,8.59375,1.518804,31.06856,1.018114,30.51579,30.2332
28.62745,13.33333,75.2,29.8254,29.01961,1151.674,186.8,1556.25,70.98039,513.4336,0.988688,36,78.8,11.22144,8.59375,0.866565,31.68993,0.5820035,54.44973,30.24109
20.39216,14.90196,75.2,29.8254,23.52941,1001.07,186.8,1548.75,70.98039,513.4336,0.992348,42.5,78.8,13.28854,8.59375,0.742203,31.68993,0.4985562,63.56341,30.25641
22.35294,15.29412,75.2,29.8254,27.05882,1104.426,186.8,1544,78.03922,509.0825,0.991128,42.5,78.8,10.04023,8.59375,0.789831,31.68993,0.5285923,59.95155,30.26908
14.5098,12.54902,75.2,29.8254,15.29412,885.903,186.8,1516.25,78.03922,433.6628,0.9951845,38,78.8,6.791923,8.59375,0.353241,31.68993,0.2366966,133.8842,30.28766
12.15686,13.33333,75.2,29.8254,14.90196,885.903,186.8,1504.25,78.03922,433.6628,0.9951845,39,78.8,8.268428,8.59375,0.38367,31.06856,0.2560383,121.3434,30.30285
14.11765,13.33333,75.2,29.8254,16.47059,885.903,186.8,1468.75,78.03922,433.6628,0.9955505,26.5,78.8,7.382525,8.59375,0.469665,30.44719,0.3134262,97.14309,30.32607
12.54902,12.94118,75.2,29.8254,14.90196,885.903,186.8,1435.25,78.03922,433.6628,0.9954895,40,78.8,7.677826,8.59375,0.402192,29.82582,0.2683001,111.1659,30.34024
12.54902,11.37255,75.2,29.8254,13.33333,885.903,186.8,1414,78.03922,449.617,0.9954895,29,78.8,5.90602,8.59375,0.408807,29.82582,0.2727296,109.3604,30.35343
10.58823,10.98039,75.2,29.8254,12.54902,885.903,186.8,1298.5,78.03922,453.9681,1.000003,35,80.6,5.610719,5.46875,0.197127,28.58307,0.1315104,217.3446,30.37491
10.19608,11.37255,75.2,29.8254,12.94118,885.903,186.8,1162.25,78.03922,459.7696,1.000003,34.5,80.6,5.610719,5.46875,0.261954,26.71896,0.1739699,153.5838,30.38972
10.19608,10.98039,75.2,29.8254,13.72549,885.903,186.8,1044,78.03922,459.7696,1.000003,35,80.6,5.90602,5.46875,0.232848,23.6121,0.1546399,152.6909,30.40212
11.37255,11.37255,75.2,29.8254,13.72549,885.903,186.8,1145.25,78.03922,459.7696,1.000003,35,80.6,5.90602,5.46875,0.210357,18.64114,0.1397031,133.4339,30.41718
10.19608,10.98039,75.2,29.8254,14.5098,885.903,185,968.5,87.05882,453.9681,1.000003,31.5,80.6,6.201321,5.46875,0.236817,15.53428,0.1572758,98.77092,30.42431
11.37255,10.58823,75.2,29.8254,17.64706,885.903,185,770.75,87.05882,424.9606,1.000003,29,80.6,9.154331,5.46875,0.174636,12.42742,0.11598,107.1515,30.43211
13.72549,12.54902,75.2,29.8254,25.09804,885.903,185,683.75,87.05882,453.9681,0.905423,5.5,80.6,11.22144,5.46875,0.146853,10.56331,0.0975286,108.3099,30.43672
19.21569,12.54902,75.2,29.8254,34.11765,1004.023,185,678.5,87.05882,474.2734,0.905667,-6.5,80.6,11.22144,5.46875,0.347949,8.699197,0.25522,34.08509,30.43722
19.60784,14.90196,75.2,29.8254,40,1133.956,185,656,87.05882,583.0517,0.9056365,-4,80.6,14.76505,5.46875,0.347949,6.213712,0.2551513,24.35305,30.43603
24.31373,12.94118,75.2,29.8254,40.78431,1175.298,185,658.5,87.05882,593.2043,0.9055755,-2.5,80.6,15.06035,5.46875,0.377055,3.106856,0.276504,11.23621,30.43174
25.88235,12.94118,75.2,29.8254,42.35294,1139.862,185,654.5,87.05882,583.0517,0.905179,0,80.6,14.17445,5.46875,0.43659,0.6213712,0.3201841,1.940668,30.42547
22.7451,10.98039,75.2,29.8254,36.07843,974.4933,185,639,87.05882,503.2809,0.905179,-0.5,80.6,12.10734,5.46875,0.232848,0,0.1708397,0,30.42122
18.43137,11.76471,75.2,29.8254,30.58824,885.903,185,617.75,87.05882,449.617,0.905179,5.5,82.4,11.51674,5.46875,0.285768,0,0.2096669,0,30.41738
18.03922,11.76471,75.2,29.8254,30.58824,885.903,185,603.25,87.05882,429.3117,0.905179,3,82.4,11.81204,5.46875,0.325458,0,0.2387873,0,30.40976
17.64706,11.76471,75.2,29.8254,30.98039,885.903,185,582.25,87.05882,429.3117,0.905179,-0.5,82.4,12.40264,5.46875,0.2646,0,0.194136,0,30.40547
18.03922,11.37255,75.2,29.8254,31.76471,885.903,185,560.5,87.05882,449.617,0.905179,4,82.4,12.10734,5.46875,0.216972,0,0.1591915,0,30.40154
18.03922,11.37255,75.2,29.8254,31.76471,885.903,185,550,87.05882,429.3117,0.905179,3.5,82.4,12.40264,5.46875,0.244755,0,0.1795758,0,30.39894
18.43137,10.98039,75.2,29.8254,32.15686,885.903,185,552.25,87.05882,449.617,0.905179,1.5,82.4,12.10734,5.46875,0.259308,0,0.1902533,0,30.39475
18.43137,11.76471,75.2,29.8254,32.94118,897.715,185,566.75,87.05882,433.6628,0.905179,-2.5,82.4,11.81204,5.46875,0.25137,0,0.1844292,0,30.39121
18.43137,11.37255,75.2,29.8254,32.94118,900.668,185,568.25,87.05882,439.4644,0.905179,2.5,82.4,12.10734,5.46875,0.276507,0,0.2028721,0,30.38629
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,556.75,87.05882,424.9606,0.9952455,3.5,82.4,12.10734,5.46875,0.268569,0,0.197048,0,30.38279
18.43137,11.37255,75.2,29.8254,32.54902,888.856,185,563.25,87.05882,429.3117,0.9952455,3.5,82.4,12.10734,5.46875,0.219618,0,0.1465509,0,30.37925
18.82353,11.37255,75.2,29.8254,32.54902,885.903,185,565.5,87.05882,429.3117,0.9952455,2.5,82.4,12.10734,5.46875,0.259308,0,0.173036,0,30.37606
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,545.5,87.05882,429.3117,0.9952455,5,82.4,12.10734,5.46875,0.246078,0,0.1642076,0,30.37328
18.82353,11.37255,75.2,29.8254,32.54902,891.809,185,560.5,83.92157,433.6628,0.9952455,3,82.4,12.10734,5.46875,0.2646,0,0.1765673,0,30.36948
18.82353,11.37255,75.2,29.8254,32.15686,885.903,185,551.75,83.92157,443.8155,0.9952455,4.5,82.4,12.10734,5.46875,0.232848,0,0.1553792,0,30.36527
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,552,83.92157,429.3117,0.9952455,4.5,82.4,12.40264,5.46875,0.247401,0,0.1650904,0,30.3619
18.43137,11.37255,75.2,29.8254,32.15686,885.903,185,558,83.92157,429.3117,0.9952455,4,82.4,12.10734,5.46875,0.244755,0,0.1633248,0,30.35833
18.43137,11.37255,75.2,29.8254,32.15686,885.903,185,549.75,83.92157,429.3117,0.9952455,4,82.4,12.10734,5.46875,0.223587,0,0.1491994,0,30.3553
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,559.75,83.92157,443.8155,0.9952455,3,82.4,12.10734,5.46875,0.23814,0,0.1589106,0,30.3516
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,549.75,83.92157,449.617,0.9952455,3,82.4,12.40264,5.46875,0.256662,0,0.1712703,0,30.34743
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,552.25,83.92157,429.3117,0.9952455,7,82.4,12.40264,5.46875,0.219618,0,0.1465509,0,30.34477
18.82353,11.37255,75.2,29.8254,32.54902,885.903,185,558.25,83.92157,449.617,0.9952455,3.5,82.4,12.40264,5.46875,0.232848,0,0.1553792,0,30.34129
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,552.5,83.92157,429.3117,0.9952455,8,82.4,12.10734,5.46875,0.252693,0,0.1686218,0,30.33747
18.43137,11.37255,75.2,29.8254,32.54902,885.903,185,556,83.92157,429.3117,0.9952455,6.5,82.4,12.40264,5.46875,0.210357,0,0.140371,0,30.3344
18.82353,10.98039,75.2,29.8254,32.54902,885.903,185,575.25,83.92157,433.6628,0.9952455,7,82.4,14.17445,5.46875,0.218295,0,0.145668,0,30.33095
30.58824,12.15686,75.2,29.8254,47.84314,1624.156,185,891,83.92157,810.7609,0.99491,14,82.4,22.73818,8.59375,0.318843,0,0.2127636,0,30.32702
39.21569,23.13725,75.2,29.8254,48.62745,2114.355,185,1445,83.92157,1038.47,0.988505,27,82.4,28.3489,8.59375,1.431486,1.864114,0.9555513,1.950825,30.30606
42.7451,23.52941,75.2,29.8254,50.98039,2244.288,185,1712.5,83.92157,1083.432,0.9901825,30.5,82.4,27.46299,8.59375,1.578339,5.592341,1.060406,5.273774,30.29108
54.5098,27.84314,75.2,29.8254,74.5098,3198.11,185,1625.75,83.92157,1673.735,0.990579,3.5,82.4,28.6442,8.59375,2.021544,9.320568,1.355872,6.874225,30.26701
81.96078,31.37255,75.2,29.8254,88.23529,3127.238,185,1606.75,83.92157,1440.225,0.9927445,9.5,78.8,25.10059,8.59375,3.28104,13.04879,2.199749,5.931948,30.22852
33.72549,18.03922,75.2,29.8254,36.47059,1544.424,185,1617.75,83.92157,791.9061,0.9892675,15,78.8,27.16769,8.59375,1.172178,16.77702,0.7841637,21.39479,30.22311
72.94118,31.76471,75.2,29.8254,96.86275,2722.675,185,1376.5,83.92157,1401.065,0.991189,0.5,78.8,28.6442,7.8125,2.040066,17.39839,1.36956,12.70363,30.20415
82.74509,37.2549,75.2,29.8254,98.03922,3103.614,185,1599.5,83.92157,1614.27,0.994117,1.5,78.8,28.9395,7.8125,2.983365,19.88388,1.998944,9.947192,30.17364
81.56863,42.35294,75.2,29.8254,98.43137,3779.853,185,1808,50.19608,1915.948,0.993995,3.5,75.2,28.9395,7.8125,3.189753,22.99073,2.130935,10.78903,30.14508
85.88235,34.90196,75.2,29.8254,67.84314,2468.716,185,1963.5,50.19608,1177.706,0.987468,37,75.2,6.496622,7.8125,4.039119,26.71896,2.698691,9.900712,30.09664
9.803922,13.33333,75.2,29.8254,11.76471,885.903,185,1342.25,50.19608,509.0825,0.991555,29.5,75.2,7.087224,5.46875,0.44982,27.9617,0.3025286,92.42665,30.11145
9.411765,10.98039,75.2,29.8254,11.37255,885.903,185,1073.25,50.19608,478.6245,1.000003,29.5,75.2,6.201321,5.46875,0.338688,24.85485,0.2268473,109.5664,30.12424
10.58823,10.98039,75.2,29.8254,14.90196,885.903,185,1037.25,50.19608,498.9298,1.000003,36,77,6.201321,5.46875,0.21168,21.12662,0.1405818,150.28,30.13411
10.58823,10.98039,75.2,29.8254,14.5098,885.903,185,844.75,50.19608,519.2351,1.000003,28.5,77,7.973127,5.46875,0.216972,15.53428,0.1440963,107.8048,30.14233
13.72549,12.15686,75.2,29.8254,22.35294,885.903,185,720.75,50.19608,424.9606,0.9053925,4.5,77,10.63084,5.46875,0.285768,11.18468,0.1897854,58.93332,30.14745
16.07843,11.76471,75.2,29.8254,26.27451,885.903,185,659.25,50.19608,429.3117,0.905545,7.5,77,10.63084,5.46875,0.297675,9.941939,0.2183515,45.53181,30.14983
15.68627,11.76471,75.2,29.8254,26.27451,885.903,185,650.5,50.19608,443.8155,0.905423,10.5,78.8,10.63084,5.46875,0.273861,9.320568,0.2008495,46.40572,30.1522
18.03922,13.33333,75.2,29.8254,33.33333,956.7753,185,665,50.19608,468.4719,0.905484,-5,78.8,11.51674,5.46875,0.365148,8.699197,0.2678355,32.47963,30.15272
17.64706,14.5098,75.2,29.8254,34.5098,1015.835,185,644,89.41177,519.2351,0.9055145,-3,78.8,14.46975,5.46875,0.301644,6.213712,0.2212405,28.08578,30.15244
25.09804,12.54902,75.2,29.8254,41.96078,1187.11,185,639,89.41177,578.7006,0.905545,0,78.8,15.65095,5.46875,0.415422,3.106856,0.3046806,10.19709,30.14771
25.09804,12.54902,75.2,29.8254,41.17647,1160.533,185,652.5,89.41177,562.7464,0.905179,-3.5,80.6,14.17445,5.46875,0.418068,0.6213712,0.3066109,2.026579,30.14257
23.52941,12.54902,75.2,29.8254,39.60784,1125.097,185,637,89.41177,568.5479,0.905179,0,80.6,14.17445,5.46875,0.398223,0,0.2921747,0,30.13548
23.52941,12.54902,75.2,29.8254,40,1125.097,185,624.75,89.41177,543.8915,0.905179,2,80.6,14.17445,5.46875,0.367794,0,0.269849,0,30.13064
23.92157,12.15686,75.2,29.8254,40.78431,1116.238,185,615,89.41177,568.5479,0.905179,-2,80.6,13.87915,5.46875,0.432621,0,0.3174123,0,30.12501
23.13725,12.54902,75.2,29.8254,41.56863,1136.909,185,588,89.41177,543.8915,0.905179,2.5,80.6,14.46975,5.46875,0.334719,0,0.245582,0,30.11987
23.52941,12.15686,75.2,29.8254,41.17647,1154.627,185,566.75,89.41177,572.899,0.905179,-5.5,80.6,14.46975,5.46875,0.349272,0,0.2562595,0,30.1138
23.52941,11.76471,75.2,29.8254,41.17647,1122.144,185,552.25,89.41177,568.5479,0.905179,1,80.6,14.17445,5.46875,0.256662,0,0.1883119,0,30.11057
23.52941,12.15686,75.2,29.8254,40.39216,1107.379,185,558.75,89.41177,533.7389,0.9952455,-1,80.6,14.17445,5.46875,0.325458,0,0.2387873,0,30.10613
22.35294,11.37255,75.2,29.8254,36.47059,965.6343,186.8,547.5,78.03922,488.7772,0.9952455,1.5,80.6,12.40264,5.46875,0.336042,0,0.2242405,0,30.10242
19.60784,11.37255,75.2,29.8254,33.33333,909.5271,186.8,567,78.03922,439.4644,0.9952455,1,80.6,12.40264,5.46875,0.244755,0,0.1633248,0,30.09802
18.82353,11.37255,75.2,29.8254,32.94118,897.715,186.8,552.75,78.03922,429.3117,0.9952455,5,80.6,12.69794,5.46875,0.263277,0,0.1756845,0,30.09511
