Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Fuel rate (gal/hr),Instant fuel economy (MPG)
10.19608,11.37255,62.6,29.8254,12.15686,885.903,179.6,1225.25,87.05882,558.3953,1.000003,68,5.315418,8.59375,0.257985,26.71896,0.171334,155.9466
10.58823,11.37255,62.6,29.8254,12.54902,885.903,179.6,1173.25,87.05882,568.5479,1.000003,68,5.610719,8.59375,0.239463,25.47622,0.1590331,160.1944
10.58823,11.37255,62.6,29.8254,12.94118,885.903,179.6,1176,87.05882,578.7006,1.000003,68,5.610719,8.59375,0.219618,24.85485,0.1458536,170.4096
10.58823,11.37255,62.6,29.8254,12.94118,885.903,179.6,1166.25,87.05882,587.4028,1.000003,68,7.087224,7.8125,0.219618,24.85485,0.1458536,170.4096
12.15686,12.54902,62.6,29.8254,15.68627,885.903,179.6,1221.25,87.05882,419.1591,0.905179,68,15.65095,7.8125,0.365148,24.85485,0.2425035,102.4927
32.54902,20,62.6,29.8254,41.17647,1783.618,179.6,1263.75,87.05882,910.837,0.9011225,68,26.57709,7.8125,1.469853,25.47622,1.078425,23.62353
36.47059,19.21569,62.6,29.8254,40,1644.827,179.6,1312,87.05882,806.4099,0.90097,68,23.91938,7.8125,0.99225,26.71896,0.7312872,36.53689
33.33333,17.2549,62.6,29.8254,33.33333,1458.787,179.6,1341.5,87.05882,587.4028,0.9010005,68,11.81204,7.8125,1.12455,27.34033,0.8289324,32.98258
14.90196,13.72549,62.6,29.8254,16.86275,885.903,179.6,1346.75,87.05882,429.3117,0.9054535,68,9.449632,7.8125,0.365148,27.9617,0.2691501,103.8889
10.19608,12.15686,62.6,29.8254,14.11765,885.903,179.6,1328.75,87.05882,453.9681,1.000003,68,5.610719,8.59375,0.235494,27.9617,0.1727286,161.8823
10.58823,11.37255,62.6,29.8254,12.54902,885.903,179.6,1266.25,93.33334,474.2734,1.000003,68,5.610719,8.59375,0.23814,27.34033,0.1581545,172.8711
10.58823,11.37255,62.6,29.8254,12.94118,885.903,179.6,1287,93.33334,443.8155,1.000003,68,9.154331,7.8125,0.228879,26.71896,0.152004,175.778
27.05882,19.60784,62.6,29.8254,34.11765,1618.25,179.6,1315.25,93.33334,816.5624,0.904142,68,25.10059,7.8125,0.562275,26.09759,0.3734203,69.88798
33.72549,17.2549,62.6,29.8254,37.64706,1659.592,179.6,1341,93.33334,851.3715,0.9009395,68,25.98649,7.8125,0.870534,27.34033,0.6394399,42.75668
39.60784,23.92157,62.6,29.8254,47.45098,2176.368,179.6,1366.25,93.33334,1093.585,0.90097,68,28.3489,7.8125,1.411641,27.9617,1.040589,26.87103
61.17647,30.98039,62.6,29.8254,93.33334,2811.266,179.6,1419.25,93.33334,1435.874,0.90219,68,29.5301,7.8125,1.577016,27.9617,1.162456,24.05399
87.84314,40,62.6,29.8254,98.03922,3192.204,179.6,1732.5,93.33334,1975.414,0.9965875,66.2,30.1207,7.8125,3.660741,29.82582,2.69477,11.06804
95.29412,55.29412,62.6,29.8254,99.60784,4429.515,179.6,2421.25,93.33334,2198.772,0.991311,66.2,27.75829,7.8125,5.725944,31.68993,3.815771,8.304987
45.4902,21.96078,62.6,29.8254,39.21569,1972.611,179.6,2292,93.33334,845.57,0.9971975,66.2,11.51674,8.59375,3.009825,35.41816,2.016425,17.56483
10.19608,13.72549,62.6,29.8254,11.37255,885.903,179.6,1717.75,93.33334,464.1208,0.9931715,66.2,5.90602,8.59375,0.386316,36.03953,0.2572837,140.077
10.98039,12.15686,62.6,29.8254,12.54902,885.903,177.8,1176.75,93.33334,478.6245,1.000003,66.2,5.610719,8.59375,0.324135,34.79679,0.2167466,160.5413
10.98039,11.37255,62.6,29.8254,12.94118,885.903,177.8,1542.5,93.33334,498.9298,1.000003,66.2,5.315418,8.59375,0.219618,32.93267,0.1458536,225.7927
11.37255,18.03922,62.6,29.8254,15.29412,891.809,177.8,1519.75,93.33334,449.617,1.000003,66.2,12.69794,7.8125,0.310905,31.68993,0.2064795,153.4774
30.98039,21.17647,62.6,29.8254,41.56863,2075.966,177.8,1536.25,93.33334,1163.203,0.902251,66.2,27.46299,7.8125,1.901151,31.06856,1.2626,24.60681
51.37255,24.31373,62.6,29.8254,57.64706,2710.863,177.8,1582,93.33334,1286.485,0.901824,66.2,23.91938,7.8125,1.897182,31.68993,1.396472,22.69285
28.62745,18.82353,62.6,29.8254,36.47059,1786.571,177.8,1309.5,93.33334,949.9972,0.9022815,66.2,28.05359,7.8125,0.713097,32.93267,0.5251429,62.71183
57.64706,27.05882,62.6,29.8254,75.29412,2495.293,177.8,1212,93.33334,1187.859,0.9946965,66.2,29.2348,7.8125,1.795311,32.93267,1.321443,24.92176
81.56863,34.90196,62.6,29.8254,98.03922,2501.199,177.8,1230.5,93.33334,1261.828,0.9978075,66.2,29.5301,7.8125,1.920996,34.17542,1.282586,26.64571
82.74509,37.64706,62.6,29.8254,98.03922,2489.387,177.8,1251.5,93.33334,1242.973,0.997167,66.2,29.8254,7.8125,1.670949,35.41816,1.11216,31.84629
54.5098,57.2549,62.6,29.8254,50.98039,2143.885,177.8,1262,93.33334,970.3025,0.994849,66.2,26.57709,7.8125,2.268945,36.6609,1.511147,24.26031
38.82353,23.92157,62.6,29.8254,49.80392,2223.616,177.8,1302.75,78.03922,1183.508,0.991494,66.2,27.46299,7.8125,1.221129,36.6609,0.8151829,44.97261
63.13726,25.09804,62.6,29.8254,76.86275,2628.179,177.8,1327,78.03922,1286.485,0.9946355,66.2,27.16769,7.8125,1.999053,37.28227,1.339013,27.84309
83.52941,34.90196,62.6,29.8254,96.86275,2681.333,177.8,1347.5,78.03922,1306.79,0.996008,66.2,30.1207,7.8125,2.706858,38.52501,1.807391,21.31526
87.05882,43.52941,62.6,29.8254,98.82353,2772.876,177.8,1581,78.03922,1683.888,0.9957945,66.2,28.9395,7.8125,3.205629,39.14639,2.137475,18.31431
92.15686,57.2549,62.6,29.8254,99.60784,4429.515,177.8,2060,78.03922,2124.803,0.9923785,66.2,29.5301,7.8125,5.608197,41.0105,3.740281,10.96455
93.33334,60.39216,62.6,29.8254,99.60784,4429.515,177.8,2153,78.03922,2124.803,0.992043,66.2,29.5301,7.8125,4.678128,42.87461,3.130729,13.69477
94.5098,63.13726,62.6,29.8254,99.60784,4429.515,177.8,2233.25,78.03922,2198.772,0.9916465,64.4,29.8254,7.8125,6.048756,44.73873,4.049359,11.04835
96.07843,69.01961,62.6,29.8254,57.64706,2864.42,177.8,2368.75,78.03922,1034.119,0.991128,64.4,23.62408,7.8125,6.564726,47.22421,4.396533,10.74124
48.62745,29.80392,62.6,29.8254,58.82353,2876.232,177.8,1770,78.03922,1440.225,0.993751,64.4,27.46299,7.8125,3.015117,48.46695,2.020343,23.98947
52.15686,25.88235,62.6,29.8254,58.03922,2690.192,177.8,1716,78.03922,1286.485,0.9932325,64.4,26.57709,7.8125,2.210733,49.08833,1.477438,33.22529
40.39216,23.52941,62.6,29.8254,46.66667,2170.462,181.4,1715.75,74.5098,1124.042,0.9921955,64.4,27.16769,7.8125,1.632582,49.70969,1.091628,45.5372
43.92157,23.52941,62.6,29.8254,53.33333,2622.273,181.4,1737.5,74.5098,1450.377,0.992897,64.4,26.57709,7.8125,1.831032,49.70969,1.225602,40.55942
61.17647,25.88235,62.6,29.8254,69.41177,3260.123,181.4,1733.25,74.5098,1618.621,0.9930495,64.4,26.57709,7.8125,2.505762,49.70969,1.676047,29.65888
47.84314,24.31373,62.6,29.8254,50.19608,2114.355,181.4,1743.5,74.5098,855.7227,0.9928055,64.4,15.65095,7.8125,2.046681,50.95244,1.368768,37.22503
16.47059,11.76471,62.6,29.8254,15.68627,885.903,181.4,1466.25,74.5098,439.4644,0.9964655,66.2,8.563729,7.8125,0.629748,50.95244,0.421263,120.9516
17.2549,14.90196,62.6,29.8254,20.78431,915.4331,181.4,1453,74.5098,484.4261,0.995825,66.2,14.17445,7.8125,0.576828,49.70969,0.3844455,129.3023
27.45098,19.21569,62.6,29.8254,34.5098,1573.954,181.4,1456.75,74.5098,841.2189,0.992958,66.2,21.26167,7.8125,0.930069,49.70969,0.6202729,80.14165
31.76471,17.64706,62.6,29.8254,40.78431,2642.944,181.4,1439.25,74.5098,1456.179,0.9912805,66.2,28.9395,7.8125,1.113966,49.08833,0.7450608,65.88499
87.45098,39.21569,62.6,29.8254,98.82353,3632.202,181.4,1731.75,74.5098,1841.979,0.994849,66.2,29.8254,7.8125,3.494043,49.70969,2.340897,21.23532
95.29412,57.64706,62.6,29.8254,99.21568,4429.515,181.4,2527,74.5098,2124.803,0.9905485,66.2,30.416,7.8125,6.617646,50.33107,4.417708,11.39303
96.07843,67.05882,62.6,29.8254,99.21568,4429.515,181.4,2626,78.03922,2198.772,0.9903045,66.2,30.416,7.8125,5.592321,52.19518,3.749445,13.92077
97.25491,76.47059,62.6,29.8254,99.60784,4429.515,181.4,2760.75,78.03922,2139.307,0.9901215,66.2,29.8254,7.8125,5.47722,54.68066,3.673179,14.88647
98.03922,89.01961,62.6,29.8254,99.60784,4429.515,181.4,2878,78.03922,2223.428,0.989908,64.4,29.8254,7.8125,6.09903,57.16615,4.090939,13.97385
99.21568,90.98039,62.6,29.8254,98.82353,4429.515,181.4,2974.5,78.03922,2139.307,0.989664,64.4,28.05359,7.8125,7.306929,60.27301,4.902197,12.2951
41.17647,22.7451,62.6,29.8254,33.33333,1848.584,181.4,2987.75,78.03922,855.7227,0.9934765,64.4,19.19456,7.8125,3.594591,61.51575,2.412195,25.50198
32.54902,20.39216,62.6,29.8254,33.72549,1736.37,181.4,2102.25,78.03922,831.0662,0.9967705,64.4,18.01336,7.8125,2.059911,60.89438,1.377024,44.22172
27.84314,18.43137,62.6,29.8254,29.80392,1588.719,181.4,1844.25,78.03922,851.3715,0.993385,64.4,22.14758,7.8125,1.469853,60.89438,0.9793308,62.17958
34.90196,21.96078,62.6,29.8254,43.13726,2073.013,181.4,1769.5,78.03922,1103.737,0.9924395,64.4,27.75829,7.8125,1.754298,60.27301,1.172834,51.39092
48.23529,27.84314,62.6,29.8254,54.11765,2554.354,181.4,1772.25,78.03922,1232.821,0.992592,64.4,28.3489,7.8125,2.016252,60.27301,1.349247,44.67159
47.84314,28.23529,62.6,29.8254,54.11765,2557.307,181.4,1778.75,78.03922,1251.676,0.992409,64.4,27.75829,7.8125,2.091663,60.27301,1.399496,43.06765
58.82353,26.27451,62.6,29.8254,66.27451,3136.097,181.4,1782.75,74.5098,1475.034,0.9923785,64.4,26.57709,7.8125,2.505762,60.89438,1.676872,36.31428
37.64706,18.82353,62.6,29.8254,37.2549,1792.477,181.4,1778.75,74.5098,865.8753,0.991494,64.4,23.62408,7.8125,1.670949,60.89438,1.118244,54.45536
32.54902,18.82353,62.6,29.8254,38.82353,2081.872,181.4,1782.75,74.5098,1306.79,0.9921955,64.4,28.3489,7.8125,1.361367,60.89438,0.911876,66.77923
65.09804,28.62745,62.6,29.8254,74.5098,3552.471,181.4,1788,74.5098,1728.85,0.9921955,64.4,27.75829,7.8125,2.67246,60.89438,1.788812,34.0418
63.52941,27.45098,62.6,29.8254,71.37255,3478.646,181.4,1800.25,74.5098,1694.041,0.9909755,64.4,27.46299,7.8125,2.806083,61.51575,1.878252,32.75159
63.52941,27.05882,62.6,29.8254,69.80392,3452.069,181.4,1810.75,74.5098,1667.934,0.990945,64.4,26.87239,7.8125,2.806083,61.51575,1.880565,32.71132
63.52941,27.45098,62.6,29.8254,72.54902,3717.84,181.4,1826.75,74.5098,1876.788,0.9903045,64.4,27.75829,7.8125,2.697597,62.13712,1.807916,34.36948
72.94118,30.58824,62.6,29.8254,84.70588,3968.845,181.4,1849.25,74.5098,1936.254,0.992897,64.4,28.9395,7.8125,3.128895,62.75849,2.098326,29.90884
85.09804,37.64706,62.6,29.8254,94.90196,4030.859,181.4,1862.5,74.5098,1971.063,0.992531,64.4,28.6442,7.8125,4.012659,63.37986,2.683977,23.61416
87.45098,41.56863,62.6,29.8254,97.25491,4086.966,181.4,1967.5,74.5098,2239.383,0.992653,64.4,29.2348,7.8125,4.338117,64.00124,2.902738,22.04857
94.5098,54.11765,62.6,29.8254,99.21568,4429.515,181.4,2256.75,77.64706,2204.574,0.9914635,64.4,28.6442,7.8125,5.387256,64.6226,3.604299,17.92931
77.25491,34.90196,62.6,29.8254,81.17647,4429.515,181.4,2288,77.64706,2204.574,0.9908535,64.4,26.87239,7.8125,4.240215,65.24397,2.840284,22.97093
67.05882,29.80392,62.6,29.8254,70.19608,4267.1,181.4,2302,77.64706,2060.986,0.9913415,64.4,26.87239,7.8125,3.803625,66.48672,2.549406,26.0793
76.86275,33.33333,62.6,29.8254,85.88235,4429.515,181.4,2359.25,77.64706,2129.154,0.9914635,64.4,28.3489,7.8125,4.350024,67.10809,2.914198,23.02798
51.76471,25.4902,62.6,29.8254,44.31372,2202.946,181.4,2343.5,77.64706,1097.936,0.9928055,64.4,25.69119,7.8125,3.314115,67.72946,2.219941,30.50957
36.07843,22.7451,62.6,29.8254,39.21569,1943.081,181.4,1984.25,77.64706,979.0047,0.991921,64.4,26.87239,7.8125,1.932903,67.72946,1.292994,52.38188
38.82353,25.88235,62.6,29.8254,42.7451,2075.966,181.4,1987.5,77.64706,1044.272,0.9919515,64.4,26.87239,7.8125,1.976562,67.72946,1.323378,51.17921
64.70588,30.19608,62.6,29.8254,81.17647,4429.515,181.4,2007,77.64706,2239.383,0.990701,64.4,27.46299,7.8125,2.681721,67.72946,1.795452,37.72279
43.92157,23.13725,62.6,29.8254,41.17647,2019.859,181.4,2000,77.64706,989.1573,0.9911585,64.4,27.16769,7.8125,3.046869,68.35083,2.042499,33.46431
37.64706,23.52941,62.6,29.8254,40.78431,2002.141,181.4,1987.25,77.64706,974.6536,0.9918295,64.4,26.57709,7.8125,1.887921,68.35083,1.265002,54.03217
28.62745,15.68627,62.6,29.8254,28.23529,1476.505,181.4,1977.75,87.05882,722.288,0.993751,66.2,15.06035,7.8125,0.919485,67.72946,0.6156846,110.0067
27.05882,19.60784,62.6,29.8254,32.15686,1733.417,181.4,1955.5,87.05882,880.3791,0.989664,66.2,23.91938,7.8125,1.262142,67.10809,0.8434927,79.55978
31.76471,20.78431,62.6,29.8254,34.90196,1810.195,181.4,1942.75,87.05882,884.7302,0.993812,66.2,25.69119,7.8125,1.569078,66.48672,1.052949,63.14333
32.54902,20.39216,62.6,29.8254,35.68628,1807.242,181.4,1930.5,87.05882,880.3791,0.993568,66.2,25.39589,7.8125,1.496313,65.86535,0.9999284,65.87006
52.54902,30.58824,62.6,29.8254,70.58823,4184.415,181.4,1953.25,87.05882,2204.574,0.9921955,66.2,28.6442,7.8125,2.399922,65.86535,1.604169,41.05885
89.80392,44.70588,62.6,29.8254,98.43137,4270.052,181.4,2051.5,87.05882,2194.421,0.9949405,66.2,30.416,7.8125,4.541859,66.48672,3.040094,21.86995
95.29412,56.07843,62.6,29.8254,94.90196,4397.032,181.4,2319,87.05882,1544.652,0.991067,66.2,25.98649,7.8125,6.133428,67.10809,4.094085,16.39148
26.66667,16.07843,62.6,29.8254,25.09804,1387.915,181.4,1975,87.05882,646.8683,0.994666,66.2,12.99324,7.8125,1.148364,67.10809,0.769533,87.20625
21.96078,15.68627,62.6,29.8254,23.13725,1216.64,181.4,1928,87.05882,612.0593,0.990579,66.2,12.69794,7.8125,1.075599,66.48672,0.7181643,92.5787
24.31373,17.2549,62.6,29.8254,26.27451,1423.351,181.4,1917.5,87.05882,687.4789,0.9904265,66.2,15.65095,7.8125,1.127196,65.86535,0.7557201,87.15574
26.27451,17.64706,62.6,29.8254,29.01961,1565.095,181.4,1902.5,81.17647,825.2647,0.990884,66.2,21.85227,7.8125,1.325646,65.24397,0.8889063,73.39803
31.37255,19.21569,62.6,29.8254,34.90196,1742.276,181.4,1883.5,81.17647,855.7227,0.993446,66.2,22.73818,7.8125,1.444716,64.6226,0.9683009,66.73814
36.47059,22.7451,62.6,29.8254,41.56863,2022.812,181.4,1888,81.17647,1138.546,0.99247,66.2,28.3489,7.8125,1.951425,64.00124,1.304543,49.06028
56.07843,26.66667,62.6,29.8254,61.56863,3100.66,181.4,1888.5,81.17647,1618.621,0.992897,66.2,26.57709,7.8125,2.153844,64.00124,1.441277,44.40591
70.98039,32.94118,62.6,29.8254,89.41177,4154.885,181.4,1915,81.17647,2110.299,0.9947575,66.2,28.9395,7.8125,3.09582,64.6226,2.070724,31.20774
89.01961,43.13726,62.6,29.8254,97.25491,4184.415,181.4,1927.5,81.17647,2045.032,0.9946355,66.2,29.8254,7.8125,4.77603,65.24397,3.188603,20.46161
89.01961,40.78431,62.6,29.8254,96.47059,4281.864,181.4,1946.5,81.17647,2085.643,0.994544,66.2,28.9395,7.8125,4.528629,65.86535,3.023803,21.78229
88.23529,39.60784,62.6,29.8254,96.07843,4343.878,181.4,1971,81.17647,2129.154,0.9943915,66.2,29.8254,7.8125,3.901527,67.10809,2.605321,25.75809
87.84314,38.43137,62.6,29.8254,94.5098,4420.656,181.4,1985.25,81.17647,2194.421,0.9942695,66.2,28.9395,7.8125,4.678128,67.72946,3.124391,21.67765
87.05882,36.86274,62.6,29.8254,92.15686,4429.515,181.4,2018.75,81.17647,2219.077,0.994117,66.2,27.46299,7.8125,4.175388,68.35083,2.788967,24.50758
67.45098,28.23529,62.6,29.8254,71.37255,4057.436,181.4,2022,77.64706,1936.254,0.9929885,66.2,25.98649,7.8125,3.447738,68.97221,2.303284,29.94516
51.76471,24.70588,62.6,29.8254,43.92157,2049.389,181.4,2023.5,77.64706,816.5624,0.9909755,66.2,19.48987,7.8125,3.036285,69.59357,2.030715,34.27048
26.66667,16.47059,62.6,29.8254,25.88235,1278.653,181.4,2006.5,77.64706,587.4028,0.9906705,66.2,8.563729,7.8125,1.346814,68.97221,0.9026001,76.41502
12.54902,14.5098,62.6,29.8254,13.33333,885.903,181.4,1976,77.64706,433.6628,0.990091,66.2,7.382525,7.8125,0.657531,68.35083,0.440796,155.0623
15.29412,15.29412,62.6,29.8254,17.2549,1012.882,181.4,1949,77.64706,498.9298,0.9904875,66.2,9.154331,7.8125,0.889056,67.10809,0.5963547,112.5305
23.92157,17.2549,62.6,29.8254,26.66667,1452.881,181.4,1945.75,77.64706,751.2955,0.989664,66.2,25.10059,7.8125,1.473822,66.48672,0.9882042,67.28034
43.52941,32.15686,62.6,29.8254,58.43137,3023.882,181.4,1932,77.64706,1534.499,0.9919515,66.2,28.05359,7.8125,2.172366,65.86535,1.457793,45.18155
63.13726,29.41176,62.6,29.8254,77.64706,4261.193,181.4,1940.75,77.64706,2134.956,0.9909755,66.2,28.6442,7.8125,2.73861,65.86535,1.83354,35.9225
89.80392,45.09804,62.6,29.8254,97.64706,4320.253,181.4,1966.75,77.64706,2055.185,0.992653,66.2,29.2348,7.8125,4.86864,66.48672,3.262837,20.37696
91.37255,55.68628,62.6,29.8254,98.82353,4361.596,181.4,1987.5,77.64706,1891.292,0.9925005,66.2,25.98649,7.8125,3.803625,67.72946,2.544784,26.61502
52.94118,26.66667,62.6,29.8254,55.68628,2793.547,181.4,1992.25,81.17647,1421.37,0.9912195,66.2,27.46299,7.8125,3.004533,67.72946,2.010467,33.68842
50.98039,26.27451,62.6,29.8254,49.41177,2114.355,181.4,1985.5,81.17647,865.8753,0.9906705,66.2,18.60396,7.8125,2.56662,68.35083,1.719659,39.74673
27.05882,17.64706,62.6,29.8254,29.41176,1568.048,181.4,1974.5,81.17647,761.4481,0.9899995,66.2,17.12746,7.8125,1.329615,67.72946,0.8913481,75.98542
31.76471,23.13725,62.6,29.8254,37.64706,1922.41,181.4,1968,81.17647,949.9972,0.9925615,66.2,26.57709,7.8125,2.219994,67.10809,1.48925,45.06168
36.47059,23.52941,62.6,29.8254,40,1963.752,181.4,1968.5,81.17647,954.3483,0.9918905,66.2,27.46299,7.8125,1.734453,67.10809,1.160528,57.82546
51.76471,28.62745,62.6,29.8254,65.88235,3747.37,181.4,1970,81.17647,2163.963,0.991189,66.2,26.87239,7.8125,2.219994,67.10809,1.48641,45.14775
78.03922,32.94118,62.6,29.8254,88.23529,4429.515,181.4,2010.5,81.17647,2194.421,0.993202,66.2,28.9395,7.8125,3.963708,67.72946,2.655803,25.50244
85.09804,36.86274,62.6,29.8254,92.94118,4429.515,181.4,2017.25,81.17647,2153.81,0.993141,66.2,28.6442,7.8125,3.938571,68.35083,2.633612,25.95327
89.80392,45.4902,62.6,29.8254,98.03922,4429.515,181.4,2011.5,81.17647,2139.307,0.9934765,66.2,25.10059,7.8125,3.852576,68.97221,2.576268,26.77214
34.5098,22.35294,62.6,29.8254,36.86274,1783.618,181.4,2010.5,81.17647,825.2647,0.992409,66.2,19.19456,7.8125,1.465884,68.97221,0.9799246,70.38521
43.92157,28.62745,62.6,29.8254,52.54902,2595.696,181.4,2008.75,81.17647,1282.134,0.992409,66.2,28.3489,7.8125,3.090528,68.97221,2.068201,33.34889
50.98039,27.05882,62.6,29.8254,55.68628,2719.722,181.4,2006.25,81.17647,1302.439,0.9914025,66.2,27.46299,7.8125,2.106216,68.35083,1.409493,48.49321
49.41177,26.27451,62.6,29.8254,52.54902,2548.448,181.4,2013.75,81.17647,1251.676,0.991311,66.2,27.46299,7.8125,2.319219,68.35083,1.553612,43.9948
49.80392,26.66667,62.6,29.8254,54.90196,2693.145,181.4,1998.75,81.17647,1316.943,0.991128,66.2,26.28179,7.8125,2.299374,68.35083,1.54046,44.37041
50.58823,26.27451,62.6,29.8254,55.29412,2710.863,181.4,2002.25,81.17647,1311.141,0.9908535,66.2,26.87239,7.8125,2.419767,68.35083,1.621416,42.15502
50.58823,26.66667,62.6,29.8254,54.90196,2764.017,181.4,2000.5,81.17647,1276.332,0.989908,66.2,26.87239,7.8125,2.405214,68.35083,1.612111,42.39834
47.45098,23.92157,62.6,29.8254,47.84314,2306.301,181.4,2002.75,81.17647,1073.279,0.9904875,66.2,20.96637,7.8125,2.274237,68.35083,1.525779,44.79734
29.01961,18.82353,62.6,29.8254,31.76471,1721.605,181.4,1986.75,81.17647,841.2189,0.99186,66.2,20.96637,7.8125,1.459269,68.35083,0.9784464,69.85649
29.41176,18.82353,62.6,29.8254,32.15686,1721.605,181.4,1976.75,81.17647,831.0662,0.992104,66.2,20.67107,7.8125,1.514835,67.72946,1.014298,66.7747
30.19608,18.82353,62.6,29.8254,32.54902,1695.028,181.4,1965.5,81.17647,831.0662,0.9922565,66.2,20.67107,7.8125,1.451331,67.72946,0.9715384,69.71362
29.80392,21.96078,62.6,29.8254,33.33333,1804.289,181.4,1962.75,87.05882,939.8445,0.9923175,66.2,25.39589,7.8125,1.401057,67.10809,0.9377402,71.56363
33.33333,21.17647,62.6,29.8254,36.47059,1860.396,181.4,1958,87.05882,905.0355,0.9928665,66.2,25.39589,7.8125,1.618029,67.10809,1.082895,61.971
33.33333,20.78431,62.6,29.8254,35.68628,1836.772,181.4,1954,87.05882,894.8828,0.993019,66.2,25.10059,7.8125,1.539972,67.10809,1.030084,65.14817
33.33333,21.17647,62.6,29.8254,36.47059,1857.443,181.4,1953,87.05882,925.3408,0.9928665,66.2,25.39589,7.8125,1.52145,67.10809,1.017538,65.95141
32.94118,20.78431,62.6,29.8254,36.47059,1901.738,181.4,1952.5,87.05882,1003.661,0.9929885,66.2,28.05359,7.8125,1.536003,66.48672,1.027429,64.71173
37.2549,25.4902,62.6,29.8254,41.17647,2019.859,181.4,1956.25,87.05882,1044.272,0.9889625,66.2,29.2348,7.8125,1.955394,66.48672,1.307798,50.83867
38.03922,27.45098,62.6,29.8254,41.96078,2084.825,181.4,1959.75,87.05882,1013.814,0.989176,66.2,29.5301,7.8125,1.77282,66.48672,1.190517,55.84694
40,35.29412,62.6,29.8254,43.92157,2111.402,181.4,1970.5,87.05882,1128.394,0.9900605,66.2,27.75829,7.8125,2.264976,66.48672,1.52069,43.72141
41.56863,26.66667,62.6,29.8254,45.4902,2188.18,181.4,1965,87.05882,1068.928,0.990396,66.2,27.75829,7.8125,2.06388,66.48672,1.384438,48.02435
39.60784,24.31373,62.6,29.8254,43.52941,2043.483,181.4,1951.25,87.05882,979.0047,0.9907315,66.2,26.57709,7.8125,1.840293,66.48672,1.234039,53.87734
40.78431,26.66667,62.6,29.8254,50.58823,2551.401,181.4,1961.5,77.64706,1292.286,0.9903045,66.2,28.6442,7.8125,1.807218,66.48672,1.211449,54.88197
37.2549,22.35294,62.6,29.8254,39.60784,1943.081,181.4,1944,77.64706,939.8445,0.9911585,66.2,26.57709,7.8125,2.008314,66.48672,1.346832,49.36525
36.07843,23.52941,62.6,29.8254,39.60784,1934.222,181.4,1936,77.64706,939.8445,0.9920735,66.2,27.75829,7.8125,1.776789,66.48672,1.190538,55.84592
34.5098,21.56863,62.6,29.8254,37.2549,1845.631,181.4,1922.75,77.64706,935.4934,0.9929275,66.2,25.69119,7.8125,1.577016,65.86535,1.055706,62.38987
35.29412,30.19608,62.6,29.8254,45.4902,2217.71,181.4,1928.75,77.64706,1302.439,0.9935375,66.2,28.6442,7.8125,1.562463,65.86535,1.045064,63.02518
52.15686,26.27451,62.6,29.8254,56.47059,2793.547,181.4,1921.5,77.64706,1411.217,0.992958,66.2,27.46299,7.8125,2.389338,65.86535,1.597144,41.23946
52.15686,26.27451,62.6,29.8254,57.2549,2811.266,181.4,1921,77.64706,1425.721,0.9929885,66.2,27.16769,7.8125,2.430351,65.86535,1.625507,40.51988
54.11765,26.27451,62.6,29.8254,59.21569,2994.352,181.4,1927.5,77.64706,1430.072,0.9932935,66.2,27.46299,7.8125,2.419767,65.86535,1.618378,40.69836
55.68628,26.66667,62.6,29.8254,61.96078,3218.781,181.4,1930.5,77.64706,1583.812,0.99308,66.2,26.28179,7.8125,2.319219,65.86535,1.550654,42.47586
54.90196,26.66667,62.6,29.8254,60,3029.788,181.4,1928.5,77.64706,1475.034,0.9926225,66.2,26.87239,7.8125,2.642031,65.86535,1.766869,37.278
55.29412,27.05882,62.6,29.8254,60.78431,3112.473,181.4,1935.5,74.5098,1575.11,0.9924395,66.2,26.57709,7.8125,2.546775,65.86535,1.703951,38.65448
55.29412,26.27451,62.6,29.8254,59.60784,3003.211,181.4,1949.75,74.5098,1544.652,0.9923175,66.2,26.87239,7.8125,2.636739,66.48672,1.764468,37.68089
54.90196,27.05882,62.6,29.8254,60,3062.271,181.4,1951,74.5098,1475.034,0.991738,66.2,26.28179,7.8125,2.582496,66.48672,1.728382,38.46761
44.70588,24.31373,62.6,29.8254,45.4902,2220.664,181.4,1952.5,74.5098,1079.081,0.991677,66.2,28.6442,7.8125,2.419767,66.48672,1.620419,41.03058
42.35294,24.70588,62.6,29.8254,45.88235,2247.241,181.4,1953.25,74.5098,1089.233,0.9921345,66.2,27.16769,7.8125,2.003022,66.48672,1.341424,49.56427
42.7451,24.70588,62.6,29.8254,46.66667,2247.241,181.4,1944.5,74.5098,1142.897,0.99186,66.2,27.16769,7.8125,1.959363,66.48672,1.311581,50.69205
44.70588,24.70588,62.6,29.8254,50.19608,2619.32,181.4,1947.75,74.5098,1489.538,0.991677,66.2,25.39589,7.8125,2.082402,66.48672,1.394328,47.68371
56.47059,26.27451,62.6,29.8254,61.17647,3215.828,181.4,1942.25,74.5098,1554.805,0.990884,66.2,26.57709,7.8125,2.591757,66.48672,1.7357,38.30542
