Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Acceleration (mph/s),Fuel rate (gal/hr),Instant fuel economy (MPG)
21.51,16.86275,12.15686,118.4,29.8254,30.98039,885.903,190.4,599.75,81.17647,429.3117,0.9952455,120.2,11.51674,3.125,0.29106,0,0,0.194224,0
22.542,17.2549,11.76471,118.4,29.8254,30.98039,885.903,190.4,612.25,81.17647,449.617,0.9952455,120.2,11.51674,3.125,0.267246,0,0,0.178333,0
23.708,17.2549,12.15686,118.4,29.8254,30.98039,885.903,194,597.5,81.17647,443.8155,0.9952455,120.2,11.51674,3.125,0.2646,0,0,0.1765673,0
24.732,23.52941,14.11765,118.4,29.8254,45.09804,1213.687,194,557,81.17647,583.0517,0.9952455,120.2,15.06035,3.125,0.575505,0,0,0.3840339,0
26.107,24.70588,12.54902,118.4,29.8254,46.27451,1151.674,194,564,81.17647,572.899,0.9952455,120.2,15.06035,3.125,0.338688,0,0,0.2260062,0
26.976,23.52941,12.54902,118.4,29.8254,44.70588,1116.238,194,560.75,81.17647,538.09,0.9952455,120.2,14.46975,3.125,0.316197,0,0,0.2109979,0
28.452,22.7451,12.54902,118.4,29.8254,43.92157,1089.661,194,561.75,81.17647,523.5862,0.9952455,120.2,14.76505,3.125,0.285768,0,0,0.1906927,0
29.441,22.7451,12.54902,118.4,29.8254,43.92157,1083.755,194,550,81.17647,523.5862,0.9952455,120.2,14.46975,3.125,0.316197,0,0,0.2109979,0
30.585,22.7451,12.54902,118.4,29.8254,43.13726,1080.802,194,564.25,81.17647,543.8915,0.9952455,120.2,14.17445,1.5625,0.333396,0,0,0.2224748,0
31.813,23.13725,12.54902,118.4,29.8254,44.31372,1080.802,194,551.75,81.17647,523.5862,0.9952455,120.2,14.46975,1.5625,0.342657,0,0,0.2286547,0
32.905,22.7451,12.54902,118.4,29.8254,43.52941,1080.802,194,556,81.17647,543.8915,0.9952455,120.2,14.46975,1.5625,0.308259,0,0,0.2057009,0
33.732,22.7451,12.54902,118.4,29.8254,43.52941,1080.802,194,554,81.17647,543.8915,0.9952455,120.2,14.46975,1.5625,0.342657,0,0,0.2286547,0
34.825,22.7451,12.54902,118.4,29.8254,43.92157,1077.849,194,557.5,81.17647,519.2351,0.9952455,120.2,14.76505,1.5625,0.322812,0,0,0.2154121,0
35.815,22.7451,12.54902,118.4,29.8254,43.52941,1080.802,194,547.25,81.17647,543.8915,0.9952455,120.2,14.17445,1.5625,0.346626,0,0,0.2313032,0
36.89,22.7451,12.54902,118.4,29.8254,43.92157,1066.037,194,546.5,81.17647,513.4336,0.9952455,120.2,14.17445,1.5625,0.310905,0,0,0.2074666,0
37.891,22.7451,12.54902,118.4,29.8254,43.92157,1086.708,194,553.5,81.17647,527.9374,0.9952455,120.2,14.46975,1.5625,0.346626,0,0,0.2313032,0
39.055,22.7451,12.54902,118.4,29.8254,43.92157,1077.849,194,559.25,81.17647,543.8915,0.9952455,120.2,14.46975,1.5625,0.296352,0,0,0.1977554,0
39.915,22.7451,12.54902,118.4,29.8254,43.13726,1077.849,194,564,81.17647,513.4336,0.9952455,120.2,14.17445,1.5625,0.341334,0,0,0.2277718,0
41.372,22.7451,12.54902,118.4,29.8254,43.52941,1066.037,194,561.5,81.17647,513.4336,0.9952455,120.2,14.46975,1.5625,0.321489,0,0,0.2145293,0
42.301,22.35294,12.54902,118.4,29.8254,42.7451,1066.037,194,558.25,81.17647,533.7389,0.9952455,120.2,14.46975,1.5625,0.302967,0,0,0.2021696,0
43.131,22.35294,12.54902,118.4,29.8254,42.7451,1063.084,194,555.75,81.17647,513.4336,0.9952455,120.2,14.46975,1.5625,0.31752,0,0,0.2118808,0
44.22,22.35294,12.54902,118.4,29.8254,42.7451,1054.225,194,561.5,81.17647,533.7389,0.9952455,120.2,14.17445,1.5625,0.337365,0,0,0.2251233,0
45.878,22.35294,12.54902,118.4,29.8254,43.52941,1068.99,195.8,560.75,81.17647,513.4336,1.010343,120.2,14.46975,1.5625,0.302967,0,0,0.2021696,0
47.195,22.7451,12.54902,118.4,29.8254,43.92157,1068.99,195.8,550.75,81.17647,538.09,1.010343,120.2,14.46975,1.5625,0.341334,0,0,0.2243682,0
48.417,22.35294,12.15686,118.4,29.8254,43.52941,1066.037,195.8,557.25,81.17647,538.09,1.010343,120.2,14.46975,1.5625,0.332073,0,0,0.2182807,0
49.229,22.35294,12.15686,118.4,29.8254,43.52941,1060.131,195.8,565.75,81.17647,533.7389,1.010343,120.2,14.17445,1.5625,0.318843,0,0,0.2095843,0
50.528,22.35294,12.15686,118.4,29.8254,43.52941,1066.037,195.8,552,81.17647,513.4336,1.010343,120.2,14.46975,1.5625,0.332073,0,0,0.2182807,0
51.697,22.35294,12.15686,118.4,29.8254,43.13726,1057.178,195.8,555.25,81.17647,527.9374,1.010343,120.2,14.17445,1.5625,0.31752,0,0,0.2087146,0
52.804,22.35294,12.54902,118.4,29.8254,43.52941,1057.178,195.8,550,81.17647,509.0825,1.010343,120.2,14.17445,1.5625,0.297675,0,0,0.19567,0
54.056,22.35294,12.15686,118.4,29.8254,43.52941,1057.178,195.8,544.5,81.17647,509.0825,1.010343,120.2,14.46975,1.5625,0.292383,0,0,0.1921914,0
55.238,22.35294,12.54902,118.4,29.8254,43.13726,1066.037,195.8,562,81.17647,519.2351,1.010343,120.2,14.46975,1.5625,0.322812,0,0,0.2121932,0
56.242,22.35294,12.15686,118.4,29.8254,43.52941,1063.084,195.8,557.25,81.17647,533.7389,1.010343,120.2,14.17445,1.5625,0.336042,0,0,0.2208897,0
57.443,21.96078,12.15686,118.4,29.8254,43.52941,1054.225,195.8,553.25,81.17647,509.0825,1.010343,120.2,14.46975,1.5625,0.292383,0,0,0.1921914,0
58.364,22.35294,12.15686,118.4,29.8254,43.52941,1057.178,195.8,551.5,81.17647,519.2351,1.010343,120.2,14.46975,1.5625,0.292383,0,0,0.1921914,0
59.444,21.96078,12.15686,118.4,29.8254,43.13726,1054.225,195.8,555.75,81.17647,527.9374,1.010343,120.2,14.17445,1.5625,0.292383,0,0,0.1921914,0
60.913,21.96078,12.15686,118.4,29.8254,42.7451,1048.319,195.8,555.5,81.17647,503.2809,1.010343,120.2,14.46975,1.5625,0.289737,0,0,0.1904521,0
62.098,21.96078,12.15686,118.4,29.8254,43.13726,1048.319,195.8,545,81.17647,513.4336,1.010343,120.2,14.46975,1.5625,0.301644,0,0,0.1982789,0
63.305,22.35294,12.15686,118.4,29.8254,43.92157,1066.037,195.8,547,81.17647,513.4336,1.010343,120.2,14.46975,1.5625,0.285768,0,0,0.1878432,0
64.795,22.7451,12.15686,118.4,29.8254,43.13726,1068.99,195.8,558.5,81.17647,519.2351,1.010343,120.2,14.46975,1.5625,0.296352,0,0,0.1948003,0
66.108,22.35294,12.15686,118.4,29.8254,43.52941,1060.131,195.8,548.75,81.17647,533.7389,1.010343,120.2,14.17445,1.5625,0.284445,0,0,0.1869735,0
66.948,22.35294,12.15686,118.4,29.8254,43.13726,1066.037,195.8,556.25,81.17647,513.4336,1.010343,120.2,14.17445,1.5625,0.29106,0,0,0.1913218,0
68.025,22.35294,12.15686,118.4,29.8254,43.13726,1063.084,195.8,555.25,81.17647,513.4336,1.010343,120.2,14.17445,1.5625,0.316197,0,0,0.207845,0
69.167,22.35294,12.15686,118.4,29.8254,43.13726,1063.084,199.4,559.5,81.17647,533.7389,1.010343,120.2,14.46975,1.5625,0.292383,0,0,0.1921914,0
70.115,22.35294,12.15686,118.4,29.8254,43.13726,1060.131,199.4,558.75,81.17647,533.7389,1.010343,120.2,14.46975,1.5625,0.313551,0,0,0.2061057,0
70.957,22.7451,12.15686,118.4,29.8254,43.92157,1066.037,199.4,550,81.17647,527.9374,1.010343,120.2,14.17445,1.5625,0.280476,0,0,0.1843646,0
71.88,22.7451,12.15686,118.4,29.8254,43.92157,1063.084,199.4,556.75,81.17647,513.4336,1.010343,120.2,14.76505,1.5625,0.279153,0,0,0.183495,0
73.545,22.35294,12.15686,118.4,29.8254,43.52941,1074.896,199.4,559.25,81.17647,538.09,1.010343,122,14.46975,1.5625,0.308259,0,0,0.2026271,0
74.619,22.7451,12.15686,118.4,29.8254,44.70588,1092.614,199.4,619.75,81.17647,533.7389,1.010343,122,14.17445,1.5625,0.273861,0,0,0.1800164,0
75.861,24.31373,14.90196,118.4,29.8254,46.27451,1470.599,199.4,923,81.17647,730.9902,1.010343,122,16.24155,1.5625,0.338688,0,0,0.222629,0
76.898,26.27451,13.72549,118.4,29.8254,43.13726,1204.828,199.4,730,81.17647,593.2043,0.9953675,122,15.06035,1.5625,0.530523,1.864114,1.7976027,0.3487274,5.345475
78.111,24.31373,12.94118,118.4,29.8254,40.78431,1131.003,199.4,676.75,81.17647,548.2427,0.9959165,122,14.46975,1.5625,0.44982,2.485485,0.512259687,0.3001276,8.281426
78.977,23.52941,12.94118,118.4,29.8254,39.21569,1098.52,199.4,704.25,81.17647,527.9374,0.9959775,122,13.87915,1.5625,0.375732,2.485485,0,0.2505566,9.919851
79.868,22.35294,12.94118,118.4,29.8254,38.03922,1066.037,199.4,701.5,78.03922,513.4336,0.995886,122,13.87915,1.5625,0.377055,2.485485,0,0.2514235,9.885651
80.689,22.35294,12.94118,118.4,29.8254,37.64706,1060.131,199.4,716.5,78.03922,513.4336,0.9959165,122,13.87915,1.5625,0.371763,3.106856,0.756846529,0.2479175,12.53181
81.613,22.35294,12.94118,118.4,29.8254,37.64706,1054.225,199.4,708,78.03922,509.0825,0.995886,122,13.87915,1.5625,0.395577,3.106856,0,0.2637903,11.77775
82.45,21.96078,12.94118,118.4,29.8254,38.43137,1054.225,199.4,665.25,78.03922,509.0825,0.995886,122,13.87915,1.5625,0.399546,2.485485,-0.742378734,0.2664452,9.328317
83.398,23.52941,13.72549,118.4,29.8254,44.70588,1190.063,199.4,616.75,78.03922,593.2043,0.9952455,122,14.46975,1.5625,0.371763,1.864114,-0.655454641,0.2479175,7.519088
84.457,23.52941,11.76471,118.4,29.8254,41.17647,1057.178,199.4,659.75,78.03922,572.899,0.9952455,122,16.24155,1.5625,0.394254,0,-1.760258735,0.2630853,0
85.494,27.45098,13.72549,118.4,29.8254,46.66667,1361.338,199.4,728,78.03922,706.3338,0.9952455,122,15.94625,7.8125,0.435267,0,0,0.2904532,0
86.56,26.66667,12.54902,118.4,29.8254,41.56863,1511.941,199.4,931.5,78.03922,722.288,0.9948795,122,17.71806,7.8125,0.441882,1.864114,1.748699812,0.2948674,6.321871
87.593,27.05882,16.47059,118.4,29.8254,37.2549,1311.136,199.4,1109.75,78.03922,628.0134,0.993873,122,19.78517,7.8125,0.83349,3.106856,1.203041626,0.5563917,5.583937
88.514,20.78431,9.803922,118.4,29.8254,21.56863,885.903,199.4,917.5,78.03922,478.6245,0.9936595,122,9.154331,7.8125,0.259308,4.97097,2.024010858,0.1732749,28.68834
89.612,12.15686,11.76471,118.4,29.8254,19.21569,885.903,203,800.75,81.17647,443.8155,0.994544,122,8.85903,1.5625,0.255339,4.97097,0,0.1706594,29.12801
91.062,23.52941,13.72549,118.4,29.8254,45.09804,1252.076,203,663.25,81.17647,612.0593,0.995764,122,15.65095,1.5625,0.501417,3.728227,-0.857064138,0.3348311,11.13465
92.286,26.27451,14.11765,118.4,29.8254,41.96078,1290.465,203,950,81.17647,796.2572,0.995337,122,20.67107,7.8125,0.445851,1.242742,-2.030625,0.297361,4.179238
93.464,29.80392,16.47059,118.4,29.8254,38.03922,1426.304,203,1177,81.17647,706.3338,0.9917075,122,21.85227,7.8125,0.865242,3.728227,2.109919355,0.577322,6.457795
94.723,29.01961,16.86275,118.4,29.8254,36.47059,1396.774,203,1368.25,81.17647,691.83,0.9862785,122,20.96637,7.8125,0.918162,5.592341,1.480630659,0.6148744,9.095095
95.702,28.23529,16.86275,118.4,29.8254,32.15686,1237.311,203,1520,81.17647,543.8915,0.987529,122,12.69794,7.8125,0.956529,6.835083,1.269399387,0.644094,10.61193
96.847,14.5098,12.15686,118.4,29.8254,12.94118,885.903,203,1241.5,81.17647,453.9681,0.9954285,122,7.382525,1.5625,0.124362,8.077826,1.085365066,0.08363508,96.58417
97.725,10.58823,12.54902,118.4,29.8254,14.5098,885.903,203,1069,81.17647,449.617,0.9954895,122,8.268428,1.5625,0.34398,7.456454,-0.707712984,0.2294953,32.49066
98.866,11.76471,11.76471,118.4,29.8254,23.13725,885.903,203,677.75,81.17647,409.0064,0.995276,122,17.42276,7.8125,0.29106,4.97097,-2.1783383,0.1941764,25.60027
100.25,38.43137,22.35294,118.4,29.8254,48.62745,2114.355,203,1647.25,81.17647,1023.966,0.9908535,122,26.57709,7.8125,1.348137,4.349598,-0.448968208,0.8995829,4.835128
101.749,45.4902,23.13725,118.4,29.8254,60,2462.81,203,1369.5,81.17647,1232.821,0.990701,122,27.16769,7.8125,1.784727,8.077826,2.487143429,1.196225,6.752762
102.498,54.90196,25.88235,118.4,29.8254,70.19608,2675.427,203,1406.75,81.17647,1321.294,0.9920735,122,27.46299,7.8125,1.928934,11.18468,4.14800267,1.29308,8.649643
103.795,62.35294,26.66667,118.4,29.8254,81.56863,3056.365,203,1563.75,81.17647,1544.652,0.992165,120.2,27.46299,12.5,2.181627,13.67017,1.916337702,1.460452,9.360229
104.819,51.37255,26.27451,118.4,29.8254,59.21569,2430.327,203,1851.75,81.17647,925.3408,0.984723,120.2,23.62408,12.5,2.308635,16.77702,3.034033203,1.545333,10.85658
105.735,32.54902,21.17647,118.4,29.8254,41.96078,1798.383,203,1524.5,81.17647,860.0738,0.990274,120.2,21.55697,7.8125,1.493667,18.64114,2.035065502,1.007373,18.5047
106.642,20.78431,9.411765,118.4,29.8254,21.17647,885.903,203,1366.75,81.17647,464.1208,0.991067,120.2,6.496622,7.8125,0.316197,19.88388,1.37016538,0.2120572,93.76657
107.824,11.76471,11.37255,118.4,29.8254,14.11765,885.903,203,1292.75,81.17647,459.7696,1.000003,120.2,5.610719,1.5625,0.220941,19.26251,-0.525693739,0.1480553,130.1035
108.816,10.19608,11.37255,118.4,29.8254,13.72549,885.903,203,1172.5,81.17647,464.1208,1.000003,120.2,5.610719,1.5625,0.210357,18.01976,-1.252772177,0.1397031,128.9861
109.777,10.19608,11.37255,118.4,29.8254,14.11765,885.903,203,1068.25,81.17647,468.4719,1.000003,120.2,5.90602,1.5625,0.215649,16.15565,-1.939760666,0.1432177,112.8049
110.657,10.58823,10.98039,118.4,29.8254,16.07843,885.903,203,860.75,81.17647,474.2734,1.000003,120.2,6.201321,1.5625,0.190512,13.67017,-2.824409091,0.1265236,108.0444
112.157,15.29412,12.94118,118.4,29.8254,27.05882,885.903,203,683,83.92157,449.617,0.9056365,122,12.40264,1.5625,0.918162,11.80605,-1.242746667,0.6097734,19.36138
113.253,21.17647,10.19608,118.4,29.8254,32.54902,885.903,203,664.75,83.92157,464.1208,0.905667,122,12.40264,1.5625,0.422037,8.077826,-3.401664234,0.3094905,26.1004
115.037,24.31373,12.94118,118.4,29.8254,42.7451,1154.627,203,664.5,83.92157,572.899,0.9055755,122,13.58385,1.5625,0.473634,5.592341,-1.393209081,0.3473162,16.10159
116.635,21.96078,16.86275,118.4,29.8254,50.19608,1644.827,203,1247.75,83.92157,786.1046,0.9056975,122,20.96637,1.5625,0.379701,4.349598,-0.777686483,0.2784632,15.62001
118.548,14.5098,11.76471,118.4,29.8254,16.86275,885.903,203,944.75,83.92157,433.6628,0.905179,122,13.58385,7.8125,0.088641,5.592341,0.649630423,0.06499832,86.03823
120.204,25.88235,15.68627,118.4,29.8254,35.29412,1355.432,203,1353.5,83.92157,687.4789,0.9942695,122,25.98649,7.8125,0.981666,5.592341,0,0.7202445,7.764503
121.859,35.29412,19.60784,118.4,29.8254,40.39216,1715.699,203,1587.25,83.92157,806.4099,0.984723,122,25.98649,7.8125,1.317708,7.456454,1.126352266,0.8801683,8.471623
123.265,30.19608,12.15686,118.4,29.8254,36.07843,1195.969,203,1097.25,83.92157,617.8608,0.986858,122,27.16769,7.8125,0.703836,10.56331,2.20971266,0.4746878,22.25317
124.765,69.41177,32.15686,118.4,29.8254,80.78432,2950.057,203,1520.5,83.92157,1450.377,0.9904875,118.4,27.46299,7.8125,2.525607,11.80605,0.828493333,1.699659,6.94613
125.636,63.13726,35.29412,118.4,29.8254,94.5098,3599.719,203,1755.5,83.92157,1866.636,0.9915245,118.4,28.9395,7.8125,2.439612,15.53428,4.280401837,1.635771,9.496612
126.667,81.17647,45.09804,118.4,29.8254,98.43137,4429.515,203,2046.75,78.03922,2169.765,0.993446,118.4,29.2348,12.5,4.07484,18.01976,2.410746848,2.729341,6.60224
127.584,85.88235,55.68628,118.4,29.8254,99.60784,4429.515,203,2448.75,78.03922,2223.428,0.9914025,118.4,28.3489,12.5,5.08032,21.74799,4.06568157,3.396233,6.403563
128.906,70.19608,32.15686,114.8,29.8254,73.33334,4181.462,203,2463.5,78.03922,1386.561,0.990701,114.8,25.69119,7.8125,5.043276,25.47622,2.820143722,3.378418,7.540872
129.94,29.01961,18.43137,114.8,29.8254,33.33333,1630.062,203,2040.75,78.03922,786.1046,0.9930495,114.8,21.26167,7.8125,1.596861,28.58307,3.004690522,1.070472,26.70138
131.072,33.72549,17.64706,114.8,30.1207,39.60784,1503.082,203,1468,78.03922,638.166,0.991128,114.8,15.94625,7.8125,1.218483,29.20445,0.548922261,0.8148905,35.83849
131.884,18.43137,13.33333,114.8,29.8254,20,885.903,203,1413,78.03922,439.4644,0.995398,114.8,7.677826,7.8125,0.371763,29.20445,0,0.2491077,117.2362
132.934,11.76471,13.33333,114.8,30.1207,14.90196,885.903,203,1399,78.03922,433.6628,0.995337,116.6,7.973127,7.8125,0.367794,29.20445,0,0.245391,119.0119
133.723,12.54902,13.33333,114.8,30.1207,16.07843,885.903,203,1374.25,78.03922,433.6628,0.9953065,116.6,8.268428,7.8125,0.439236,28.58307,-0.787553866,0.2930748,97.52827
135.123,13.33333,13.33333,114.8,29.8254,16.86275,885.903,203,1363,78.03922,429.3117,0.995215,116.6,11.81204,7.8125,0.444528,27.9617,-0.443835714,0.2966149,94.26939
136.655,19.21569,14.5098,114.8,29.8254,24.31373,921.3391,203,1349.75,78.03922,449.617,0.995581,116.6,12.69794,7.8125,0.596673,27.9617,0,0.3981715,70.22528
138.822,19.21569,14.5098,114.8,29.8254,23.92157,903.621,194,1330.75,82.35294,433.6628,0.995581,116.6,7.677826,7.8125,0.599319,27.34033,-0.28674204,0.3997902,68.3867
140.474,10.58823,12.15686,114.8,29.8254,13.72549,885.903,194,1293.25,82.35294,429.3117,0.9954895,116.6,7.382525,7.8125,0.31752,27.34033,0,0.2118094,129.0799
142.132,10.98039,10.98039,114.8,29.8254,14.5098,885.903,194,1208.5,82.35294,449.617,1.000003,116.6,5.90602,1.5625,0.244755,26.09759,-0.749541616,0.1632847,159.8287
143.212,10.58823,11.37255,114.8,29.8254,13.72549,885.903,194,1164.75,82.35294,449.617,1.000003,116.6,5.610719,1.5625,0.228879,24.85485,-1.150685185,0.152004,163.5144
144.527,10.58823,11.37255,114.8,29.8254,14.11765,885.903,194,1076.75,82.35294,449.617,1.000003,118.4,5.90602,1.5625,0.222264,23.6121,-0.945057034,0.1476108,159.9619
145.45,10.58823,10.98039,114.8,29.8254,14.90196,885.903,194,1116.75,82.35294,449.617,1.000003,118.4,5.90602,1.5625,0.199773,21.12662,-2.692827736,0.132674,159.237
146.473,10.98039,11.37255,114.8,29.8254,14.11765,885.903,194,1172,82.35294,449.617,1.000003,118.4,5.610719,1.5625,0.206388,18.64114,-2.429599218,0.1370672,136
147.296,10.19608,10.98039,114.8,29.8254,14.11765,885.903,194,1046.5,82.35294,449.617,1.000003,118.4,5.90602,1.5625,0.197127,16.15565,-3.020036452,0.1309168,123.404
148.373,10.58823,10.98039,114.8,29.8254,16.07843,885.903,194,876.75,82.35294,449.617,1.000003,120.2,6.201321,1.5625,0.183897,14.29154,-1.730835655,0.1221304,117.0187
149.299,13.72549,13.72549,114.8,29.8254,21.17647,885.903,194,752.25,82.35294,449.617,0.905301,120.2,10.04023,1.5625,0.321489,11.80605,-2.684114471,0.2135085,55.29546
150.325,16.07843,12.15686,114.8,29.8254,27.45098,885.903,194,662,83.92157,449.617,0.9055755,120.2,10.92614,1.5625,0.326781,9.941939,-1.81687232,0.2397256,41.47216
151.423,18.43137,12.94118,114.8,29.8254,33.72549,885.903,194,664.5,83.92157,443.8155,0.9055755,120.2,10.92614,1.5625,0.351918,8.699197,-1.131823315,0.2580878,33.70634
152.438,16.47059,13.33333,114.8,29.8254,32.15686,927.2451,194,641.25,83.92157,443.8155,0.905484,120.2,13.87915,1.5625,0.275184,6.835083,-1.836565517,0.201813,33.86839
153.48,23.92157,12.94118,114.8,29.8254,41.96078,1160.533,194,663,83.92157,572.899,0.9055755,120.2,14.46975,1.5625,0.523908,4.97097,-1.788976008,0.3842598,12.93648
154.394,22.7451,12.54902,114.8,29.8254,39.60784,1083.755,194,613.75,83.92157,533.7389,0.9055145,120.2,14.46975,1.5625,0.366471,2.485485,-2.719349015,0.2687606,9.247951
155.26,24.31373,12.54902,114.8,29.8254,43.52941,1151.674,194,595.25,83.92157,572.899,0.905179,120.2,15.06035,1.5625,0.377055,1.242742,-1.435038106,0.2765413,4.493876
156.326,23.92157,12.54902,114.8,29.8254,41.96078,1119.191,194,589.25,83.92157,543.8915,0.905179,120.2,14.17445,1.5625,0.354564,0,-1.16579925,0.2601422,0
157.237,23.52941,12.54902,114.8,29.8254,41.96078,1101.473,194,584.75,83.92157,533.7389,0.905179,120.2,14.17445,1.5625,0.328104,0,0,0.2407286,0
158.095,23.13725,12.15686,114.8,29.8254,41.96078,1095.567,194,570.75,83.92157,552.5938,0.905179,120.2,14.17445,1.5625,0.349272,0,0,0.2562595,0
158.885,22.7451,12.15686,114.8,29.8254,42.35294,1086.708,194,553.75,83.92157,523.5862,0.905179,120.2,14.17445,1.5625,0.313551,0,0,0.2300511,0
160.139,21.96078,11.37255,114.8,29.8254,39.21569,974.4933,188.6,558,74.5098,484.4261,0.905179,120.2,12.69794,1.5625,0.199773,0,0,0.1465727,0
161.171,19.21569,11.76471,114.8,29.8254,35.29412,897.715,188.6,562,74.5098,433.6628,0.905179,120.2,12.40264,1.5625,0.242109,0,0,0.1776344,0
162.164,18.82353,11.76471,114.8,29.8254,34.5098,888.856,188.6,558,74.5098,429.3117,0.905179,120.2,12.40264,1.5625,0.263277,0,0,0.1931653,0
163.059,18.43137,11.76471,114.8,29.8254,34.90196,885.903,188.6,561.25,74.5098,429.3117,0.905179,120.2,12.40264,1.5625,0.25137,0,0,0.1844292,0
164.146,18.43137,11.37255,114.8,29.8254,34.5098,885.903,188.6,557.75,74.5098,443.8155,0.905179,120.2,12.10734,1.5625,0.226233,0,0,0.1659863,0
165.06,23.13725,14.5098,114.8,29.8254,47.84314,1485.364,188.6,815.75,74.5098,736.7917,0.9952455,120.2,17.71806,1.5625,0.388962,0,0,0.2853799,0
166.04,39.21569,19.60784,114.8,29.8254,54.11765,2058.248,188.6,1339.5,74.5098,1034.119,0.992043,120.2,27.75829,7.8125,1.119258,0.6213712,0.634052245,0.7468797,0.8319562
167.012,43.52941,22.35294,114.8,29.8254,52.94118,2244.288,188.6,1669,74.5098,1089.233,0.9939035,120.2,25.98649,7.8125,1.395765,4.349598,3.83562428,0.9343992,4.654968
168.33,41.96078,23.52941,114.8,29.8254,57.2549,2527.777,188.6,1484.25,74.5098,1460.53,0.993263,116.6,28.05359,12.5,1.660365,8.077826,2.828701062,1.109456,7.28089
169.353,78.43137,36.47059,114.8,29.8254,97.25491,3044.553,188.6,1552.5,74.5098,1530.148,0.995215,116.6,29.2348,12.5,2.721411,11.80605,3.644402737,1.819619,6.488199
