Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Acceleration (mph/s),Fuel rate (gal/hr),Instant fuel economy (MPG)
13.511,23.52941,13.33333,59,29.8254,37.64706,1104.426,183.2,715.25,67.45098,562.7464,0.994971,93.2,13.87915,-2.34375,0.457758,2.485485,0,0.3055644,8.134077
14.201,23.92157,13.72549,59,29.8254,39.60784,1151.674,183.2,675.5,67.45098,587.4028,0.9949405,93.2,14.76505,-2.34375,0.428652,2.485485,0,0.2861179,8.686924
15.065,25.4902,10.98039,59,29.8254,38.82353,1198.922,183.2,692.25,67.45098,757.097,0.994239,93.2,16.24155,0.78125,0.422037,1.242742,-1.438359954,0.2817112,4.411406
16.132,29.01961,14.5098,59,29.8254,44.31372,1600.531,183.2,878.75,67.45098,960.1498,0.9934155,93.2,24.21468,0.78125,0.448497,0,-1.164706654,0.2995846,0
17.192,38.03922,21.56863,59,29.8254,45.88235,2002.141,183.2,1400.25,67.45098,1023.966,0.989908,93.2,26.87239,0.78125,1.293894,2.485485,2.34479717,0.8650047,2.873377
18.459,42.7451,23.52941,59,29.8254,51.37255,2229.522,183.2,1827.5,67.45098,1093.585,0.9823135,93.2,27.75829,0.78125,1.645812,5.592341,2.452135754,1.10417,5.064744
19.631,47.84314,25.09804,59,29.8254,62.7451,2651.803,183.2,1482.5,67.45098,1435.874,0.987651,93.2,26.87239,5.46875,1.934226,9.320568,3.181081058,1.307699,7.127457
20.702,41.96078,23.13725,59,29.8254,47.45098,2031.671,183.2,1413.75,67.45098,949.9972,0.989969,93.2,26.28179,5.46875,1.460592,12.42742,2.900888889,0.9821461,12.65334
21.782,31.37255,15.29412,59,29.8254,30.58824,1142.815,183.2,1303.75,63.92157,459.7696,0.986736,93.2,7.677826,-2.34375,1.026648,14.29154,1.726037037,0.6887326,20.75049
22.665,11.37255,18.03922,59,29.8254,33.72549,1009.929,183.2,740,63.92157,468.4719,0.993751,93.2,12.69794,-2.34375,0.378378,13.67017,-0.703703284,0.2546687,53.67823
23.755,20.78431,12.54902,59,29.8254,33.72549,998.1174,183.2,694,63.92157,484.4261,0.993995,93.2,12.99324,-2.34375,0.365148,11.80605,-1.710201835,0.2440293,48.37965
24.738,21.96078,12.94118,59,29.8254,36.47059,1066.037,183.2,688.75,63.92157,523.5862,0.9938425,93.2,13.58385,-2.34375,0.394254,9.320568,-2.528465921,0.2634163,35.38342
25.815,27.05882,14.5098,59,29.8254,51.76471,1630.062,183.2,687.25,63.92157,876.028,0.993446,95,18.30866,-2.34375,0.6615,6.213712,-2.884731662,0.4420414,14.05685
26.703,33.33333,10.19608,59,29.8254,49.80392,1615.297,183.2,807.75,63.92157,820.9136,0.9894505,95,16.53686,-2.34375,0.586089,4.349598,-2.099227477,0.391805,11.10144
27.734,29.80392,16.07843,59,29.8254,47.05882,1777.712,183.2,1098.25,63.92157,964.501,0.9892065,95,24.80528,5.46875,0.814968,4.349598,0,0.5470124,7.951554
28.497,35.68628,20.78431,59,29.8254,43.92157,1860.396,183.2,1356.25,63.92157,925.3408,0.9848755,95,26.57709,5.46875,1.205253,4.97097,0.814380079,0.809174,6.143264
29.787,35.29412,19.21569,59,29.8254,41.56863,1810.195,183.2,1567.75,63.92157,884.7302,0.9840825,93.2,24.50998,5.46875,1.046493,6.835083,1.445048837,0.7056765,9.685859
30.971,31.37255,23.13725,59,29.8254,44.70588,1990.329,183.2,1336.75,63.92157,1083.432,0.985455,93.2,27.75829,5.46875,1.091475,8.699197,1.574420608,0.7366021,11.8099
31.961,48.23529,22.7451,59,29.8254,60.78431,2371.267,183.2,1269.75,62.35294,1316.943,0.9860955,93.2,28.6442,5.46875,1.36269,9.941939,1.255294949,0.9183558,10.8258
32.946,67.05882,33.72549,59,29.8254,74.90196,2896.903,183.2,1501.5,62.35294,1450.377,0.9903655,93.2,28.3489,5.46875,2.516346,12.42742,2.523330964,1.694736,7.332955
33.915,50.19608,24.31373,59,29.8254,55.68628,2421.468,183.2,1649.25,62.35294,1153.05,0.9889625,93.2,24.50998,5.46875,2.000376,14.91291,2.56500516,1.341426,11.1172
34.944,34.11765,20.39216,59,29.8254,43.13726,2008.047,183.2,1452.5,62.35294,1327.095,0.988078,93.2,28.9395,5.46875,1.438101,16.77702,1.811574344,0.96574,17.37219
35.843,62.35294,31.37255,59,29.8254,74.5098,2696.098,183.2,1362.75,62.35294,1251.676,0.986736,93.2,27.16769,5.46875,2.364201,18.01976,1.382358176,1.589073,11.3398
36.52,41.56863,20.39216,59,29.8254,44.70588,1866.302,183.2,1424.75,62.35294,894.8828,0.989481,93.2,25.10059,5.46875,1.496313,19.26251,1.835672083,1.007099,19.12673
38,29.01961,14.90196,59,29.8254,28.62745,1122.144,183.2,1398.5,62.35294,443.8155,0.987224,93.2,6.201321,-2.34375,0.911547,19.88388,0.419844595,0.611818,32.49966
38.791,10.19608,11.76471,59,29.8254,13.33333,885.903,183.2,1288.75,62.35294,459.7696,1.000003,93.2,5.610719,-2.34375,0.257985,19.26251,-0.785549937,0.1735519,110.9899
39.859,10.19608,11.37255,59,29.8254,12.94118,885.903,183.2,1158.25,62.35294,468.4719,1.000003,93.2,5.610719,-2.34375,0.220941,18.64114,-0.581807116,0.1467322,127.0419
40.907,10.19608,10.98039,59,29.8254,13.33333,885.903,183.2,981.5,62.35294,474.2734,1.000003,93.2,5.90602,-2.34375,0.206388,16.15565,-2.371650763,0.1370672,117.8666
42.943,11.37255,10.58823,59,29.8254,25.09804,885.903,183.2,671.75,70.98039,433.6628,1.000003,95,12.69794,-2.34375,0.182574,13.04879,-1.525962672,0.1212518,107.6174
44.14,20,14.11765,59,29.8254,38.43137,1133.956,183.2,623.25,70.98039,587.4028,0.9047825,95,15.94625,-2.34375,0.287091,7.456454,-4.6719599,0.190664,39.10782
44.953,26.66667,12.94118,59,29.8254,44.31372,1494.223,183.2,812.5,70.98039,954.3483,0.904142,95,20.08047,5.46875,0.441882,4.349598,-3.821471095,0.3243492,13.41023
45.877,34.11765,19.60784,59,29.8254,41.96078,1777.712,183.2,1411,70.98039,870.2264,0.9003905,95,26.87239,5.46875,1.551879,4.349598,0,1.139913,3.815727
47.119,43.92157,23.13725,59,29.8254,50.98039,2188.18,183.2,1711.75,70.98039,1054.424,0.901153,93.2,24.50998,5.46875,1.743714,6.835083,2.001195652,1.28616,5.314333
48.466,42.7451,22.7451,59,29.8254,59.21569,2338.784,183.2,1301,70.98039,1173.355,0.990945,93.2,26.57709,5.46875,1.512189,9.320568,1.845200445,1.114444,8.363425
49.541,45.88235,22.7451,59,29.8254,55.29412,2492.34,183.2,1408,70.98039,1296.637,0.9920125,93.2,27.75829,5.46875,1.456623,11.80605,2.312076279,0.9762213,12.09362
50.517,65.4902,34.11765,59,29.8254,75.68627,3062.271,183.2,1632.5,70.98039,1549.003,0.992592,93.2,28.3489,5.46875,2.320542,13.67017,1.909959016,1.553542,8.799355
51.611,55.29412,26.66667,59,29.8254,65.09804,2864.42,183.2,1751.75,70.98039,1370.607,0.9917075,91.4,27.46299,5.46875,2.300697,16.15565,2.271919561,1.539357,10.49506
52.971,50.98039,27.84314,59,29.8254,57.2549,2787.641,183.2,1665.75,70.98039,1495.339,0.991128,91.4,28.9395,5.46875,2.230578,18.01976,1.370669118,1.493773,12.06326
54.095,62.35294,28.23529,59,29.8254,68.62745,2932.339,183.2,1526,50.19608,1401.065,0.990823,91.4,28.3489,5.46875,2.607633,19.88388,1.658469751,1.7473,11.37978
54.773,50.98039,23.13725,59,29.8254,54.5098,2421.468,183.2,1612.25,50.19608,1173.355,0.991128,91.4,25.39589,5.46875,2.087694,21.74799,2.749424779,1.399334,15.54167
56.239,38.82353,20,59,29.8254,41.96078,1848.584,183.2,1644.25,50.19608,800.6083,0.99003,91.4,19.19456,5.46875,1.758267,22.99073,0.847708049,1.178164,19.51403
57.519,11.76471,10.19608,59,29.8254,17.64706,885.903,183.2,1051.25,50.19608,459.7696,0.9945135,91.4,6.201321,5.46875,0.099225,22.99073,0,0.06656155,345.4056
58.452,10.98039,10.98039,59,29.8254,15.68627,885.903,183.2,935.25,50.19608,468.4719,1.000003,91.4,6.496622,-2.34375,0.207711,21.12662,-1.997974277,0.1387074,152.3107
59.447,10.58823,10.98039,59,29.8254,14.5098,885.903,183.2,1063.5,50.19608,474.2734,1.000003,91.4,6.201321,-2.34375,0.203742,17.39839,-3.746964824,0.1353099,128.5818
60.718,11.37255,10.58823,59,29.8254,17.64706,885.903,183.2,807.5,50.19608,443.8155,1.000003,93.2,10.04023,-2.34375,0.197127,13.67017,-2.933296617,0.1309168,104.4188
61.735,20.78431,16.47059,59,29.8254,39.21569,1169.392,183.2,664.75,50.19608,587.4028,0.9048435,93.2,15.06035,-2.34375,0.603288,8.699197,-4.887879056,0.400658,21.71227
62.542,26.66667,13.33333,59,29.8254,45.4902,1343.62,183.2,679.5,50.19608,662.8224,0.904203,93.2,16.53686,5.46875,0.481572,3.728227,-6.159814126,0.3534585,10.54785
63.228,35.68628,20,59,29.8254,47.84314,1869.255,183.2,1313.5,50.19608,949.9972,0.9017935,93.2,27.16769,5.46875,1.088829,3.106856,-0.90578863,0.7997319,3.884872
64.674,47.45098,24.31373,59,29.8254,56.86274,2483.481,185,1769.5,46.66667,1216.867,0.9012445,91.4,28.05359,5.46875,1.551879,4.97097,1.289152144,1.142882,4.349504
65.628,54.5098,28.23529,59,29.8254,70.58823,2970.728,185,1522.75,46.66667,1544.652,0.9924395,91.4,28.9395,5.46875,2.435643,9.941939,5.210659329,1.794823,5.53923
66.663,81.17647,40.39216,59,29.8254,96.86275,3620.39,185,1718.5,46.66667,1747.705,0.994666,91.4,28.9395,7.8125,3.771873,12.42742,2.401430918,2.524083,4.923539
67.411,82.74509,50.58823,59,29.8254,97.25491,3998.375,185,1874.75,46.66667,1985.567,0.9937815,91.4,28.9395,7.8125,2.992626,16.15565,4.984264706,1.99814,8.085346
68.328,69.41177,30.98039,59,29.8254,69.80392,3629.249,185,2091,46.66667,1772.361,0.992592,89.6,27.75829,7.8125,3.319407,19.26251,3.388069793,2.2183,8.683455
69.833,41.56863,23.92157,59,29.8254,58.43137,2651.803,185,1806.25,46.66667,1306.79,0.992897,89.6,28.05359,7.8125,2.512377,22.36936,2.064352159,1.680988,13.30727
70.857,48.23529,25.4902,59,29.8254,60,2920.527,185,1742.75,46.66667,1456.179,0.990945,89.6,28.6442,5.46875,2.030805,23.6121,1.213613281,1.358359,17.38281
72.308,42.35294,21.17647,59,29.8254,38.03922,1562.142,185,1196.5,46.66667,449.617,0.9910365,89.6,7.677826,5.46875,1.678887,25.47622,1.28471399,1.125182,22.64187
73.178,10.19608,11.37255,59,29.8254,11.37255,885.903,185,1129.5,46.66667,449.617,1.000003,89.6,6.201321,-2.34375,0.30429,25.47622,0,0.2039148,124.9356
74.265,10.58823,11.37255,59,29.8254,13.72549,885.903,185,1061.25,46.66667,439.4644,1.000003,89.6,7.677826,-2.34375,0.22491,23.6121,-1.714921803,0.1493681,158.08
75.215,17.2549,13.33333,59,29.8254,28.23529,924.2921,185,817,78.03922,443.8155,0.9042945,89.6,12.10734,-2.34375,0.900963,21.74799,-1.962221053,0.5983511,36.34654
75.924,20.39216,12.54902,59,29.8254,32.15686,939.0572,185,718,78.03922,459.7696,0.9049045,89.6,12.10734,-2.34375,0.422037,18.64114,-4.382016925,0.3099498,60.14244
77.237,19.60784,12.54902,59,29.8254,32.15686,885.903,185,661.75,78.03922,459.7696,0.9950015,89.6,10.33554,-2.34375,0.38367,15.53428,-2.366230008,0.2815826,55.16776
78.043,21.96078,12.94118,59,29.8254,38.03922,1074.896,185,651.25,78.03922,523.5862,0.994727,89.6,13.87915,-2.34375,0.668115,7.456454,-10.02211663,0.4459418,16.72069
79.306,29.41176,14.90196,59,29.8254,55.29412,1819.054,185,978.25,78.03922,1048.623,0.9948185,89.6,28.3489,5.46875,0.386316,4.97097,-1.967920823,0.2579226,19.2731
80.598,46.66667,23.52941,59,29.8254,59.60784,2737.44,185,1745.5,78.03922,1505.492,0.9909755,89.6,27.75829,5.46875,1.533357,6.213712,0.961874613,1.023647,6.070172
81.473,57.64706,27.84314,59,29.8254,65.4902,3071.13,185,1842,78.03922,1440.225,0.990274,87.8,28.6442,7.8125,2.602341,10.56331,4.970969143,1.744022,6.056868
82.152,52.54902,28.62745,59,29.8254,60,2722.675,185,1783.5,78.03922,1267.63,0.990091,87.8,27.46299,7.8125,2.481948,13.04879,3.660500736,1.664516,7.839393
83.287,41.17647,19.60784,59,29.8254,43.92157,1957.846,185,1530,78.03922,1103.737,0.9904265,87.8,26.87239,5.46875,1.735776,14.91291,1.642396476,1.164312,12.80835
83.949,41.17647,23.52941,59,29.8254,53.33333,2577.978,185,1410.75,78.03922,1386.561,0.9898775,87.8,29.2348,5.46875,1.391796,16.15565,1.877250755,0.9332629,17.31093
84.915,63.92157,32.54902,59,29.8254,76.07843,2923.48,185,1513.25,56.86274,1499.69,0.990335,87.8,29.8254,7.8125,2.39463,16.77702,0.643240166,1.6066,10.44257
86.556,68.62745,31.76471,59,29.8254,70.19608,3003.211,185,1608.5,56.86274,1435.874,0.991555,87.8,28.6442,7.8125,2.749194,19.26251,1.514619135,1.843631,10.44814
87.474,49.01961,22.7451,59,29.8254,50.19608,2084.825,185,1664.75,56.86274,939.8445,0.9806055,87.8,21.85227,5.46875,2.173689,22.36936,3.384368192,1.455899,15.36464
88.709,14.5098,9.411765,59,29.8254,14.90196,885.903,185,1140.25,56.86274,453.9681,0.992531,87.8,7.382525,5.46875,0.095256,23.6121,1.006267206,0.06451321,366.0042
89.522,8.627451,10.19608,59,29.8254,14.5098,885.903,185,1056.5,56.86274,459.7696,1.000003,87.8,6.496622,-2.34375,0.210357,22.99073,-0.764292743,0.1407549,163.3388
90.275,10.58823,11.76471,59,29.8254,14.11765,885.903,185,972.5,56.86274,433.6628,0.9043555,87.8,10.63084,-2.34375,0.41013,22.36936,-0.825192563,0.2723772,82.12643
91.147,19.60784,13.33333,59,29.8254,30.58824,936.1042,185,771.75,56.86274,493.1283,0.904447,87.8,12.69794,-2.34375,0.547722,20.50525,-2.137740826,0.4022274,50.97924
92.072,20.78431,12.94118,59,29.8254,33.33333,962.6813,185,712.75,56.86274,493.1283,0.9049045,87.8,12.99324,-2.34375,0.400869,17.39839,-3.358767568,0.2943541,59.10703
92.918,21.17647,12.94118,59,29.8254,34.90196,1018.788,185,704.5,56.86274,519.2351,0.904874,89.6,12.99324,5.46875,0.399546,13.67017,-4.406879433,0.2932343,46.61858
94.165,28.23529,20.39216,59,29.8254,49.01961,2090.731,185,1405,56.86274,1138.546,0.9018545,89.6,28.6442,5.46875,0.17199,13.04879,-0.49829992,0.1262309,103.3724
95.339,61.17647,28.62745,59,29.8254,75.29412,3511.129,185,1794.5,56.86274,1718.697,0.900543,89.6,29.5301,7.8125,2.374785,13.04879,0,1.748793,7.461599
96.582,61.17647,31.76471,59,29.8254,70.19608,2908.715,185,1471.75,56.86274,1401.065,0.993873,89.6,29.5301,7.8125,2.642031,15.53428,1.999589702,1.948427,7.972729
98.183,60.78431,32.15686,59,29.8254,68.62745,2902.809,185,1507.25,56.86274,1376.408,0.9917075,86,26.87239,5.46875,2.63277,18.64114,1.940574641,1.759271,10.59594
99.167,16.86275,9.411765,59,29.8254,11.76471,885.903,185,1394.5,56.86274,527.9374,0.9940255,86,5.610719,5.46875,0.107163,21.12662,2.525894309,0.07176488,294.3866
100.184,10.19608,11.37255,59,29.8254,12.54902,885.903,185,1133,56.86274,543.8915,1.000003,86,5.90602,-2.34375,0.240786,19.26251,-1.832949853,0.1608735,119.737
101.085,10.19608,10.98039,59,29.8254,14.11765,885.903,185,954.25,56.86274,548.2427,1.000003,86,6.496622,-2.34375,0.232848,15.53428,-4.137880133,0.1546399,100.4545
102.248,11.37255,18.82353,59,29.8254,27.05882,885.903,185,916.25,56.86274,429.3117,1.000003,87.8,14.17445,5.46875,0.174636,13.04879,-2.137136715,0.11598,112.5091
103.477,32.54902,16.86275,59,29.8254,43.13726,1895.832,185,1116,56.86274,1029.768,0.9014885,87.8,28.05359,5.46875,1.009449,12.42742,-0.50558991,0.6703992,18.53735
105.36,65.88235,32.94118,59,29.8254,82.74509,3012.07,185,1540.5,56.86274,1559.156,0.901397,87.8,28.9395,7.8125,1.694763,13.04879,0.329989379,1.248531,10.45131
106.434,56.47059,27.05882,59,29.8254,52.15686,1771.806,185,1316.75,56.86274,691.83,0.992165,87.8,13.28854,7.8125,2.18295,17.39839,4.04990689,1.608342,10.8176
107.682,14.11765,9.411765,59,29.8254,12.54902,885.903,185,1221,83.92157,398.8538,1.000003,87.8,10.33554,5.46875,0.116424,18.64114,0.995793269,0.07793083,239.201
109.208,22.35294,15.29412,59,29.8254,27.84314,1012.882,185,1241.75,83.92157,488.7772,0.904081,87.8,12.69794,5.46875,0.666792,17.39839,-0.81438401,0.4428326,39.28888
110.414,12.54902,11.76471,59,29.8254,14.90196,885.903,185,1167,83.92157,459.7696,1.000003,87.8,6.201321,-2.34375,0.093933,17.39839,0,0.06900197,252.1434
111.325,10.19608,10.98039,59,29.8254,13.72549,885.903,185,966.25,83.92157,468.4719,1.000003,87.8,6.496622,-2.34375,0.210357,16.15565,-1.364149286,0.1397031,115.6427
113.001,18.82353,13.72549,59,29.8254,39.21569,1240.264,185,787,83.92157,622.2119,0.904386,87.8,18.60396,5.46875,0.512001,13.04879,-1.853735084,0.3400321,38.37518
113.711,50.98039,23.52941,59,29.8254,62.35294,2893.95,185,1575,83.92157,1564.957,0.901336,87.8,28.6442,5.46875,2.111508,9.941939,-4.375846479,1.550564,6.411823
114.569,83.13725,40.39216,59,29.8254,96.86275,4429.515,185,2088.75,83.92157,2219.077,0.902068,87.8,29.5301,7.8125,3.695139,11.18468,1.448416084,2.722668,4.107985
115.707,54.11765,36.07843,59,29.8254,61.56863,2932.339,185,1835.5,83.92157,1485.186,0.991372,87.8,29.2348,7.8125,3.177846,13.67017,2.184086116,2.339614,5.842915
116.534,54.11765,27.45098,59,29.8254,54.5098,2468.716,185,1895.25,83.92157,1157.401,0.9913415,84.2,28.3489,5.46875,2.612925,16.15565,3.00541717,1.750415,9.229613
117.233,43.13726,27.45098,59,29.8254,47.84314,2185.227,185,1986.5,83.92157,989.1573,0.992226,84.2,25.69119,5.46875,2.210733,18.01976,2.666824034,1.481029,12.16705
118.025,31.37255,18.43137,59,29.8254,35.29412,1420.398,185,1563.75,60.39216,562.7464,0.9931105,84.2,13.58385,5.46875,1.845585,19.26251,1.569128788,1.235305,15.59332
118.727,14.90196,9.803922,59,29.8254,13.72549,885.903,185,1317.75,60.39216,453.9681,0.9948795,84.2,6.496622,5.46875,0.138915,19.88388,0.88514245,0.09289712,214.0419
119.547,8.627451,10.58823,59,29.8254,12.94118,885.903,185,1211,60.39216,459.7696,1.000003,86,5.90602,-2.34375,0.280476,19.26251,-0.757768293,0.1872302,102.8814
120.457,9.803922,11.37255,59,29.8254,13.33333,885.903,185,1004,60.39216,464.1208,1.000003,86,6.201321,-2.34375,0.206388,16.77702,-2.731307692,0.1370672,122.4
121.439,10.58823,10.98039,59,29.8254,16.47059,885.903,185,785.25,60.39216,424.9606,1.000003,86,9.744933,-2.34375,0.210357,13.67017,-3.163798371,0.1397031,97.85154
122.423,15.29412,13.33333,59,29.8254,32.54902,977.4463,185,673.5,60.39216,498.9298,0.904691,86,13.87915,-2.34375,0.301644,10.56331,-3.157378049,0.200329,52.72981
123.514,21.17647,11.37255,59,29.8254,39.21569,1136.909,185,656.5,60.39216,593.2043,0.9048435,87.8,15.65095,-2.34375,0.354564,7.456454,-2.847714024,0.2602825,28.64754
124.619,27.45098,12.94118,59,29.8254,45.4902,1325.901,185,661,60.39216,681.6774,0.9038675,87.8,15.35565,-2.34375,0.455112,3.106856,-3.936287783,0.3340377,9.300914
125.588,25.4902,12.94118,59,29.8254,41.96078,1190.063,185,633.5,60.39216,578.7006,0.904325,87.8,15.06035,-2.34375,0.402192,0,-3.206249742,0.2955149,0
126.485,23.13725,9.411765,59,29.8254,34.90196,977.4463,185,637.75,60.39216,509.0825,0.904325,87.8,12.40264,-2.34375,0.318843,0,0,0.2341548,0
128.258,19.21569,12.15686,59,29.8254,32.54902,912.4801,185,614.75,67.05882,439.4644,0.904325,89.6,12.10734,-2.34375,0.329427,0,0,0.2419275,0
129.081,28.23529,12.94118,59,29.8254,46.27451,1387.915,185,720.5,67.05882,730.9902,0.904325,89.6,18.30866,-2.34375,0.799092,0,0,0.5868443,0
129.974,34.5098,21.17647,59,29.8254,48.62745,1884.02,185,1298,67.05882,984.8062,0.9019155,89.6,27.46299,5.46875,0.67473,1.864114,2.087473684,0.4955143,3.761978
131.195,40,21.96078,59,29.8254,43.92157,1987.376,185,1538.5,67.05882,1003.661,0.8956325,89.6,25.39589,5.46875,1.303155,3.728227,1.526710074,0.9595793,3.885272
132.489,38.43137,20.78431,59,29.8254,45.09804,1943.081,185,1722.25,67.05882,919.5392,0.991311,86,26.28179,5.46875,1.452654,7.456454,2.881164606,1.077167,6.922283
133.531,77.25491,33.72549,59,29.8254,96.07843,3366.431,185,1637.75,67.05882,1638.926,0.9951845,86,28.6442,5.46875,2.055942,9.320568,1.788976967,1.377373,6.766916
134.684,83.13725,40,59,29.8254,98.43137,3065.224,185,1556.25,67.05882,1540.301,0.9952455,86,30.1207,7.8125,2.812698,12.42742,2.694581093,1.877025,6.620807
135.355,83.13725,47.84314,59,29.8254,99.60784,3661.732,185,1793.25,67.05882,1921.75,0.994239,86,28.9395,7.8125,4.155543,16.15565,5.556229508,2.77299,5.826077
136.195,86.66666,53.72549,59,29.8254,95.68627,4382.267,185,2023.5,67.05882,2213.276,0.993385,84.2,28.9395,7.8125,5.449437,18.01976,2.219178571,3.640085,4.950369
137.994,64.70588,30.98039,59,29.8254,72.94118,4332.065,185,2161,67.05882,1901.445,0.9906095,84.2,28.3489,7.8125,3.654126,20.50525,1.381595331,2.442961,8.393603
139.077,43.92157,19.60784,59,29.8254,47.05882,1943.081,185,1802.75,60.39216,751.2955,0.990762,84.2,19.19456,5.46875,2.216025,24.85485,4.016251154,1.485672,16.7297
140.077,22.7451,12.94118,59,29.8254,20.78431,885.903,185,1181.75,60.39216,459.7696,0.9918295,84.2,7.382525,5.46875,0.685314,25.47622,0.62137,0.4593788,55.45798
141.285,9.803922,11.76471,59,29.8254,14.90196,885.903,185,1092.25,60.39216,464.1208,1.000003,84.2,6.201321,-2.34375,0.240786,24.23348,-1.028758278,0.1612296,150.3041
141.995,10.19608,11.37255,59,29.8254,14.5098,885.903,185,1017.5,60.39216,468.4719,1.000003,84.2,6.201321,-2.34375,0.193158,22.36936,-2.625521127,0.1282809,174.378
142.747,10.58823,10.98039,59,29.8254,14.5098,885.903,185,1113.5,60.39216,478.6245,1.000003,84.2,5.90602,-2.34375,0.218295,19.88388,-3.305159574,0.1449749,137.1539
143.62,10.58823,11.37255,59,29.8254,13.72549,885.903,185,1044.5,60.39216,484.4261,1.000003,84.2,5.90602,-2.34375,0.216972,17.39839,-2.847067583,0.1440963,120.7414
144.657,10.98039,10.98039,59,29.8254,16.07843,885.903,185,834,60.39216,478.6245,1.000003,87.8,8.563729,-2.34375,0.201096,14.29154,-2.995998071,0.1335527,107.0105
146.095,15.68627,13.33333,59,29.8254,33.72549,1021.741,185,655.5,60.39216,523.5862,0.9045385,87.8,13.87915,-2.34375,0.37044,10.56331,-2.592649513,0.2460181,42.93713
147.076,23.13725,13.33333,59,29.8254,43.92157,1272.747,185,651.5,60.39216,662.8224,0.9047825,87.8,15.35565,-2.34375,0.367794,6.213712,-4.433840979,0.2700401,23.01033
147.834,29.01961,17.64706,59,29.8254,61.56863,2099.59,185,1208.75,60.39216,1079.081,0.9039895,87.8,26.28179,-2.34375,0.444528,3.728227,-3.279003958,0.3262914,11.42607
149.399,49.01961,25.88235,59,29.8254,61.56863,2935.292,185,1991,46.66667,1499.69,0.901275,86,26.87239,7.8125,1.664334,4.349598,0.397042173,1.222722,3.557307
150.355,53.33333,27.45098,59,29.8254,59.21569,3180.392,185,1955.25,46.66667,1559.156,0.995398,86,28.3489,7.8125,2.683044,11.18468,7.149667364,1.977066,5.657212
151.554,80.78432,37.2549,59,29.8254,97.64706,3478.646,185,1787.75,46.66667,1872.437,0.994971,86,28.9395,7.8125,3.365712,13.67017,2.072969141,2.245592,6.087555
152.479,62.35294,30.19608,59,29.8254,61.56863,2731.534,185,2044,46.66667,1208.164,0.992348,86,26.28179,7.8125,3.326022,18.01976,4.702259459,2.220063,8.116779
