Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Fuel rate (gal/hr),Instant fuel economy (MPG)
310.774,25.09804,12.94118,98.6,29.8254,42.35294,1169.392,194,699.75,67.45098,568.5479,0.9056975,111.2,15.06035,1.5625,0.435267,2.485485,0.3192461,7.785481
311.78,25.09804,12.94118,98.6,29.8254,41.56863,1193.016,194,729.25,63.92157,841.2189,0.905789,111.2,18.01336,7.8125,0.404838,1.864114,0.296858,6.279479
312.613,25.09804,10.58823,98.6,29.8254,31.37255,933.1512,194,863,63.92157,488.7772,0.994483,111.2,13.58385,7.8125,0.803061,3.106856,0.5888059,5.276536
313.742,24.70588,12.94118,98.6,29.8254,41.96078,1204.828,194,698.5,63.92157,607.7081,0.996618,109.4,15.94625,1.5625,0.411453,3.106856,0.2747727,11.307
314.664,25.09804,12.54902,98.6,29.8254,43.13726,1190.063,194,665.25,63.92157,612.0593,0.9952455,109.4,15.06035,1.5625,0.369117,0.6213712,0.2459722,2.526185
315.769,24.31373,12.54902,98.6,29.8254,41.56863,1136.909,194,689.75,63.92157,572.899,0.9952455,109.4,18.01336,7.8125,0.369117,0,0.2463114,0
316.85,43.92157,21.17647,98.6,29.8254,52.94118,2179.321,194,1428.75,63.92157,1093.585,0.989176,109.4,27.75829,7.8125,1.287279,0.6213712,0.859,0.7233658
318.129,47.45098,23.92157,98.6,29.8254,62.7451,2707.91,194,1851,63.92157,1618.621,0.9912805,105.8,25.98649,12.5,1.529388,4.97097,1.026821,4.841125
319.152,59.21569,28.23529,98.6,29.8254,67.05882,3354.619,194,2429,63.92157,1634.575,0.988749,105.8,26.28179,12.5,3.247965,10.56331,2.176033,4.854389
320.242,76.47059,36.86274,98.6,29.8254,97.64706,3803.477,194,1816.75,63.92157,1886.941,0.9926225,105.8,28.9395,12.5,3.176523,14.29154,2.133618,6.698265
321.437,81.56863,45.88235,98.6,29.8254,98.82353,4429.515,194,2137,63.92157,2208.925,0.995581,105.8,30.416,12.5,3.232089,18.01976,2.162469,8.332959
322.81,86.27451,55.29412,98.6,29.8254,99.21568,4429.515,192.2,2646.5,56.86274,2184.268,0.9928055,98.6,28.9395,12.5,4.872609,22.36936,3.250391,6.882052
323.969,73.72549,37.64706,98.6,29.8254,83.92157,4453.139,192.2,2373,56.86274,2163.963,0.990152,98.6,30.1207,12.5,5.462667,27.9617,3.654191,7.651955
324.948,60.78431,47.05882,98.6,29.8254,58.82353,2577.978,192.2,2338.5,56.86274,1128.394,0.991616,98.6,26.57709,7.8125,4.982418,31.68993,3.341866,9.482707
325.707,33.33333,20.78431,98.6,29.8254,36.47059,1712.746,192.2,1783.75,56.86274,820.9136,0.992043,98.6,25.10059,7.8125,2.004345,33.55404,1.342393,24.9957
326.625,33.33333,18.82353,95,29.8254,39.60784,1526.706,192.2,1640,56.86274,691.83,0.9889625,95,14.17445,7.8125,1.406349,33.55404,0.9414847,35.6395
327.849,14.11765,9.411765,95,29.8254,13.33333,885.903,192.2,1116.5,56.86274,449.617,0.994361,95,7.677826,7.8125,0.148176,33.55404,0.09950587,337.2067
329.116,10.98039,10.98039,95,29.8254,15.68627,885.903,192.2,1086.5,56.86274,449.617,1.000003,95,6.201321,1.5625,0.255339,32.93267,0.170539,193.1093
330.107,10.58823,10.98039,95,29.8254,14.90196,885.903,192.2,1078.75,56.86274,464.1208,1.000003,95,6.201321,1.5625,0.207711,31.68993,0.1379459,229.7273
331.161,10.98039,10.98039,95,29.8254,13.33333,885.903,192.2,1354.75,56.86274,468.4719,1.000003,100.4,5.315418,1.5625,0.168021,30.44719,0.1115868,272.8566
332.111,10.19608,11.37255,95,29.8254,12.94118,885.903,192.2,1230.75,56.86274,478.6245,1.000003,100.4,5.315418,1.5625,0.232848,27.9617,0.1546399,180.8181
333.214,10.19608,11.37255,95,29.8254,13.33333,885.903,192.2,1094.25,87.05882,484.4261,1.000003,100.4,5.90602,1.5625,0.23814,24.85485,0.1581545,157.1555
334.11,10.58823,10.98039,95,29.8254,14.5098,885.903,192.2,1162.25,87.05882,488.7772,1.000003,100.4,5.610719,1.5625,0.218295,21.12662,0.1449749,145.726
335.383,10.58823,11.37255,95,29.8254,14.11765,885.903,192.2,1050.5,87.05882,493.1283,1.000003,104,6.201321,1.5625,0.235494,17.39839,0.1563972,111.2449
336.497,11.37255,10.58823,95,29.8254,22.35294,885.903,192.2,802,87.05882,429.3117,1.000003,104,9.744933,1.5625,0.194481,13.04879,0.1291595,101.0285
337.483,18.03922,13.33333,95,29.8254,35.68628,1015.835,192.2,684.5,87.05882,478.6245,0.905606,104,11.81204,1.5625,0.506709,9.320568,0.3365176,27.69712
338.415,18.03922,12.15686,95,29.8254,31.76471,942.0102,192.2,664,87.05882,468.4719,0.905606,104,14.17445,1.5625,0.337365,6.835083,0.2474067,27.62691
339.597,24.31373,12.94118,95,29.8254,42.35294,1178.251,192.2,672.5,87.05882,578.7006,0.9056365,105.8,14.76505,1.5625,0.416745,4.97097,0.30562,16.2652
340.433,23.52941,12.54902,95,29.8254,40.39216,1092.614,192.2,659.5,87.05882,538.09,0.905667,105.8,14.17445,1.5625,0.391608,3.106856,0.2871761,10.81864
341.567,23.52941,14.11765,95,29.8254,41.96078,1154.627,192.2,630.75,87.05882,558.3953,0.9055755,105.8,15.06035,1.5625,0.390285,2.485485,0.2861963,8.684546
342.315,24.70588,12.15686,95,29.8254,43.13726,1175.298,192.2,649.75,87.05882,572.899,0.905179,105.8,14.46975,1.5625,0.391608,1.242742,0.2871954,4.327166
343.746,28.23529,12.15686,95,29.8254,41.17647,1222.546,194,844.5,67.45098,617.8608,0.905667,105.8,16.53686,7.8125,0.416745,0.6213712,0.3057642,2.032191
344.784,27.05882,14.90196,95,29.8254,37.64706,1331.807,194,1080.75,67.45098,652.6698,0.9043555,105.8,20.37577,7.8125,0.746172,2.485485,0.5471685,4.542449
345.63,27.45098,15.29412,95,29.8254,37.64706,1449.928,194,1248,67.45098,746.9443,0.897737,105.8,23.91938,7.8125,0.736911,4.349598,0.5411611,8.03753
346.822,34.11765,20.78431,95,29.8254,43.92157,2002.141,194,1679.75,67.45098,1058.776,0.8930705,105.8,26.57709,7.8125,1.193346,5.592341,0.8828114,6.334695
348.076,46.27451,27.45098,95,29.8254,62.7451,2778.782,194,1561.5,67.45098,1425.721,0.992592,100.4,28.9395,12.5,1.8522,8.699197,1.377377,6.315771
349.102,80,37.2549,95,29.8254,97.64706,3047.506,194,1544,67.45098,1564.957,0.9969535,100.4,29.2348,12.5,2.602341,12.42742,1.741182,7.13735
350.132,79.60784,47.05882,95,29.8254,97.64706,4175.556,194,1946,67.45098,2174.116,0.9958555,100.4,30.416,12.5,4.109238,16.15565,2.737392,5.901839
351.277,84.70588,54.90196,95,29.8254,98.82353,4429.515,194,2311,67.45098,2208.925,0.9944525,100.4,29.5301,12.5,3.509919,19.88388,2.340731,8.494731
352.556,47.45098,27.45098,95,29.8254,61.56863,3204.016,194,2098.75,67.45098,1673.735,0.9932935,95,28.6442,12.5,2.992626,24.23348,1.998569,12.12542
353.536,58.03922,28.23529,95,29.8254,67.05882,3000.258,194,1973.5,67.45098,1380.759,0.9899995,95,26.57709,12.5,2.681721,26.71896,1.793026,14.9016
354.644,34.11765,25.4902,95,29.8254,42.7451,2102.543,194,1828.75,67.05882,1267.63,0.987773,95,26.87239,7.8125,1.471176,27.9617,0.9869163,28.3324
355.407,49.41177,23.13725,95,29.8254,60,2566.166,194,1457.75,67.05882,1242.973,0.9896945,95,25.98649,7.8125,1.86543,29.20445,1.254216,23.28501
357.676,32.54902,18.03922,93.2,29.8254,42.35294,1754.088,194,1485.5,67.05882,935.4934,0.9882305,93.2,25.39589,7.8125,1.334907,29.82582,0.8957783,33.29598
358.382,36.86274,20.39216,93.2,29.8254,44.70588,1822.007,194,1513.75,67.05882,910.837,0.986553,93.2,25.69119,7.8125,1.28331,30.44719,0.8624303,35.30394
359.821,35.29412,19.60784,93.2,29.8254,43.13726,1810.195,194,1526.25,67.05882,890.5317,0.9864615,93.2,25.39589,7.8125,0.875826,31.06856,0.5895873,52.69544
360.591,35.29412,19.60784,93.2,29.8254,43.13726,1822.007,194,1545.25,67.05882,929.6919,0.9867055,93.2,24.50998,7.8125,1.021356,31.06856,0.6876187,45.18283
361.78,36.07843,19.60784,93.2,29.8254,43.52941,1816.101,194,1559.75,67.05882,884.7302,0.986858,95,24.50998,7.8125,1.28331,31.68993,0.8637632,36.68822
362.616,34.90196,19.21569,93.2,29.8254,42.7451,1798.383,194,1584,67.05882,876.028,0.987224,95,25.10059,7.8125,1.214514,32.3113,0.8173321,39.53265
363.789,35.29412,19.60784,93.2,29.8254,43.52941,1801.336,194,1606.5,67.05882,876.028,0.987224,95,24.50998,7.8125,1.307124,32.3113,0.8793297,36.74538
364.709,34.5098,19.60784,93.2,29.8254,42.7451,1786.571,194,1619.5,67.05882,810.7609,0.987529,95,17.71806,7.8125,1.276695,32.93267,0.8588595,38.34466
365.8,23.13725,15.68627,93.2,29.8254,29.01961,1175.298,194,1405.75,78.03922,597.5555,0.989603,95,19.78517,7.8125,0.358533,32.93267,0.2411182,136.5831
366.636,30.98039,21.17647,93.2,29.8254,47.84314,1857.443,194,1166.75,78.03922,999.31,0.9896335,95,27.16769,7.8125,1.004157,32.93267,0.6738935,48.86925
367.419,38.03922,19.21569,93.2,29.8254,51.37255,1931.269,194,1152,78.03922,954.3483,0.988749,95,25.39589,7.8125,0.97902,32.93267,0.6570038,50.12555
368.483,37.64706,18.03922,93.2,29.8254,49.80392,1907.644,194,1158,78.03922,929.6919,0.9887185,95,26.57709,7.8125,0.993573,33.55404,0.6673665,50.27829
369.993,41.96078,26.66667,93.2,29.8254,70.19608,2368.314,194,1230.75,78.03922,1222.668,0.988749,95,27.46299,7.8125,0.993573,33.55404,0.6673871,50.27674
371.147,70.19608,30.98039,93.2,29.8254,98.43137,2542.542,194,1240.75,78.03922,1216.867,0.9935985,95,29.2348,7.8125,1.91835,34.17542,1.288524,26.52292
372.014,76.07843,36.86274,93.2,29.8254,98.43137,2545.495,194,1255.75,78.03922,1251.676,0.9953675,95,29.5301,7.8125,1.885275,34.79679,1.260127,27.6137
372.818,76.47059,39.60784,93.2,29.8254,98.03922,2586.837,194,1296.75,78.03922,1261.828,0.995154,95,28.9395,7.8125,1.800603,35.41816,1.201393,29.4809
373.827,47.84314,16.86275,93.2,29.8254,50.98039,1824.96,194,1257.5,78.03922,781.7534,0.989969,93.2,15.06035,7.8125,1.938195,36.6609,1.293474,28.34296
374.989,15.68627,13.33333,93.2,29.8254,20,885.903,194,1242.25,78.03922,443.8155,0.9953675,93.2,15.35565,7.8125,0.451143,36.6609,0.3026518,121.1323
376.41,34.5098,27.05882,93.2,29.8254,64.31373,2415.562,194,1288,70.98039,1212.516,0.9880475,93.2,28.6442,7.8125,1.90512,36.03953,1.271129,28.35238
377.373,52.94118,25.09804,93.2,29.8254,67.84314,2456.904,194,1289.5,70.98039,1202.363,0.989969,93.2,25.98649,7.8125,1.686825,36.03953,1.133817,31.78603
378.846,38.43137,17.64706,93.2,29.8254,30.58824,1060.131,194,1272,70.98039,498.9298,0.9892675,93.2,13.87915,7.8125,1.189377,36.6609,0.7979003,45.94672
379.857,21.17647,14.5098,93.2,29.8254,27.45098,995.1644,194,1243.5,70.98039,498.9298,0.9925615,93.2,17.71806,7.8125,0.656208,36.6609,0.440533,83.21942
380.746,36.07843,23.92157,93.2,29.8254,48.23529,1916.504,194,1249,70.98039,960.1498,0.9884135,93.2,27.46299,7.8125,2.192211,36.03953,1.466816,24.56991
381.916,30.58824,10.58823,93.2,29.8254,28.23529,900.668,194,1237.5,70.98039,453.9681,0.988383,93.2,7.087224,7.8125,0.422037,36.03953,0.2835715,127.0915
383.251,11.37255,10.98039,93.2,29.8254,13.72549,885.903,194,1212,70.98039,449.617,1.000003,95,8.563729,7.8125,0.209034,35.41816,0.1404567,252.1643
384.173,13.72549,12.94118,93.2,29.8254,18.03922,885.903,194,1190.25,70.98039,433.6628,0.9953065,95,8.85903,7.8125,0.426006,34.79679,0.2829208,122.9913
385.144,13.33333,13.33333,93.2,29.8254,18.82353,885.903,194,1176.5,70.98039,459.7696,0.9953065,95,19.48987,7.8125,0.406161,34.17542,0.2710142,126.1019
385.963,38.43137,24.70588,93.2,29.8254,65.88235,2338.784,194,1197.5,70.98039,1282.134,0.988749,95,29.2348,7.8125,1.8522,34.17542,1.235895,27.65235
387.278,76.47059,35.68628,93.2,29.8254,99.60784,3519.988,190.4,1710.75,70.98039,1753.506,0.9946965,93.2,30.1207,12.5,2.304666,34.17542,1.548006,22.07706
388.118,79.21568,47.05882,93.2,29.8254,99.21568,3741.464,190.4,1769.25,70.98039,1807.17,0.9880475,93.2,29.2348,12.5,4.303719,35.41816,2.873452,12.32599
389.115,81.17647,54.90196,93.2,29.8254,99.21568,3903.879,190.4,1842.75,70.98039,1950.758,0.9917075,93.2,30.416,12.5,5.25231,36.6609,3.530394,10.38436
390.167,87.45098,63.13726,93.2,29.8254,100,4429.515,190.4,2792.75,70.98039,2213.276,0.989481,93.2,29.2348,12.5,5.871474,37.90364,3.932006,9.639771
391.595,89.80392,70.98039,87.8,29.8254,100,4494.481,190.4,3066.25,70.98039,2332.207,0.989786,86,28.9395,12.5,6.076539,39.76776,4.078491,9.750606
392.734,79.21568,30.19608,87.8,29.8254,60,3579.048,190.4,3189,70.98039,1768.01,0.9892675,86,24.50998,12.5,8.084853,44.11736,5.424772,8.132573
393.642,67.05882,30.98039,87.8,29.8254,74.90196,4069.248,190.4,2223,70.98039,1950.758,0.990884,86,27.46299,12.5,4.528629,45.3601,3.040211,14.92005
394.583,51.76471,29.01961,87.8,29.8254,61.17647,2879.185,190.4,2221.75,70.98039,1370.607,0.990213,86,27.46299,12.5,2.839158,45.3601,1.902906,23.83727
395.729,53.72549,28.23529,84.2,29.8254,62.35294,3304.418,190.4,2203.75,70.98039,1593.965,0.9901825,84.2,26.87239,12.5,3.030993,45.3601,2.032858,22.31346
396.943,80.78432,40.78431,84.2,29.8254,98.03922,4429.515,190.4,2234.75,70.98039,2188.619,0.9914025,84.2,29.2348,12.5,3.737475,45.3601,2.506766,18.09507
397.909,86.27451,52.15686,84.2,29.8254,98.82353,4429.515,190.4,2263.25,60.39216,2194.421,0.993446,84.2,28.9395,12.5,4.510107,45.3601,3.021256,15.01366
398.838,87.05882,58.03922,84.2,29.8254,99.60784,4429.515,190.4,2298,60.39216,2198.772,0.9931715,84.2,30.1207,12.5,5.714037,46.60284,3.819878,12.20009
399.991,87.45098,63.52941,82.4,29.8254,100,4429.515,190.4,2328,60.39216,2184.268,0.992897,82.4,29.2348,12.5,5.938947,47.22421,3.971329,11.89129
400.88,50.19608,26.27451,82.4,29.8254,50.98039,2344.69,190.4,2327.25,60.39216,1132.745,0.9943915,82.4,26.28179,12.5,4.543182,47.84558,3.038831,15.74473
401.744,43.13726,20.78431,82.4,29.8254,43.13726,1913.551,190.4,2295.75,60.39216,905.0355,0.992104,82.4,20.37577,7.8125,2.697597,47.84558,1.80165,26.55654
402.831,32.15686,21.17647,82.4,29.8254,37.64706,1857.443,190.4,2256.75,60.39216,915.1881,0.9928055,82.4,23.03348,7.8125,1.820448,47.22421,1.21863,38.7519
404.092,33.33333,20.78431,82.4,29.8254,37.64706,1851.537,190.4,2221.75,60.39216,910.837,0.9917685,82.4,23.32878,7.8125,1.885275,45.98147,1.261134,36.46041
404.97,34.90196,21.56863,82.4,29.8254,40.39216,1934.222,190.4,2187.25,60.39216,964.501,0.991311,82.4,25.39589,7.8125,1.889244,45.3601,1.26511,35.85466
405.905,36.47059,19.21569,82.4,29.8254,35.68628,1677.31,190.4,2156.25,60.39216,726.639,0.9908535,82.4,14.17445,7.8125,1.910412,44.73873,1.279876,34.95552
406.852,19.21569,16.07843,82.4,29.8254,22.35294,1157.58,190.4,2094.75,60.39216,628.0134,0.9887795,82.4,15.65095,7.8125,0.944622,43.49598,0.6331393,68.69891
408.073,25.88235,18.03922,82.4,29.8254,30.98039,1582.813,190.4,2049.5,74.5098,791.9061,0.9882915,84.2,19.78517,7.8125,1.287279,42.87461,0.8646173,49.58797
408.968,28.23529,18.03922,82.4,29.8254,32.94118,1609.391,190.4,2003,74.5098,816.5624,0.988871,84.2,19.78517,7.8125,1.293894,41.63187,0.8694894,47.88082
409.93,27.05882,14.11765,82.4,29.8254,26.27451,1216.64,190.4,1961,74.5098,552.5938,0.988322,84.2,9.449632,7.8125,1.29654,41.0105,0.870757,47.09753
410.917,13.33333,14.5098,82.4,29.8254,16.86275,933.1512,190.4,1890.5,74.5098,478.6245,0.988322,84.2,8.563729,7.8125,0.485541,39.76776,0.3262707,121.8858
412.037,16.07843,14.90196,82.4,29.8254,19.21569,995.1644,190.4,1835.5,74.5098,503.2809,0.9887185,86,14.17445,7.8125,0.791154,38.52501,0.5316346,72.46521
412.922,25.88235,19.60784,82.4,29.8254,35.29412,1680.263,190.4,1814.75,74.5098,880.3791,0.9882915,86,22.44288,7.8125,1.54791,37.28227,1.039738,35.85739
413.988,31.76471,18.82353,82.4,29.8254,39.21569,1739.323,190.4,1805.75,74.5098,876.028,0.9891455,86,23.03348,7.8125,1.356075,37.28227,0.9112747,40.91222
414.849,30.58824,15.29412,82.4,29.8254,35.29412,1703.887,190.4,1805.5,74.5098,925.3408,0.989237,86,28.05359,7.8125,1.250235,36.6609,0.8394255,43.6738
415.943,41.17647,23.92157,82.4,29.8254,46.66667,1881.067,190.4,1794,74.5098,835.4174,0.9884135,86,16.53686,7.8125,1.800603,36.6609,1.208839,30.32738
416.911,24.70588,16.47059,82.4,29.8254,30.58824,1382.009,190.4,1757,74.5098,736.7917,0.9884745,86,20.67107,7.8125,1.03194,36.6609,0.6933722,52.87333
418.022,30.98039,17.2549,82.4,29.8254,36.86274,1532.612,190.4,1263.25,74.5098,741.1428,0.9879255,86,19.78517,7.8125,1.119258,36.6609,0.7519958,48.75147
418.973,21.56863,12.15686,82.4,29.8254,23.92157,885.903,190.4,1245.25,74.5098,433.6628,0.9916465,86,10.63084,7.8125,0.231525,36.6609,0.1556411,235.5476
420.029,15.29412,12.94118,82.4,29.8254,18.82353,885.903,190.4,1231.5,74.5098,433.6628,0.9953675,87.8,9.154331,7.8125,0.406161,36.03953,0.2720145,132.4912
421.087,14.11765,12.94118,82.4,29.8254,18.82353,885.903,190.4,1210.25,74.5098,433.6628,0.9954895,87.8,9.154331,7.8125,0.412776,35.41816,0.2754112,128.601
422.037,14.11765,12.54902,82.4,29.8254,16.86275,885.903,190.4,1187.25,74.5098,439.4644,0.9954895,87.8,7.382525,1.5625,0.381024,34.79679,0.2541946,136.8904
422.964,11.76471,10.98039,82.4,29.8254,14.5098,885.903,190.4,1154.5,74.5098,449.617,1.000003,87.8,6.201321,1.5625,0.169344,34.17542,0.1129754,302.5032
424.1,10.58823,10.98039,82.4,29.8254,14.11765,885.903,190.4,1120,74.5098,453.9681,1.000003,89.6,7.973127,7.8125,0.219618,33.55404,0.1458536,230.0529
425.044,18.82353,16.07843,82.4,29.8254,31.37255,1104.426,190.4,1129,74.5098,552.5938,0.905057,89.6,20.96637,7.8125,1.020033,32.93267,0.6774284,48.61425
426.051,36.07843,19.21569,82.4,29.8254,49.80392,1925.363,190.4,1150.75,74.5098,960.1498,0.9017935,89.6,25.98649,7.8125,1.240974,32.3113,0.9106205,35.48273
426.943,38.03922,18.82353,82.4,29.8254,50.98039,1916.504,190.4,1148,74.5098,925.3408,0.899811,89.6,25.10059,7.8125,1.090152,32.93267,0.802843,41.02007
428.132,36.07843,18.82353,82.4,29.8254,47.45098,1848.584,188.6,1155.25,67.45098,929.6919,0.89975,87.8,28.05359,7.8125,1.063692,32.93267,0.7850825,41.94804
429.024,49.01961,24.70588,82.4,29.8254,76.47059,2471.669,188.6,1251.5,67.45098,1276.332,0.9001465,87.8,28.6442,7.8125,1.320354,32.93267,0.9745839,33.79152
430.009,76.07843,33.33333,82.4,29.8254,98.43137,2501.199,188.6,1239.25,67.45098,1216.867,0.9939645,87.8,29.5301,7.8125,2.177658,33.55404,1.606672,20.88419
430.975,76.07843,36.07843,82.4,29.8254,98.43137,2545.495,188.6,1277.5,67.45098,1282.134,0.9938425,87.8,29.5301,7.8125,2.496501,34.79679,1.66806,20.86064
432.102,76.07843,35.68628,82.4,29.8254,97.64706,2563.213,188.6,1295.5,67.45098,1261.828,0.993873,86,28.6442,7.8125,2.978073,35.41816,1.99007,17.79744
432.915,74.5098,33.33333,82.4,29.8254,96.86275,2604.555,188.6,1315.25,67.45098,1271.981,0.9962215,86,28.9395,7.8125,2.663199,36.6609,1.779604,20.60059
433.837,76.07843,36.86274,82.4,29.8254,98.03922,2637.038,188.6,1323.5,67.45098,1296.637,0.996069,86,27.46299,7.8125,2.051973,37.28227,1.367938,27.25436
434.758,36.86274,17.2549,82.4,29.8254,41.56863,1668.451,188.6,1307.75,67.45098,820.9136,0.98942,86,27.75829,7.8125,1.522773,37.90364,1.015305,37.33228
435.911,51.37255,27.84314,82.4,29.8254,76.86275,2654.756,188.6,1329.75,67.45098,1311.141,0.99064,84.2,27.75829,7.8125,1.586277,37.28227,1.064753,35.01494
436.884,77.25491,34.5098,82.4,29.8254,98.03922,2666.568,188.6,1322.75,67.45098,1327.095,0.995703,84.2,28.9395,7.8125,2.802114,37.90364,1.878541,20.17717
437.923,78.03922,38.82353,82.4,29.8254,97.64706,3144.956,188.6,1852.5,74.5098,2045.032,0.995581,84.2,28.6442,12.5,1.869399,38.52501,1.246875,30.89726
438.91,83.92157,56.86274,82.4,29.8254,99.21568,4429.515,188.6,2822.5,74.5098,2184.268,0.9943305,84.2,29.2348,12.5,4.85541,38.52501,3.238918,11.89441
440.031,90.19608,90.98039,80.6,29.8254,100,4429.515,188.6,2960,74.5098,2145.108,0.9898165,80.6,29.5301,12.5,7.967106,39.76776,5.321334,7.473269
440.933,86.66666,50.19608,80.6,29.8254,77.25491,4296.629,188.6,3071.25,74.5098,1837.628,0.989603,80.6,25.69119,12.5,8.385174,42.87461,5.626108,7.620652
441.975,73.72549,38.43137,80.6,29.8254,88.23529,4414.75,188.6,2148.25,74.5098,1797.018,0.9909145,80.6,28.05359,12.5,5.06709,43.49598,3.400543,12.79089
442.934,58.03922,28.23529,80.6,29.8254,65.09804,3118.379,188.6,2143,74.5098,1534.499,0.9898775,80.6,27.46299,12.5,3.102435,44.11736,2.0793,21.21741
444.005,56.07843,27.84314,78.8,29.8254,62.7451,2994.352,188.6,2151.75,74.5098,1485.186,0.9905485,78.8,26.28179,12.5,2.929122,44.11736,1.9652,22.4493
445.183,35.68628,23.13725,78.8,29.8254,41.17647,1940.128,188.6,2118,74.5098,994.9589,0.989969,78.8,28.05359,12.5,1.586277,44.11736,1.06354,41.4816
446.245,39.21569,23.13725,78.8,29.8254,45.4902,2075.966,188.6,2091,74.5098,1013.814,0.9903045,78.8,26.28179,7.8125,2.013606,43.49598,1.350839,32.19924
447.148,39.60784,24.31373,78.8,29.8254,46.66667,2123.214,188.6,2070.25,74.5098,1038.47,0.9893895,78.8,27.46299,7.8125,1.956717,42.87461,1.31223,32.6731
448.429,41.17647,25.09804,78.8,29.8254,48.23529,2202.946,188.6,2056,70.98039,1063.127,0.989542,78.8,27.46299,7.8125,2.074464,42.25324,1.392481,30.34385
449.44,35.68628,21.17647,78.8,29.8254,40.78431,1886.973,188.6,2028.5,70.98039,820.9136,0.9885965,78.8,16.24155,7.8125,2.026836,42.25324,1.360301,31.06168
450.435,18.82353,15.68627,78.8,29.8254,22.35294,1104.426,188.6,1996.75,70.98039,538.09,0.9873155,78.8,10.33554,7.8125,0.355887,41.63187,0.2390803,174.1334
451.302,18.43137,15.68627,78.8,29.8254,21.56863,1086.708,188.6,1893.5,70.98039,543.8915,0.9873765,78.8,11.22144,7.8125,0.861273,41.0105,0.5793427,70.78798
452.533,21.17647,14.90196,78.8,29.8254,25.09804,995.1644,188.6,1370.25,70.98039,523.5862,0.9914635,80.6,13.87915,7.8125,0.848043,40.38913,0.5704082,70.80741
453.684,22.35294,14.5098,78.8,29.8254,27.45098,1033.553,188.6,1356,70.98039,503.2809,0.9917685,80.6,14.17445,7.8125,0.660177,39.14639,0.4422159,88.52325
455.02,21.96078,14.5098,78.8,29.8254,28.62745,1089.661,188.6,1344.5,70.98039,527.9374,0.9918295,80.6,15.94625,7.8125,0.669438,39.14639,0.4482814,87.32547
455.988,21.17647,14.5098,78.8,29.8254,27.05882,1030.6,188.6,1333.25,70.98039,509.0825,0.9920735,80.6,14.17445,7.8125,0.574182,38.52501,0.3844707,100.2027
457.401,21.96078,14.5098,78.8,29.8254,27.84314,1169.392,188.6,1336.75,70.98039,617.8608,0.991921,84.2,15.35565,7.8125,0.623133,38.52501,0.4171455,92.3539
458.511,21.96078,14.5098,78.8,29.8254,27.45098,1039.459,188.6,1318,70.98039,509.0825,0.991982,84.2,14.46975,7.8125,0.560952,38.52501,0.3755773,102.5755
459.575,22.35294,14.11765,78.8,29.8254,27.84314,1024.694,188.6,1300.5,77.64706,443.8155,0.990701,84.2,10.92614,7.8125,0.611226,37.90364,0.4092123,92.62586
460.582,16.07843,14.5098,78.8,29.8254,23.13725,903.621,188.6,1299.5,77.64706,478.6245,0.9929275,84.2,14.76505,7.8125,0.42336,37.90364,0.2838036,133.5559
461.677,22.35294,14.11765,78.8,29.8254,29.01961,1077.849,188.6,1276.5,77.64706,538.09,0.9910365,84.2,16.24155,7.8125,0.603288,37.28227,0.4035133,92.39417
462.564,51.37255,26.27451,78.8,29.8254,89.41177,2642.944,188.6,1361.25,77.64706,1341.599,0.9854855,84.2,28.9395,7.8125,1.541295,37.28227,1.032873,36.09571
463.658,50.58823,16.47059,78.8,29.8254,55.29412,2043.483,188.6,1313.25,77.64706,939.8445,0.983808,84.2,18.01336,7.8125,1.922319,37.90364,1.295466,29.2587
464.889,20,12.15686,78.8,29.8254,22.7451,885.903,188.6,1294.75,77.64706,433.6628,0.991738,84.2,17.71806,7.8125,0.519939,37.90364,0.3509884,107.9912
466.012,34.90196,21.17647,78.8,29.8254,44.70588,1810.195,188.6,1287.75,77.64706,890.5317,0.9854245,84.2,28.3489,7.8125,1.676241,37.28227,1.12251,33.21331
466.868,42.7451,27.45098,78.8,29.8254,64.70588,2583.884,188.6,1329.25,77.64706,1327.095,0.985394,84.2,28.3489,7.8125,1.320354,37.28227,0.8898519,41.89717
467.893,77.64706,34.11765,78.8,29.8254,97.64706,2722.675,188.6,1375.5,77.64706,1335.798,0.993568,84.2,29.8254,12.5,2.496501,37.90364,1.682568,22.52726
468.95,78.82353,38.03922,78.8,29.8254,98.43137,2766.97,188.6,1404,77.64706,1405.416,0.993385,84.2,29.5301,12.5,2.855034,39.14639,1.908378,20.51291
470.27,77.64706,41.56863,78.8,29.8254,98.03922,2855.561,188.6,1458.5,67.45098,1401.065,0.996557,80.6,29.5301,12.5,2.27556,41.0105,1.521323,26.95713
471.14,81.96078,45.09804,78.8,29.8254,99.60784,2932.339,188.6,1506.25,67.45098,1460.53,0.9965875,80.6,29.8254,12.5,3.62502,42.87461,2.415789,17.74767
472.26,80.39216,49.41177,78.8,29.8254,71.37255,2704.957,188.6,1541.5,67.45098,1124.042,0.9961605,80.6,25.10059,7.8125,4.150251,44.11736,2.765729,15.95144
