Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Acceleration (mph/s),Fuel rate (gal/hr),Instant fuel economy (MPG)
26.171,46.66667,22.35294,62.6,29.8254,40,1931.269,186.8,2268.5,46.66667,994.9589,0.991128,71.6,19.48987,4.6875,2.657907,21.12662,2.280256881,1.784061,11.84187
27.003,21.56863,9.411765,62.6,29.8254,16.47059,894.762,186.8,2179.75,46.66667,449.617,0.99247,71.6,5.020117,4.6875,1.128519,22.99073,2.240516827,0.756188,30.40346
28.392,11.37255,12.15686,62.6,29.8254,12.15686,885.903,186.8,1476.75,46.66667,474.2734,1.000003,71.6,5.020117,-1.5625,0.369117,22.36936,-0.447350612,0.2470002,90.56414
29.253,10.19608,12.54902,62.6,29.8254,11.76471,885.903,186.8,1505.75,46.66667,433.6628,0.90524,71.6,6.201321,-1.5625,0.420714,19.88388,-2.886736353,0.2794062,71.16476
30.217,9.411765,12.54902,62.6,29.8254,11.76471,885.903,186.8,1191.5,46.66667,439.4644,0.9053315,73.4,7.087224,-1.5625,0.375732,16.15565,-3.867458506,0.2756545,58.60833
31.042,9.803922,11.76471,62.6,29.8254,16.07843,885.903,186.8,759.5,46.66667,443.8155,0.90524,73.4,10.04023,-1.5625,0.313551,11.18468,-6.025418182,0.2300124,48.62643
32.37,35.29412,9.803922,62.6,29.8254,42.7451,965.6343,186.8,945,93.33334,835.4174,0.9041725,73.4,24.21468,4.6875,3.841992,9.320568,-1.403698795,2.818665,3.306732
33.413,56.86274,29.01961,62.6,29.8254,68.62745,3047.506,186.8,1758.25,93.33334,1475.034,0.9013665,73.4,28.3489,4.6875,2.537514,8.077826,-1.191507191,1.863837,4.333977
34.441,56.86274,27.45098,62.6,29.8254,63.52941,2702.004,186.8,1704,93.33334,1267.63,0.993568,71.6,17.71806,4.6875,2.648646,9.320568,1.208892996,1.951521,4.776053
35.223,18.03922,12.15686,62.6,29.8254,21.96078,885.903,186.8,873.75,93.33334,523.5862,0.9967095,71.6,10.04023,4.6875,0.116424,10.56331,1.589184143,0.07782079,135.7389
36.561,20,14.90196,62.6,29.8254,42.35294,1255.029,186.8,665.75,93.33334,612.0593,0.9962825,71.6,15.94625,-1.5625,0.464373,7.456454,-2.322014948,0.3094205,24.09813
37.424,25.88235,12.94118,62.6,29.8254,43.52941,1249.123,186.8,657.75,93.33334,607.7081,0.995825,71.6,14.76505,-1.5625,0.41013,2.485485,-5.760103129,0.2733945,9.091204
38.501,23.92157,12.54902,62.6,29.8254,40,1122.144,186.8,636.5,93.33334,568.5479,0.9952455,73.4,13.58385,-1.5625,0.31752,0,-2.307785515,0.2117575,0
39.248,19.21569,11.76471,62.6,29.8254,30.58824,885.903,186.8,631.75,93.33334,433.6628,0.9952455,73.4,11.81204,-1.5625,0.232848,0,0,0.1553792,0
40.059,18.03922,11.76471,62.6,29.8254,30.58824,885.903,186.8,624.75,93.33334,424.9606,0.9952455,73.4,11.81204,-1.5625,0.275184,0,0,0.18363,0
41.042,18.43137,11.76471,62.6,29.8254,30.98039,885.903,186.8,627.75,93.33334,449.617,0.9952455,73.4,11.81204,-1.5625,0.280476,0,0,0.1871613,0
42.65,18.03922,11.76471,62.6,29.8254,31.37255,885.903,186.8,592.25,70.98039,464.1208,0.9952455,73.4,15.06035,-1.5625,0.284445,0,0,0.1898099,0
43.451,29.41176,14.5098,62.6,29.8254,41.96078,1399.727,186.8,864,70.98039,681.6774,0.993568,73.4,18.60396,-1.5625,0.351918,0,0,0.2348345,0
44.901,41.96078,21.96078,62.6,29.8254,58.82353,2397.844,186.8,1458.75,70.98039,1267.63,0.9920125,73.4,27.75829,4.6875,1.604799,1.242742,0.857063448,1.072689,1.15853
45.713,42.35294,23.13725,62.6,29.8254,50.98039,2253.147,186.8,1627,70.98039,1108.088,0.9922565,73.4,27.75829,4.6875,1.493667,6.213712,6.121884236,0.9999708,6.213893
46.861,46.27451,29.01961,62.6,29.8254,58.03922,2728.581,186.8,2088.25,70.98039,1440.225,0.99308,71.6,26.87239,10.9375,1.849554,8.699197,2.16505662,1.237923,7.02725
47.825,64.70588,29.80392,62.6,29.8254,75.29412,4382.267,186.8,2754,70.98039,2079.841,0.992836,71.6,25.39589,10.9375,3.745413,11.80605,3.222876556,2.50476,4.713446
48.716,59.21569,29.80392,62.6,29.8254,61.96078,4255.288,186.8,3426.25,70.98039,2149.459,0.992104,71.6,23.03348,10.9375,4.51143,16.77702,5.579090909,3.017779,5.559394
49.966,69.80392,33.33333,62.6,29.8254,80.78432,4414.75,186.8,2407.5,70.98039,2124.803,0.9917685,71.6,26.28179,10.9375,4.29975,20.50525,2.982584,2.878304,7.124073
51.324,63.92157,29.80392,62.6,29.8254,67.05882,3986.563,186.8,2750.75,70.98039,1911.597,0.991494,71.6,25.98649,10.9375,4.176711,25.47622,3.6605081,2.796886,9.108779
52.479,45.09804,26.27451,62.6,29.8254,45.88235,2955.963,186.8,3105.5,70.98039,1480.835,0.9927445,71.6,21.85227,10.9375,3.513888,29.20445,3.227904762,2.353686,12.40796
53.533,27.84314,21.17647,62.6,29.8254,28.62745,1656.639,186.8,2806,60.39216,884.7302,0.994544,71.6,19.78517,4.6875,2.833866,31.68993,2.358140417,1.8958,16.71586
54.397,37.2549,22.7451,62.6,29.8254,40,1889.926,186.8,2345.25,60.39216,919.5392,0.9965875,71.6,23.03348,4.6875,2.280852,32.3113,0.719178241,1.523084,21.2144
55.669,34.5098,21.56863,62.6,29.8254,36.07843,1854.49,186.8,2419.5,60.39216,900.6843,0.9954285,71.6,20.08047,4.6875,2.159136,32.93267,0.488498428,1.438849,22.88821
56.413,32.15686,21.17647,62.6,29.8254,35.68628,1854.49,186.8,2470.5,60.39216,915.1881,0.9954285,71.6,21.55697,4.6875,1.973916,34.17542,1.670362903,1.31695,25.95043
58.204,32.94118,21.17647,62.6,29.8254,35.68628,1875.161,186.8,2554,60.39216,919.5392,0.9957945,71.6,20.37577,4.6875,2.079756,34.79679,0.346940257,1.387564,25.07761
58.939,33.33333,19.60784,62.6,29.8254,37.2549,1951.94,186.8,2605,60.39216,970.3025,0.9957945,71.6,20.08047,4.6875,2.159136,36.03953,1.690802721,1.439995,25.02754
60.156,34.5098,21.56863,62.6,29.8254,37.64706,1990.329,186.8,2665.5,60.39216,984.8062,0.9959775,71.6,20.96637,4.6875,2.212056,36.6609,0.510575185,1.475289,24.84998
61,34.5098,21.96078,62.6,29.8254,36.07843,1931.269,186.8,2761,60.39216,949.9972,0.995398,71.6,21.26167,4.6875,2.246454,38.52501,2.208661137,1.497955,25.71841
61.999,31.37255,21.56863,62.6,29.8254,34.11765,1875.161,186.8,2849.75,60.39216,910.837,0.994971,71.6,19.19456,4.6875,2.069172,39.14639,0.622002002,1.380545,28.35575
62.853,20.39216,16.47059,62.6,29.8254,18.82353,1015.835,186.8,2884.75,60.39216,474.2734,0.994605,71.6,6.791923,4.6875,1.233036,40.38913,1.455199063,0.8230307,49.07366
63.983,13.72549,15.29412,62.6,29.8254,11.76471,888.856,186.8,2902.5,74.5098,509.0825,1.000003,71.6,5.90602,4.6875,0.885087,41.0105,0.549884956,0.590998,69.39194
64.801,12.15686,14.5098,62.6,29.8254,12.94118,885.903,186.8,2862.75,74.5098,523.5862,1.000003,71.6,5.90602,4.6875,0.677376,41.0105,0,0.4498616,91.16247
65.682,12.15686,14.5098,62.6,29.8254,12.94118,885.903,186.8,2862.75,74.5098,533.7389,1.000003,71.6,5.90602,4.6875,0.686637,41.63187,0.705300795,0.4560121,91.29554
66.612,12.15686,14.5098,62.6,29.8254,12.94118,885.903,186.8,2883.5,74.5098,543.8915,1.000003,71.6,5.90602,4.6875,0.680022,41.63187,0,0.4516189,92.18363
67.675,12.15686,14.5098,62.6,29.8254,12.94118,885.903,186.8,2874.5,74.5098,552.5938,1.000003,71.6,5.90602,4.6875,0.677376,41.0105,-0.584543744,0.4498616,91.16247
68.422,12.15686,15.29412,62.6,29.8254,12.15686,885.903,186.8,2866.75,74.5098,424.9606,0.904142,71.6,6.791923,4.6875,1.239651,41.0105,0,0.8232819,49.81343
69.501,11.76471,15.29412,62.6,29.8254,12.15686,885.903,186.8,2835.5,74.5098,414.8079,0.904203,71.6,6.496622,4.6875,0.862596,41.0105,0,0.6336092,64.72523
70.351,11.37255,15.29412,62.6,29.8254,12.15686,885.903,186.8,2793.25,74.5098,433.6628,0.904325,71.6,5.90602,4.6875,0.841428,40.38913,-0.731023529,0.6180188,65.35258
71.238,11.37255,15.29412,62.6,29.8254,12.15686,885.903,186.8,2741.5,74.5098,433.6628,0.9045385,71.6,6.201321,4.6875,0.804384,39.14639,-1.401059752,0.5907307,66.26773
71.984,11.76471,15.29412,62.6,29.8254,12.94118,885.903,186.8,2663,74.5098,433.6628,0.9049045,71.6,9.449632,4.6875,0.801738,38.52501,-0.832949062,0.5886486,65.44654
72.831,20,20.39216,62.6,29.8254,26.66667,1544.424,186.8,2619.25,56.86274,954.3483,0.905118,71.6,22.14758,4.6875,1.50822,37.28227,-1.467225502,1.106911,33.68137
73.575,38.43137,24.31373,62.6,29.8254,45.09804,2362.408,186.8,2596.75,56.86274,1351.752,0.905301,71.6,25.10059,4.6875,2.350971,36.6609,-0.835174731,1.725014,21.25252
74.469,58.03922,28.62745,62.6,29.8254,63.52941,3644.014,186.8,2604.75,56.86274,1768.01,0.9962825,71.6,25.10059,10.9375,3.577392,36.6609,0,2.624365,13.96944
75.206,58.03922,29.41176,62.6,29.8254,64.31373,3726.699,186.8,2636.5,56.86274,1852.132,0.9958555,71.6,26.57709,10.9375,3.721599,37.28227,0.843107191,2.480834,15.02812
75.983,58.82353,29.80392,62.6,29.8254,64.70588,3753.276,186.8,2673.25,56.86274,1782.514,0.9947575,71.6,25.98649,10.9375,3.976938,37.28227,0,2.652181,14.05721
76.724,58.43137,30.98039,62.6,29.8254,66.66666,3921.597,186.8,2704.5,56.86274,1862.285,0.9943,71.6,25.39589,10.9375,3.799656,37.90364,0.838556005,2.53675,14.94181
77.637,56.86274,29.41176,62.6,29.8254,61.96078,3632.202,186.8,2732.25,56.86274,1812.972,0.9939035,69.8,26.28179,10.9375,3.848607,38.52501,0.680580504,2.570614,14.9867
78.366,58.82353,30.19608,62.6,29.8254,63.92157,3865.49,186.8,2764.25,56.86274,1881.139,0.993324,69.8,25.98649,10.9375,4.013982,38.52501,0,2.682143,14.36352
79.59,59.60784,30.58824,62.6,29.8254,64.70588,3895.02,186.8,2800.75,56.86274,1940.605,0.992836,69.8,26.57709,10.9375,4.025889,39.14639,0.507663399,2.691668,14.54354
80.345,59.21569,30.98039,62.6,29.8254,64.31373,3951.127,186.8,2844.75,56.86274,1936.254,0.9923785,69.8,26.57709,10.9375,4.076163,39.76776,0.823006623,2.72662,14.585
81.339,60,30.98039,62.6,29.8254,64.31373,3995.423,185,2878,53.33333,1966.712,0.9919515,69.8,27.16769,10.9375,4.357962,40.38913,0.625120724,2.916465,13.84866
82.324,59.60784,30.98039,62.6,29.8254,63.92157,3989.517,185,2895,53.33333,1768.01,0.991616,69.8,24.80528,10.9375,4.417497,41.0105,0.630832487,2.95758,13.86623
83.113,39.60784,25.4902,62.6,29.8254,43.92157,2687.239,185,2904.5,53.33333,1345.95,0.993568,69.8,24.50998,10.9375,3.025701,41.0105,0,2.026437,20.23773
83.85,42.7451,25.88235,62.6,29.8254,45.4902,2645.897,185,2881.75,53.33333,1261.828,0.993385,69.8,22.14758,10.9375,3.16197,41.0105,0,2.113542,19.40368
84.935,29.80392,20,62.6,29.8254,28.62745,1662.545,185,2821.75,53.33333,820.9136,0.9947575,69.8,19.78517,4.6875,2.324511,40.38913,-0.572691244,1.554049,25.98961
85.632,35.68628,23.52941,62.6,29.8254,38.82353,2185.227,185,2776,53.33333,1118.241,0.994788,69.8,21.85227,4.6875,2.622186,39.14639,-1.782984218,1.75064,22.36118
86.409,36.86274,23.13725,62.6,29.8254,39.60784,2155.697,185,2732.25,53.33333,1044.272,0.994971,69.8,21.26167,10.9375,2.562651,39.14639,0,1.710841,22.88137
87.165,36.07843,22.7451,62.6,29.8254,37.64706,1972.611,185,2678.75,53.33333,890.5317,0.9951235,69.8,19.48987,10.9375,2.430351,38.52501,-0.821931217,1.622218,23.74836
88.145,31.76471,22.35294,62.6,29.8254,38.82353,2146.838,185,2643.75,53.33333,1187.859,0.9949405,69.8,25.39589,10.9375,1.964655,37.90364,-0.63405102,1.311173,28.90819
88.869,52.15686,27.84314,62.6,29.8254,56.47059,2973.681,185,2644,53.33333,1446.026,0.993385,69.8,25.69119,10.9375,3.367035,37.28227,-0.858245856,2.247508,16.58827
90.002,41.96078,22.35294,62.6,29.8254,39.60784,1695.028,185,2630.75,93.33334,845.57,0.9943,69.8,19.78517,4.6875,2.692305,37.28227,0,1.799937,20.7131
90.921,29.41176,20.39216,62.6,29.8254,32.15686,1706.84,185,2587,93.33334,825.2647,0.994727,69.8,19.19456,4.6875,1.930257,36.6609,-0.676137106,1.289283,28.4351
92.315,28.23529,20,62.6,29.8254,30.98039,1659.592,185,2566,93.33334,831.0662,0.9947575,69.8,15.06035,4.6875,1.788696,36.6609,0,1.194217,30.69869
93.362,15.29412,9.803922,62.6,29.8254,10.58823,885.903,185,2477.25,93.33334,464.1208,0.9958555,69.8,5.020117,4.6875,0.407484,36.03953,-0.5934766,0.272047,132.4754
94.326,11.76471,14.11765,62.6,29.8254,12.94118,885.903,185,2341.25,93.33334,449.617,1.000003,69.8,5.020117,-1.5625,0.576828,34.79679,-1.289149378,0.384681,90.45622
95.15,11.37255,13.33333,62.6,29.8254,12.54902,885.903,185,2104.75,93.33334,464.1208,1.000003,69.8,5.315418,-1.5625,0.510678,32.3113,-3.016371359,0.3391535,95.27044
96.504,10.98039,12.54902,62.6,29.8254,12.15686,885.903,185,1900,93.33334,474.2734,1.000003,69.8,5.315418,-1.5625,0.422037,29.20445,-2.29457164,0.2802849,104.1956
97.297,10.19608,11.76471,62.6,29.8254,12.15686,885.903,185,1547.25,93.33334,484.4261,1.000003,69.8,5.020117,-1.5625,0.318843,24.85485,-5.484993695,0.2117513,117.3776
98.742,10.19608,11.76471,62.6,29.8254,11.76471,885.903,185,1386.5,93.33334,498.9298,1.000003,69.8,5.020117,-1.5625,0.280476,21.74799,-2.150076125,0.1862708,116.7547
99.57,10.19608,11.37255,62.6,29.8254,12.54902,885.903,185,1318,93.33334,503.2809,1.000003,69.8,5.315418,-1.5625,0.2646,19.88388,-2.25134058,0.1757272,113.152
100.91,10.19608,11.37255,62.6,29.8254,12.54902,885.903,185,1231.25,70.98039,513.4336,1.000003,71.6,5.610719,-1.5625,0.244755,18.64114,-0.92741791,0.1625477,114.681
101.644,9.803922,11.37255,62.6,29.8254,13.72549,885.903,185,1007.25,70.98039,519.2351,1.000003,71.6,6.201321,-1.5625,0.23814,16.15565,-3.386226158,0.1581545,102.1511
102.911,11.37255,10.58823,62.6,29.8254,25.4902,885.903,185,809,70.98039,419.1591,1.000003,71.6,9.154331,-1.5625,0.210357,13.04879,-2.452138911,0.1397031,93.40375
103.892,16.47059,11.76471,62.6,29.8254,27.05882,885.903,185,674.25,70.98039,429.3117,0.9055755,71.6,10.92614,-1.5625,0.402192,10.56331,-2.533618756,0.2671053,39.54736
105.094,19.60784,14.11765,62.6,29.8254,35.29412,974.4933,185,653.75,70.98039,478.6245,0.905606,73.4,12.99324,-1.5625,0.437913,8.699197,-1.550842762,0.3211544,27.08727
106.083,24.70588,12.94118,62.6,29.8254,43.13726,1249.123,185,644,70.98039,617.8608,0.9055755,73.4,14.76505,-1.5625,0.506709,4.349598,-4.397976744,0.3715951,11.70521
107.065,25.4902,12.94118,62.6,29.8254,43.13726,1178.251,185,651.25,70.98039,603.357,0.905179,73.4,14.46975,-1.5625,0.433944,1.242742,-3.163804481,0.3182436,3.905003
108.283,23.92157,11.76471,62.6,29.8254,40,1089.661,185,639.25,70.98039,519.2351,0.905179,73.4,11.81204,-1.5625,0.375732,0,-1.020313629,0.2756731,0
110.048,18.43137,11.76471,62.6,29.8254,31.37255,885.903,185,615.25,70.98039,429.3117,0.905179,73.4,11.51674,-1.5625,0.284445,0,0,0.2086962,0
111.568,18.03922,11.76471,62.6,29.8254,30.98039,885.903,185,597.75,70.98039,449.617,0.905179,73.4,12.10734,-1.5625,0.279153,0,0,0.2048135,0
112.705,18.43137,13.72549,62.6,29.8254,32.94118,885.903,185,571,67.45098,453.9681,0.905179,73.4,12.40264,-1.5625,0.255339,0,0,0.1873412,0
113.773,18.03922,11.37255,62.6,29.8254,32.15686,888.856,185,555.25,67.45098,424.9606,0.905179,73.4,12.10734,-1.5625,0.252693,0,0,0.1853999,0
114.811,18.43137,11.37255,62.6,29.8254,32.54902,885.903,185,550.75,67.45098,424.9606,0.905179,73.4,12.40264,-1.5625,0.250047,0,0,0.1834585,0
115.653,18.82353,11.76471,62.6,29.8254,32.54902,885.903,185,558.75,67.45098,453.9681,0.905179,73.4,12.40264,-1.5625,0.273861,0,0,0.2009307,0
116.432,18.82353,11.76471,62.6,29.8254,33.33333,903.621,185,559,67.45098,433.6628,0.905179,73.4,12.10734,-1.5625,0.272538,0,0,0.1999601,0
117.307,18.82353,11.76471,62.6,29.8254,33.33333,891.809,185,552.75,67.45098,453.9681,0.905179,73.4,12.40264,-1.5625,0.276507,0,0,0.2028721,0
118.585,18.82353,11.37255,62.6,29.8254,32.94118,894.762,185,557.75,67.45098,449.617,0.905179,75.2,12.10734,-1.5625,0.234171,0,0,0.1718103,0
119.711,18.82353,11.76471,62.6,29.8254,33.33333,897.715,185,550.75,67.45098,433.6628,0.905179,75.2,12.10734,-1.5625,0.250047,0,0,0.1834585,0
120.936,19.21569,11.37255,62.6,29.8254,33.72549,903.621,185,552.25,67.45098,439.4644,0.905179,75.2,12.69794,-1.5625,0.279153,0,0,0.2048135,0
122.091,18.43137,11.76471,62.6,29.8254,32.94118,897.715,185,560.5,67.45098,433.6628,0.9952455,75.2,12.40264,-1.5625,0.197127,0,0,0.1446313,0
123.777,18.03922,11.76471,62.6,29.8254,32.54902,885.903,186.8,557.25,67.45098,429.3117,0.9952455,75.2,12.10734,-1.5625,0.250047,0,0,0.1668561,0
124.626,18.43137,11.37255,62.6,29.8254,32.54902,885.903,186.8,552.25,67.45098,424.9606,0.9952455,75.2,12.10734,-1.5625,0.231525,0,0,0.1544964,0
125.568,18.82353,11.37255,62.6,29.8254,33.33333,900.668,186.8,555.25,67.45098,453.9681,0.9952455,75.2,12.10734,-1.5625,0.298998,0,0,0.199521,0
126.576,18.82353,11.37255,62.6,29.8254,33.33333,897.715,186.8,554,67.45098,433.6628,0.9952455,75.2,12.10734,-1.5625,0.236817,0,0,0.1580277,0
127.966,18.82353,11.37255,62.6,29.8254,33.33333,906.5741,186.8,555,67.45098,464.1208,0.9952455,75.2,12.40264,-1.5625,0.275184,0,0,0.18363,0
128.833,19.21569,12.15686,62.6,29.8254,34.5098,924.2921,186.8,567,67.45098,449.617,0.9952455,75.2,12.40264,-1.5625,0.297675,0,0,0.1986382,0
129.847,19.21569,12.94118,62.6,29.8254,38.82353,1131.003,186.8,632.75,67.45098,845.57,0.9952455,75.2,17.71806,4.6875,0.272538,0,0,0.1818643,0
130.798,35.68628,20.78431,62.6,29.8254,48.23529,1969.658,186.8,1330.5,67.45098,994.9589,0.991555,75.2,27.46299,4.6875,1.226421,0.6213712,0.653387171,0.8183895,0.759261
131.848,48.62745,25.88235,62.6,29.8254,64.31373,2876.232,186.8,1815.75,67.45098,1505.492,0.9934765,73.4,26.57709,10.9375,1.566432,4.349598,3.55069219,1.049169,4.145756
132.73,58.43137,27.84314,62.6,29.8254,65.4902,3522.941,186.8,2304,67.45098,1728.85,0.993629,73.4,25.98649,10.9375,2.978073,9.320568,5.636020408,1.990804,4.681812
133.584,58.82353,29.80392,62.6,29.8254,65.4902,4184.415,186.8,3066.5,93.33334,2303.199,0.994117,73.4,26.28179,10.9375,3.733506,13.67017,5.093210773,2.495418,5.478107
134.477,67.05882,32.94118,62.6,29.8254,74.5098,5150.049,186.8,3848.25,93.33334,2655.641,0.9923175,73.4,18.01336,10.9375,5.391225,19.26251,6.262418813,3.601643,5.348256
135.92,89.01961,49.01961,62.6,29.8254,98.82353,4429.515,186.8,3078.5,93.33334,2293.047,0.989969,71.6,28.9395,10.9375,5.956146,23.6121,3.014268884,3.986258,5.923377
136.871,92.94118,70.58823,62.6,29.8254,99.21568,5906.02,186.8,3573.25,93.33334,2987.777,0.989603,71.6,29.8254,10.9375,9.058581,32.3113,9.147423764,6.077,5.316982
138.254,72.15686,33.72549,62.6,29.8254,72.54902,5170.721,186.8,4093.5,93.33334,2397.474,0.989054,71.6,15.94625,10.9375,7.490826,37.90364,4.04362979,5.027122,7.53983
139.026,54.5098,29.41176,62.6,29.8254,57.2549,3658.779,186.8,3156,93.33334,1772.361,0.995032,71.6,23.03348,10.9375,4.510107,42.87461,6.439080311,3.02843,14.15737
140.495,47.84314,27.05882,62.6,29.8254,45.09804,2707.91,186.8,3356,93.33334,1242.973,0.9951845,69.8,17.12746,10.9375,4.131729,44.73873,1.26897209,2.75769,16.22326
141.509,33.33333,21.96078,62.6,29.8254,33.33333,1807.242,186.8,2536.25,93.33334,786.1046,0.9958555,69.8,16.24155,10.9375,2.828574,47.84558,3.063954635,1.88762,25.34704
142.32,20.78431,16.86275,62.6,29.8254,21.96078,1169.392,186.8,2410.5,93.33334,572.899,0.995642,69.8,11.81204,4.6875,0.755433,49.08833,1.532367448,0.5037909,97.4379
143.626,19.21569,16.86275,62.6,29.8254,20.78431,1110.332,186.8,2445,93.33334,498.9298,0.996069,69.8,6.496622,4.6875,1.094121,49.70969,0.475773354,0.7298151,68.11273
144.656,15.68627,16.86275,62.6,29.8254,19.60784,1083.755,188.6,2501,60.39216,533.7389,0.996435,69.8,9.744933,4.6875,1.408995,50.95244,1.206553398,0.9394436,54.23682
145.734,11.37255,14.5098,62.6,29.8254,11.76471,885.903,188.6,2516.5,60.39216,429.3117,0.9962825,69.8,5.90602,4.6875,0.906255,51.57381,0.576410019,0.6040211,85.38412
146.84,12.54902,15.68627,62.6,29.8254,14.11765,903.621,188.6,2542.75,60.39216,474.2734,0.995947,69.8,7.677826,4.6875,0.961821,52.19518,0.56181736,0.6411541,81.40816
147.651,14.90196,16.47059,62.6,29.8254,16.86275,1004.023,188.6,2573.25,60.39216,538.09,0.996008,69.8,9.744933,4.6875,1.001511,52.81655,0.766177559,0.6678365,79.08604
