Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Acceleration (mph/s),Fuel rate (gal/hr),Instant fuel economy (MPG)
46.674,90.98039,59.21569,80.6,30.1207,99.60784,4429.515,188.6,2522.25,93.33334,2213.276,0.991555,80.6,29.5301,7.8125,5.59629,17.39839,3.98740107,3.749451,4.640251
47.403,38.82353,9.411765,80.6,30.1207,17.64706,885.903,188.6,2173.5,93.33334,1079.081,0.9948795,80.6,5.90602,7.8125,3.703077,21.74799,5.966529492,2.480257,8.768444
48.206,9.803922,13.72549,80.6,30.1207,11.37255,885.903,188.6,1744.5,93.33334,578.7006,0.989847,80.6,6.201321,5.46875,0.525231,21.74799,0,0.3506151,62.02812
49.306,9.411765,12.94118,80.6,30.1207,12.54902,885.903,188.6,1072.75,93.33334,449.617,0.995642,80.6,7.382525,5.46875,0.414099,19.26251,-2.259527273,0.2778349,69.33077
51.365,14.5098,12.15686,80.6,30.1207,24.31373,885.903,188.6,646,93.33334,439.4644,0.9957945,82.4,11.81204,8.59375,0.289737,14.91291,-2.112481787,0.1932642,77.16332
52.181,18.03922,16.07843,80.6,30.1207,38.43137,2016.906,188.6,1141.5,93.33334,1163.203,0.99613,82.4,28.6442,8.59375,0.18522,9.320568,-6.853360294,0.123529,75.45248
53.78,68.23529,34.11765,80.6,30.1207,78.43137,4329.113,188.6,2052,60.39216,1991.368,0.993873,82.4,24.21468,8.59375,3.004533,10.56331,0.7771995,2.003142,5.273372
55.184,10.58823,12.54902,80.6,30.1207,12.15686,885.903,188.6,1052.5,60.39216,493.1283,0.9956115,82.4,8.85903,8.59375,0.130977,14.29154,2.655434473,0.08752152,163.2917
56.574,14.5098,12.15686,80.6,30.1207,23.52941,885.903,188.6,677,60.39216,449.617,0.995764,82.4,12.99324,8.59375,0.420714,9.941939,-3.129209353,0.2806388,35.4261
57.672,27.84314,18.03922,80.6,30.1207,58.03922,2090.731,188.6,1209.5,60.39216,1063.127,0.995459,82.4,28.3489,8.59375,1.132488,5.592341,-3.961382514,0.7553146,7.403989
58.773,68.62745,36.47059,80.6,30.1207,93.33334,4429.515,188.6,2107.25,60.39216,2213.276,0.9916465,82.4,30.1207,7.8125,2.496501,7.456454,1.693108992,1.665555,4.476858
59.618,91.37255,50.58823,80.6,30.1207,98.82353,4429.515,188.6,2346.25,60.39216,2134.956,0.991311,82.4,28.9395,7.8125,4.503492,13.67017,7.353510059,3.016082,4.532425
60.818,91.37255,58.82353,80.6,30.1207,99.60784,4429.515,188.6,2424.25,60.39216,2139.307,0.9915245,80.6,28.9395,7.8125,4.869963,18.64114,4.142475,3.262619,5.713549
62.752,59.60784,12.94118,80.6,30.1207,10.19608,885.903,188.6,2327.25,60.39216,691.83,0.990152,80.6,5.90602,7.8125,5.572476,23.6121,2.570299897,3.732462,6.326147
63.531,9.803922,12.54902,80.6,30.1207,11.37255,885.903,188.6,1363.75,60.39216,439.4644,0.994849,80.6,6.496622,5.46875,0.429975,21.74799,-2.392952503,0.2883978,75.40969
64.563,10.58823,10.98039,80.6,30.1207,14.90196,885.903,188.6,923.75,60.39216,429.3117,1.000003,80.6,8.268428,5.46875,0.240786,17.39839,-4.214728682,0.1607403,108.2392
66.285,10.98039,11.76471,78.8,30.1207,43.52941,1461.74,190.4,1049.25,81.17647,1345.95,0.9052705,80.6,28.6442,7.8125,0.280476,13.04879,-2.525900116,0.1862708,70.05281
67.018,80,37.64706,78.8,30.1207,94.5098,3463.881,190.4,1674.5,81.17647,1762.208,0.99369,80.6,30.1207,7.8125,3.536379,13.67017,0.847721692,2.594365,5.269176
67.796,76.86275,23.92157,78.8,30.1207,63.52941,2282.677,190.4,1229,81.17647,1003.661,0.993507,80.6,12.10734,5.46875,3.454353,16.15565,3.19470437,2.308695,6.997743
68.551,15.29412,9.411765,78.8,30.1207,14.90196,885.903,190.4,1167,81.17647,851.3715,1.000003,80.6,6.791923,5.46875,0.078057,17.39839,1.646013245,0.0521785,333.4399
69.555,10.19608,10.98039,78.8,30.1207,13.72549,885.903,190.4,999.25,81.17647,865.8753,1.000003,80.6,6.201321,5.46875,0.21168,16.15565,-1.237788845,0.1405818,114.92
70.87,10.98039,10.58823,78.8,30.1207,17.64706,885.903,190.4,961,81.17647,612.0593,1.000003,80.6,22.44288,5.46875,0.201096,13.67017,-1.890098859,0.1335527,102.3579
71.645,40,22.35294,78.8,30.1207,47.84314,2040.53,190.4,1247,81.17647,1163.203,0.9017325,80.6,28.9395,8.59375,1.623321,13.04879,-0.801780645,1.078086,12.10366
73.107,62.35294,32.15686,78.8,30.1207,75.29412,3077.036,190.4,1494.75,81.17647,1327.095,0.899628,80.6,11.81204,8.59375,2.173689,14.29154,0.8500342,1.600923,8.927063
74.021,16.47059,9.411765,78.8,30.1207,12.54902,885.903,190.4,1088.75,81.17647,746.9443,1.000003,80.6,7.087224,5.46875,0.080703,16.77702,2.719343545,0.05957683,281.6031
74.793,10.58823,10.98039,78.8,30.1207,14.90196,885.903,190.4,919.5,81.17647,757.097,1.000003,80.6,6.791923,5.46875,0.214326,14.29154,-3.219533679,0.142339,100.4049
75.624,11.37255,10.58823,78.8,30.1207,16.86275,885.903,190.4,805.25,74.5098,765.7993,1.000003,80.6,6.496622,5.46875,0.166698,12.42742,-2.24322503,0.1107081,112.2539
76.512,13.33333,13.72549,78.8,30.1207,21.17647,885.903,190.4,728.5,74.5098,464.1208,0.905667,80.6,10.33554,5.46875,0.808353,11.18468,-1.399481982,0.5368466,20.83404
77.58,15.68627,11.76471,78.8,30.1207,26.27451,885.903,190.4,656.75,74.5098,443.8155,0.905484,82.4,12.69794,5.46875,0.298998,10.56331,-0.581807116,0.2192555,48.17809
78.4,21.17647,9.803922,78.8,30.1207,30.58824,885.903,190.4,658,74.5098,449.617,0.905667,82.4,13.28854,5.46875,0.361179,7.456454,-3.78884878,0.2649063,28.14751
79.202,23.13725,13.33333,78.8,30.1207,40,1148.721,190.4,658.25,74.5098,593.2043,0.9055755,82.4,14.76505,5.46875,0.46305,4.97097,-3.099107232,0.3395549,14.63966
80.367,24.70588,11.76471,78.8,30.1207,36.47059,1446.975,190.4,861.25,74.5098,712.1353,0.9056365,82.4,17.42276,5.46875,0.411453,4.349598,-0.533366524,0.3017493,14.41461
81.883,29.80392,20.39216,78.8,30.1207,59.21569,2681.333,190.4,1615,74.5098,1435.874,0.9035625,82.4,27.16769,8.59375,0.739557,4.97097,0.409875989,0.542336,9.165849
83.164,59.60784,27.45098,78.8,30.1207,70.58823,3519.988,190.4,1888.5,74.5098,1971.063,0.98698,82.4,26.87239,8.59375,2.168397,8.699197,2.910403591,1.593791,5.45818
84.204,65.88235,29.01961,78.8,30.1207,73.33334,4033.812,190.4,1980,74.5098,1921.75,0.9959165,82.4,27.46299,7.8125,3.240027,12.42742,3.584829808,2.180173,5.700201
85.177,70.19608,29.80392,78.8,30.1207,74.90196,4125.355,190.4,2078.5,74.5098,1891.292,0.996008,82.4,26.57709,7.8125,3.447738,16.77702,4.470298047,2.299122,7.297143
86.316,63.52941,28.62745,78.8,30.1207,67.45098,3791.665,190.4,2323.5,78.03922,1772.361,0.9934155,78.8,25.39589,7.8125,3.478167,19.88388,2.727708516,2.319201,8.573592
87.352,43.13726,25.88235,78.8,30.1207,47.84314,2202.946,190.4,1845,78.03922,1013.814,0.993568,78.8,23.91938,7.8125,2.335095,22.99073,2.998889961,1.561077,14.72748
88.426,25.09804,13.33333,78.8,30.1207,27.84314,1169.392,190.4,1722,78.03922,519.2351,0.989725,78.8,9.154331,8.59375,0.474957,24.23348,1.157122905,0.3174734,76.3323
89.977,10.19608,11.76471,78.8,30.1207,12.94118,885.903,190.4,1162.75,78.03922,429.3117,0.9954285,78.8,7.973127,8.59375,0.334719,24.23348,0,0.2246035,107.8945
91.56,16.47059,18.03922,78.8,30.1207,28.23529,1021.741,190.4,1157.5,78.03922,498.9298,0.995581,80.6,14.76505,8.59375,0.33075,24.23348,0,0.2206686,109.8184
92.332,21.96078,13.33333,78.8,30.1207,26.66667,930.1981,190.4,1151,78.03922,449.617,0.992714,80.6,9.154331,8.59375,0.59535,23.6121,-0.804896373,0.3971426,59.45499
93.639,11.76471,10.58823,78.8,30.1207,14.90196,885.903,190.4,1101.75,78.03922,478.6245,1.000003,80.6,6.496622,5.46875,0.082026,23.6121,0,0.05487544,430.2854
94.568,10.58823,10.98039,78.8,30.1207,14.90196,885.903,190.4,952.75,78.03922,488.7772,1.000003,80.6,6.496622,5.46875,0.206388,21.74799,-2.006576964,0.1370672,158.6666
95.664,10.98039,10.98039,78.8,30.1207,14.5098,885.903,190.4,1114,78.03922,493.1283,1.000003,82.4,6.201321,5.46875,0.18522,18.64114,-2.834717153,0.123009,151.5428
96.908,10.98039,10.58823,78.8,30.1207,18.43137,885.903,190.4,798.25,78.03922,429.3117,1.000003,82.4,9.449632,5.46875,0.213003,14.29154,-3.496463023,0.1414604,101.0285
97.937,16.07843,12.94118,78.8,30.1207,29.01961,885.903,190.4,666.25,89.41177,488.7772,0.905545,82.4,13.28854,5.46875,0.296352,9.941939,-4.227017493,0.1968145,50.51427
99.247,18.43137,12.15686,78.8,30.1207,36.07843,1063.084,190.4,636.75,89.41177,552.5938,0.905667,82.4,14.46975,5.46875,0.165375,6.835083,-2.371645802,0.121286,56.35511
100.286,24.31373,12.54902,78.8,30.1207,39.60784,1119.191,190.4,657.5,89.41177,552.5938,0.9056365,84.2,13.87915,5.46875,0.404838,4.349598,-2.392189605,0.296868,14.65162
101.162,21.96078,12.54902,78.8,30.1207,36.47059,1042.412,190.4,658,89.41177,527.9374,0.9056365,84.2,13.28854,5.46875,0.353241,3.106856,-1.418655251,0.2590406,11.9937
102.424,21.56863,12.54902,78.8,30.1207,36.86274,1042.412,190.4,609.5,89.41177,527.9374,0.905606,84.2,14.46975,5.46875,0.38367,3.106856,0,0.281355,11.04248
103.431,23.92157,12.54902,78.8,30.1207,40.78431,1145.768,190.4,572.25,89.41177,583.0517,0.905179,84.2,15.06035,5.46875,0.363825,1.864114,-1.234103277,0.2668111,6.986641
104.633,24.70588,12.15686,78.8,30.1207,41.17647,1139.862,190.4,566.25,89.41177,552.5938,0.905179,84.2,14.76505,5.46875,0.337365,0.6213712,-1.03389584,0.2475234,2.510354
105.552,31.37255,11.76471,78.8,30.1207,46.66667,1414.492,190.4,818,89.41177,671.5247,0.905179,84.2,15.94625,5.46875,0.302967,0,-0.676138411,0.2222857,0
106.361,32.54902,16.86275,78.8,30.1207,46.66667,1715.699,190.4,1135.5,89.41177,870.2264,0.902983,84.2,23.62408,8.59375,0.795123,1.242742,1.536145859,0.5833786,2.13025
107.424,30.98039,18.43137,78.8,30.1207,39.21569,1621.203,190.4,1336,89.41177,796.2572,0.895541,84.2,26.87239,8.59375,1.051785,3.728227,2.33817968,0.7735673,4.819526
108.652,35.68628,19.21569,78.8,30.1207,37.2549,1550.33,190.4,1575.25,63.92157,632.3646,0.985943,82.4,13.58385,8.59375,1.15101,6.213712,2.024010586,0.8535801,7.279588
109.63,20,15.29412,78.8,30.1207,23.52941,939.0572,190.4,1359.75,63.92157,498.9298,0.992836,82.4,15.65095,8.59375,0.680022,8.699197,2.541395706,0.4580594,18.99142
110.774,21.17647,9.411765,78.8,30.1207,22.7451,885.903,190.4,994.75,63.92157,474.2734,0.996069,82.4,8.268428,5.46875,0.583443,9.320568,0.543156469,0.3902758,23.88201
111.794,11.76471,11.76471,78.8,30.1207,25.88235,1736.37,190.4,1010.25,63.92157,757.097,0.995825,82.4,11.81204,5.46875,0.218295,9.320568,0,0.1455476,64.03794
113.027,35.29412,19.21569,78.8,30.1207,40.78431,1774.759,190.4,1419,63.92157,851.3715,0.9900605,82.4,25.39589,8.59375,1.489698,9.320568,0,0.9934955,9.381591
113.973,35.29412,18.43137,78.8,30.1207,40.39216,1727.511,190.4,1435.75,63.92157,851.3715,0.98881,82.4,23.03348,8.59375,1.135134,10.56331,1.313680761,0.7614407,13.8728
115.116,32.54902,17.64706,78.8,30.1207,39.60784,1653.686,190.4,1357,63.92157,800.6083,0.987651,82.4,19.78517,8.59375,1.352106,11.18468,0.543630796,0.9081311,12.31615
116.395,17.64706,9.411765,78.8,30.1207,14.90196,885.903,190.4,1058.75,63.92157,439.4644,0.9954285,82.4,7.973127,8.59375,0.093933,12.42742,0.971649726,0.06316338,196.7505
117.917,10.98039,10.98039,78.8,30.1207,18.03922,885.903,190.4,697.75,63.92157,419.1591,0.9953065,84.2,11.51674,5.46875,0.230202,10.56331,-1.22477661,0.1535853,68.77813
119.14,21.96078,12.15686,78.8,30.1207,36.86274,1057.178,190.4,651.5,63.92157,538.09,0.9960995,84.2,12.69794,5.46875,0.38367,5.592341,-4.06456991,0.2560069,21.84449
120.289,23.52941,13.33333,78.8,30.1207,40.78431,1252.076,190.4,882,74.5098,593.2043,0.9963435,84.2,16.24155,8.59375,0.550368,4.97097,-0.540792863,0.3669451,13.5469
121.406,25.4902,14.11765,78.8,30.1207,33.72549,1175.298,190.4,999.5,74.5098,552.5938,0.995642,84.2,17.12746,8.59375,0.563598,5.592341,0.556285586,0.3756739,14.88616
122.427,29.01961,14.90196,78.8,30.1207,36.47059,1373.15,190.4,1162.5,74.5098,691.83,0.990518,84.2,20.96637,8.59375,0.710451,6.835083,1.217181195,0.4738944,14.42322
123.193,29.41176,16.47059,78.8,30.1207,36.86274,1503.082,190.4,1267,74.5098,757.097,0.989725,84.2,24.80528,8.59375,0.805707,7.456454,0.811189295,0.5402135,13.80279
124.418,32.54902,17.2549,78.8,30.1207,39.21569,1703.887,190.4,1382.75,74.5098,925.3408,0.9885355,84.2,26.57709,8.59375,0.969759,8.699197,1.014484082,0.6507287,13.36839
125.134,38.43137,21.17647,78.8,30.1207,45.09804,1957.846,190.4,1569.5,74.5098,949.9972,0.98698,84.2,27.16769,8.59375,1.337553,10.56331,2.603509777,0.8986062,11.75522
126.723,40.39216,23.13725,78.8,30.1207,52.15686,2326.972,190.4,1617,74.5098,1247.325,0.987834,82.4,28.05359,8.59375,1.582308,11.80605,0.782089364,1.064715,11.08846
129.329,45.88235,26.27451,78.8,30.1207,55.68628,2575.025,190.4,1946.75,74.5098,1370.607,0.988688,82.4,26.28179,8.59375,1.939518,15.53428,1.430633154,1.303949,11.91326
130.323,28.23529,12.54902,78.8,30.1207,33.33333,1491.27,190.4,1642,74.5098,741.1428,0.9893895,82.4,19.19456,8.59375,1.391796,20.50525,5.000975855,0.934904,21.933
131.046,29.80392,16.86275,78.8,30.1207,34.5098,1494.223,190.4,1584,74.5098,726.639,0.9893895,82.4,18.30866,8.59375,1.119258,21.74799,1.718865837,0.7513003,28.94713
132.178,24.31373,9.803922,78.8,30.1207,23.92157,1004.023,190.4,1559.5,74.5098,509.0825,0.9893895,80.6,13.87915,8.59375,0.629748,21.74799,0,0.4227175,51.44806
133.035,24.70588,16.07843,78.8,30.1207,28.62745,1213.687,190.4,1601,74.5098,597.5555,0.989664,80.6,15.65095,8.59375,1.075599,22.36936,0.725052509,0.7219943,30.98274
134.604,23.13725,13.72549,78.8,30.1207,25.09804,968.5873,190.4,1218.25,74.5098,443.8155,0.9898775,80.6,8.268428,8.59375,0.725004,22.36936,0,0.4865229,45.97802
135.508,11.37255,11.76471,78.8,30.1207,14.90196,885.903,190.4,1074.25,74.5098,433.6628,0.995276,80.6,8.268428,8.59375,0.280476,22.36936,0,0.1881763,118.8745
136.837,11.37255,11.76471,78.8,30.1207,14.90196,885.903,190.4,1055.75,74.5098,433.6628,0.9954285,82.4,10.33554,8.59375,0.287091,21.74799,-0.467547028,0.1915697,113.5252
138.128,16.07843,12.94118,78.8,30.1207,24.70588,885.903,190.4,1031.5,74.5098,429.3117,0.9954895,82.4,13.28854,8.59375,0.41013,21.74799,0,0.273629,79.47984
139.078,18.82353,13.72549,78.8,30.1207,25.88235,918.3861,190.4,1023,74.5098,439.4644,0.99552,82.4,14.46975,8.59375,0.447174,21.12662,-0.654073684,0.2983256,70.81732
140.575,19.60784,13.33333,78.8,30.1207,26.66667,912.4801,190.4,1015.75,74.5098,449.617,0.9954895,82.4,12.40264,8.59375,0.440559,21.12662,0,0.2939035,71.88284
142.152,14.5098,12.54902,78.8,30.1207,25.09804,1402.68,190.4,1422.75,74.5098,548.2427,0.99552,82.4,14.46975,8.59375,0.095256,20.50525,-0.394020292,0.06354865,322.6701
142.982,14.11765,12.94118,78.8,30.1207,16.07843,885.903,190.4,1410.75,74.5098,433.6628,0.9955505,82.4,8.563729,8.59375,0.109809,20.50525,0,0.07325523,279.9152
143.868,13.33333,12.94118,78.8,30.1207,15.68627,885.903,190.4,1401,78.03922,433.6628,0.995642,82.4,7.087224,5.46875,0.392931,19.88388,-0.701320542,0.2621221,75.85731
144.923,9.803922,10.98039,78.8,30.1207,13.33333,885.903,190.4,1250.5,78.03922,453.9681,1.000003,82.4,5.315418,5.46875,0.312228,19.26251,-0.588976303,0.2082665,92.48972
145.997,10.19608,10.98039,78.8,30.1207,12.94118,885.903,190.4,1140.25,78.03922,459.7696,1.000003,84.2,5.90602,5.46875,0.197127,18.01976,-1.157122905,0.1309168,137.6429
147.081,10.19608,10.98039,78.8,30.1207,14.11765,885.903,190.4,989.5,78.03922,464.1208,1.000003,84.2,6.201321,5.46875,0.220941,15.53428,-2.292878229,0.1467322,105.8682
148.303,10.98039,10.98039,78.8,30.1207,15.68627,885.903,190.4,921,78.03922,468.4719,1.000003,84.2,6.201321,5.46875,0.193158,14.29154,-1.016972177,0.1282809,111.4082
149.498,11.76471,12.54902,78.8,30.1207,18.03922,885.903,190.4,875.75,78.03922,439.4644,1.000003,84.2,8.563729,5.46875,0.181251,13.04879,-1.039958159,0.1203731,108.4029
150.593,11.76471,16.47059,78.8,30.1207,49.01961,1990.329,190.4,1098.75,78.03922,929.6919,0.9052705,84.2,24.50998,8.59375,0.25137,12.42742,-0.567461187,0.1669408,74.44209
151.568,32.94118,13.33333,78.8,30.1207,36.07843,1399.727,190.4,1193,78.03922,607.7081,0.8988655,84.2,13.87915,8.59375,1.054431,12.42742,0,0.7735537,16.06537
152.657,16.47059,9.411765,78.8,30.1207,21.17647,885.903,190.4,807,78.03922,453.9681,0.905179,84.2,10.33554,5.46875,0.115101,13.04879,0.570587695,0.08504231,153.4389
153.75,14.90196,11.76471,78.8,30.1207,24.70588,885.903,190.4,645,78.03922,424.9606,0.9054535,84.2,10.63084,5.46875,0.179928,12.42742,-0.568499543,0.1320125,94.13826
